person_id,person_name,party,total
0627450126815,Kajsa Fredholm,V,50
0745549193810,Stefan Attefall,KD,349
069436402021,Tomas Tobé,M,149
0576619284416,Aphram Melki,C,2
0929270135300,Carl G Nilsson ,M,5
0200490530919,Marco Venegas,MP,22
0602744999917,Elisabeth Thand Ringqvist,C,98
0980681611418,Hans Wallmark,M,341
0860429409414,Desirée Pethrus Engström ,KD,15
0191189790215,Peter Ollén,M,56
0408672730600,Christel Anderberg ,M,11
037781229619,Staffan Eklöf,SD,111
0745615729714,Kia Andreasson,MP,167
0193378456716,Ulf Berg,M,164
0542215898226,Jan Emanuel Johansson,S,160
0767167947420,Erik Slottner,KD,19
0358514648113,Marléne Lund Kopparklint,M,285
0560770565308,Erik Arthur Egervärn,c,71
0772402807013,Sven-Olof Sällström,SD,183
0714307225418,Sven-Erik Österberg ,S,3
0262525788220,Johanna Hornberger,M,9
0743231788202,Rune Wikström,M,26
0526772256714,Göran Hargestam,SD,10
0817433088402,Nils Fredrik Aurelius,M,202
0154189076919,Tina Ehn,MP,440
0661283223209,Peder Wachtmeister,M,28
0393171737407,Anita Sidén,M,444
0356767744510,Maud Olofsson,C,76
0606863154419,Mats Berglund,MP,124
0136937107804,Stig Rindborg,M,40
0170700930812,Joe Frans,S,59
0928223863802,Berit Jóhannesson ,V,8
0347247788013,Claes Stockhaus,V,85
0321691108412,Jeanette Gustafsdotter,S,2
0566106045918,Maria Hassan,S,62
0512424416400,Inger Lundberg ,S,6
0547818628111,Betty Malmberg,M,483
0668293417401,Christina Berlin,L,3
0560770565308,Erik Arthur Egervärn ,C,5
0658668232410,Per Bill ,M,10
084624777218,Helena Lindahl,C,359
0456680171315,Charlotte Quensel,SD,16
0602796111612,Heli Berg,L,121
0489462966700,Tanja Linderborg,V,156
0920966427818,Anders Ahlgren,C,98
0745549193810,Stefan Attefall ,KD,14
0792716417210,Lars Bäckström ,V,7
0911490574010,Isabella Lövin,MP,22
0205360448417,Peter Johnsson,S,140
0377384542907,Chatrine Pålsson ,KD,15
0803753212716,Richard Jomshof,SD,428
028536711718,Ingrid Burman,V,352
0219220227418,Isabella Jernbeck,M,71
0203877548421,Malin Larsson,S,108
0714968014016,Anders Ekegren,L,10
011548866929,Elin Nilsson,L,16
0229002789006,Reynoldh Furustrand ,S,1
0495018514310,Ann-Louise Hansson,MP,1
0224712677012,Johan Pehrson,L,330
0575313291605,Stellan Bojerud,SD,15
0584659199514,Göran Hägglund,KD,238
0612916684825,Johan Löfstrand,S,521
0617957067613,Helene Petersson i Stockaryd,S,247
0777657837318,Anders Andersson,KD,79
058426570914,Sven Bergström ,C,10
0630820052511,Per-Arne Håkansson,S,161
0236004923301,Gudrun Schyman ,V,7
025931369428,Jonas Andersson,SD,67
0504073787702,Björn Rubenson,KD,3
0957513768616,Johan Johansson,M,28
0787584650516,Alice Bah Kuhnke,MP,20
0448973586529,Adrian Magnusson,S,88
0178667655211,Edip Noyan,M,8
066036027425,Mikael Damsgaard,M,31
0371414788216,Lars Lindblad,m,225
0238095659621,Linda Ylivainio,C,1
014744660015,Mikael Damberg,S,205
0834800011503,Birgitta Wistrand ,M,11
0824721092613,Carina Moberg,S,139
0186989169008,Nils Oskar Nilsson,M,31
0656591334119,Per Klarberg,SD,98
0973350087929,Patrik Karlson,L,30
0803790353229,Azra Muranovic,S,44
0506482805418,Isak From,S,320
0806172169007,Siw Persson,L,49
0538494048717,Jonas Andersson,SD,20
0892978334516,Michael Anefur,KD,25
0750518623913,Lotta Finstorp,M,264
0888530335200,Lars Hjertén,M,73
0766285636614,Kjell Nordström ,S,1
0884738092723,Kristina Yngwe,C,125
0548089226618,Mats Einarsson,V,365
0855851906414,Caroline Hagström,KD,83
0638431210311,Cecilia Wikström,L,170
0916454726102,Anders Sjölund ,M,7
0861447317415,Thomas Finnborg,M,356
0640627133410,Elisabeth Falkhaven,MP,1
0928479652300,Lars Björkman ,M,9
0576122429317,Martin Melin,L,11
0902172188709,Nils-Göran Holmqvist,S,134
0401150407611,Eva Flyborg,L,387
0395416536118,Siv Holma,V,780
0888530335200,Lars Hjertén ,M,9
042413114103,Anne Oskarsson,SD,9
017523200206,Karin Jeppsson,S,6
03856618629,Linda Wemmert,M,5
065701062615,Runar Filper,SD,247
08644719105,Anna Lilliehöök ,M,10
0761548559113,Christin Nilsson,S,40
0548038946425,Per Olsson Fridh,MP,1
0277648711624,Anders Österberg,S,69
0145294944502,Roger Richtoff,SD,70
0877778793323,Johan Büser,S,78
0267143098400,Claes Roxbergh,MP,100
0919710128803,Jan Backman,m,96
0479355987014,Christina Pettersson ,S,1
0768554866215,Katja Nyberg,SD,24
0544752215503,Kenneth Kvist ,V,2
0644591005314,Crister Spets,SD,3
0861521539920,Aron Emilsson,SD,235
027964311318,Karin Sundin,S,62
0992867772421,Nils Seye Larsen,MP,101
0905254899611,Louise Thunström,S,62
0792474127508,Karl Gustav Abramsson ,S,1
0594584559201,Johnny Ahlqvist ,S,1
0294138886823,Martin Kinnunen,SD,140
0575413157004,Ingvar Svensson,kd,530
0200426688007,Elisabeth Fleetwood,M,45
0975579292417,Monica Green ,S,3
0950203660913,Annika Nilsson,S,46
0363608290410,Per Landgren ,KD,13
0977023188809,Sylvia Lindgren,S,207
0428644311601,Nils-Erik Söderqvist ,S,1
0976656359110,Kaj Nordquist,S,41
084677425329,Oskar Öholm,M,65
0975144579503,Anne-Katrine Dunker,M,124
0283009944701,Ana Maria Narti ,L,6
0144183626805,Lennart Värmby,v,43
0828690288413,Anna Hallberg,S,2
0725043815911,Karin Karlsbro,L,1
0326064715100,Karin Thorborg,V,173
013162757105,Elizabeth Nyström,m,409
011731125914,Ylva Johansson,S,191
0216534495014,Jens Holm,V,392
0638330195202,Kaj Larsson,S,10
0796071663617,Acko Ankarberg Johansson,KD,15
0798417016112,Kristina Zakrisson,s,202
0287864972117,Sofia Jonsson,C,96
0262017901513,Beatrice Ask,M,254
0710863816703,Helena Hillar Rosenqvist ,MP,5
0954999878706,Kenth Skårvik,L,82
0780069612618,Göran Persson i Simrishamn,S,254
0223175563813,Yvonne Andersson ,KD,11
0887345842319,Gunilla Tjernberg ,KD,9
0397940298012,Roger Lamell,S,3
0780836041816,Mats Berglind,s,85
0860429409414,Desirée Pethrus Engström,kd,6
0340854285007,Laila Bjurling ,S,1
0685749336810,Dag Larsson,S,3
0575413157004,Ingvar Svensson ,KD,13
0182800488922,Paula Bieler,SD,145
069309987221,Johan Hultberg,M,160
0202626512110,Lars-Ingvar Ljungman,M,14
0679228585116,Per Åsling,C,285
0472349361027,Kalle Olsson,S,95
0378961686325,Hanna Wagenius,C,2
0505599928316,Carl Fredrik Graf,m,119
0574724112206,Rosita Runegrund ,KD,23
0397073482210,Camilla Mårtensen,L,14
0282644582407,Carlinge Wisberg,v,66
0254695027922,Momodou Jallow,V,15
0308306375022,Roger Haddad,L,173
0559925283228,Teres Lindberg,S,162
0903081277919,Helena Vilhelmsson,C,113
0121015874810,Torsten Elofsson,KD,18
0612837785809,Curt Linderoth,M,8
0246927519019,Karin Rågsjö,V,269
0235974887200,Susanne Eberstein,s,381
0499497337518,Ulrik Lindgren,KD,295
045666679112,Annelie Enochson ,KD,16
0752691002718,Pyry Niemi,S,117
0923797859612,Eva-Lena Gustavsson,S,13
0841422940412,Carina Grönhagen,S,10
012053331219,Anna Kinberg ,M,1
0926477102420,Cecilia Rönn,L,42
0744993950910,Anders Ygeman,S,362
0584506101017,Magnus Stuart,M,18
0383650546828,Aida Hadzialic,S,3
0963654118003,Solveig Hellquist,L,307
0928223863802,Berit Jóhannesson,V,388
0430865615328,Linda Lindberg,SD,54
0468765214727,Yasmine Posio Nilsson,V,13
0875221317013,Gunilla Carlsson i Hisings Backa,S,302
0264838147315,Catharina Bråkenhielm,S,474
0853813080501,Majléne Westerlund Panke ,S,2
0512645510895,Jonathan Svensson,S,47
0257313105220,Arber Gashi,S,34
0979278953316,Egon Frid,V,270
0810673119603,Marianne Carlström ,S,2
0817472556307,Thomas Julin ,MP,5
0583257327619,Kerstin Haglö,S,378
028536711718,Ingrid Burman ,V,9
0741187745315,Britta Rådström,S,157
0345062474310,Mona Olin,SD,46
0736867676621,Jimmy Loord,KD,5
0597915398712,Mona Jönsson,MP,190
0245113256029,Daniel Vencu Velasquez Castro,S,72
0257612529618,Kenneth G Forslund,S,229
0785143384002,Rolf Gunnarsson,M,484
0479638936816,Rolf Lindén,S,52
0199751900210,Annelie Karlsson,S,174
0996640018922,Yasmine Bladelius,S,49
0556854176401,Eva Arvidsson,s,301
071293048118,Thomas Ragnarsson,M,17
0476457225115,Pär Axel Sahlberg,s,37
0988383147219,Lars Eriksson,S,190
0105689536302,Eva Selin Lindgren,C,41
0340854285007,Laila Bjurling,S,174
0739780276601,Alf Svensson,KD,118
0537400268911,Caroline Helmersson-Olsson,S,104
0846171262302,Kjell Eldensjö ,KD,3
0403769921921,Tina Ghasemi Liljekvist,M,11
0882001830516,Carin Jämtin,S,29
0693341580004,Tony Wiklander,SD,78
0919433006307,Agneta Luttropp,MP,151
0427127522211,Lena Adelsohn Liljeroth,M,156
0821986001816,Torgny Danielsson ,S,3
0204494765606,Ann-Britt Åsebol,M,178
0870805820217,Göran Lindblad,m,267
0957631371811,Lars U Granberg,s,378
0794602231002,Åke Gustavsson,S,14
0548089226618,Mats Einarsson ,V,2
0358278412329,Björn Petersson,S,7
0906336297511,Marie Engström ,V,1
0538387395826,Mats Green,M,142
0567810897103,Lilian Virgin,S,121
0248492534018,Pia Trollehjelm,SD,8
0336920874106,Bertil Persson,M,124
0151848520718,Katja Larsson,S,1
0708565346310,Anne Ludvigsson,S,341
0332067570917,Berit Andnor,s,210
0368245926011,Conny Öhman ,S,1
0248883870202,Göran Montan,M,85
0905637653912,Kerstin Nilsson,S,165
0780214960516,Eva Lindh,S,222
0254161225015,Lars Wistedt,SD,6
0573136138218,Krister Örnfjäder ,S,3
042839539117,Alice Åström,V,852
0126797549328,Johan Forssell,M,106
0271495844814,Sonja Fransson,s,99
0766285636614,Kjell Nordström,S,43
0170630324419,Per Schöldberg,C,15
0284604377408,Jörgen Johansson,C,365
0874331493311,Helena Zakariasén,S,142
0222691314314,Ulf Kristersson ,M,2
0559652845303,Jarl Lander,S,99
0475092656901,Lennart Hedquist,M,191
0302393368216,Camilla Rinaldo Miller,KD,21
0183788551910,Åsa Torstensson,C,362
0393332254704,Inga Berggren,M,150
0225823431305,Stefan Hagfeldt ,M,10
0133767709317,Phia Andersson,S,356
0585684563812,Andreas Norlén,M,281
0148424181819,Ann-Christine Frohm,SD,25
0387358739126,Jonas Millard,SD,73
0190801883908,Britt-Marie Danestig ,V,3
0339894357417,Jennie Nilsson,S,420
0871076471012,Ann-Marie Fagerström,S,131
066769783310,Lotta Olsson,M,182
0271495844814,Sonja Fransson ,S,5
0346261747912,Helena Höij ,KD,9
0970607693429,Lage Rahm,MP,137
0270681733602,Inge Carlsson,S,14
0463667731519,Yvonne Oscarsson ,V,4
0401150407611,Eva Flyborg ,L,11
0512357753412,Britt Bohlin Olsson,S,11
0938901612810,Fredrik Reinfeldt ,M,24
0806172169007,Siw Persson ,L,7
0902172188709,Nils-Göran Holmqvist ,S,5
048970816012,Eva-Lena Jansson,S,510
0731442709013,Christer Nylander,L,614
039102787629,Oliver Rosengren,M,27
0834369509410,Ulf Grape,M,8
098412828516,Magdalena Andersson,S,137
0990007083418,Lars Ångström,MP,210
0616721755222,Louise Meijer,M,49
0362779191527,Erik Hellsborn,SD,31
041424287315,Jonas Ringqvist,V,77
0262411569110,Helene Odenjung,L,24
0873439293805,Jan Orrenius,KD,1
0549025722425,Amanda Agestav ,KD,4
0926214745119,Heléne Björklund,S,78
0695579897102,Ingvar Eriksson,M,128
0128805841317,Katarina Brännström,M,140
0149554070404,Birgitta Gidblom,S,18
0510486065729,Magdalena Streijffert,S,121
0567603564903,Viola Furubjelke,S,9
0519542449425,Fredrik Christensson,C,130
019430605328,Josefin Malmqvist,M,48
0144048894712,Ellen Juntti,M,85
049290762318,Clas-Göran Carlsson,S,104
0198917587520,Maj Karlsson,V,265
03856618629,Linda Arvidsson Wemmert,M,17
0113077554312,Raimo Pärssinen,S,399
0442073683012,Zara Leghissa,S,83
0599390849728,Jeff Ahl,SD,142
0190560012714,Pia Hallström,M,75
0185503778507,Birgitta Sellén,c,562
0251564185908,Kerstin Engle,S,572
0544752215503,Kenneth Kvist,V,65
0717363246311,Jessica Stegrud,SD,36
088327461512,Rolf K Nilsson,M,49
0699787174310,Lotta Nilsson Hedström,MP,20
0977860675311,Gunilla Carlsson,M,5
0227531635413,Lars Püss,M,79
042839539117,Alice Åström ,V,3
0228167770927,Maria Nilsson,L,32
0642224351118,Pål Jonson,M,74
0937012299307,Gun Hellsvik ,M,15
0973782197017,Mikael Oscarsson,KD,935
0788526088220,Emma Henriksson,KD,264
0537484650407,Bo Lundgren ,M,13
0515990253512,Yilmaz Kerimo,S,306
0173210620224,Said Abdu,L,230
0802546764724,Åsa Westlund,S,125
0754692641206,Marianne Andersson ,C,13
0223069839622,Robert Hannah,L,260
0125056691517,Lars-Axel Nordell,KD,317
0231938174010,Peter Jutterström,M,4
0603366539729,Malin Danielsson,L,44
0931369291903,Fanny Rizell,kd,160
0369212790927,Sofia Skönnbrink,S,67
