embedded_id_public_date,embedded_id_document_type,total
2011-05-17,prot,1
2011-09-07,f-lista,1
2010-11-24,fr,11
2016-02-10,utskottsmöte,1
2020-06-11,votering,5
2012-04-04,prop,4
2004-01-28,prop,1
2000-04-27,fr,7
2021-05-12,frs,65
2023-07-12,sfs,1
2026-02-10,prop,4
2022-12-07,rskr,5
2015-03-04,rskr,6
2009-02-09,kf-lista,1
2022-08-18,dir,1
2018-11-15,rir,1
2005-01-10,dir,1
2011-03-07,utskottsdokument,1
2020-04-21,bet,1
2020-01-23,utskottsmöte,22
2013-01-09,mot,46
2018-03-29,fr,18
2010-10-22,ip,1
2023-05-02,mot,5
2007-10-26,eunprot,1
2025-04-24,fr,7
2000-04-11,bet,4
2001-03-20,frs,4
2000-12-12,prot,1
2026-03-17,frs,2
2008-07-18,fr,15
2008-10-03,ip,4
2009-04-01,prop,1
2016-12-20,samtr,2
2022-02-04,samtr,1
2023-08-17,frs,4
2005-08-23,frs,3
2022-01-01,sou,28
2023-08-30,sou,2
2013-12-20,fpm,4
2008-03-12,votering,23
2001-12-20,dir,9
2019-07-24,sfs,1
2025-07-30,fr,3
2006-08-15,fr,12
2009-01-22,mot,2
2025-06-05,fr,3
2003-04-16,fr,5
2014-11-27,utskottsdokument,2
2022-06-08,mot,4
2015-10-15,frs,4
2012-05-09,rskr,9
2011-12-16,rir,1
2003-08-05,fr,2
2024-03-01,fr,4
2014-05-07,prot,1
2013-05-03,utskottsdokument,16
2012-05-16,bet,2
2010-11-17,utskottsdokument,8
2014-03-11,ip,3
2016-12-12,eunbil,1
2004-01-20,frs,1
2012-05-03,dir,2
2014-10-28,ip,5
2022-05-03,ip,1
2014-06-11,f-lista,1
2025-06-13,f-lista,1
2010-06-17,prot,1
2025-07-10,utskottsmöte,1
2012-02-29,frs,18
2009-08-30,utskottsmöte,1
2025-12-09,prop,6
2016-03-23,rskr,8
2022-04-22,mot,6
2017-09-22,ds,1
2006-11-13,fr,12
2020-12-17,dir,6
2017-11-09,utskottsmöte,7
2024-04-17,rskr,4
2021-06-15,yttr,1
2025-01-23,prop,1
2015-01-22,kammakt,2
2012-12-12,samtr,1
2020-05-19,prot,1
2023-12-15,bet,1
"",rfs,245
2014-12-20,fr,1
2024-02-06,kammakt,3
2000-04-28,frs,3
2014-05-06,prot,1
2014-01-15,bet,1
2006-12-11,prot,1
2007-10-22,utskottsmöte,10
2020-05-13,frs,21
2013-11-07,mot,5
2010-12-02,kammakt,9
2017-11-14,yttr,1
2005-02-28,ip,3
2006-01-16,frs,1
2019-06-14,ip,2
2015-01-27,mot,1
2014-03-17,fpm,2
2004-05-08,utskottsmöte,10
2015-05-20,kammakt,5
2021-04-30,kf-lista,2
2004-07-07,fr,7
2019-06-18,rskr,30
2026-03-18,votering,40
2005-03-21,mot,1
2021-06-10,samtr,3
2009-03-07,utskottsmöte,12
2020-09-08,kammakt,8
2016-03-29,prop,1
2025-04-04,f-lista,1
2003-06-13,fr,15
2001-10-23,frs,3
2013-12-05,rir,1
2017-10-18,ip,1
2013-06-24,ds,1
2008-06-16,rskr,11
2014-06-24,utskottsmöte,1
2021-07-26,frs,7
2009-01-21,frs,24
2021-09-17,mot,4
2022-12-19,utskottsmöte,2
2013-05-21,yttr,3
2023-05-25,ip,2
2015-05-19,ip,10
2016-06-01,fpm,1
2013-04-05,prop,10
2016-10-13,t-lista,1
2025-01-29,utskottsdokument,1
2023-02-24,eunprot,1
2008-11-26,f-lista,1
2001-12-04,frs,6
2013-03-11,ip,1
2001-06-29,fr,8
2016-04-25,utskottsmöte,1
2012-08-27,fr,2
2015-02-11,t-lista,1
2025-11-18,fr,5
2026-02-24,yttr,3
2011-06-17,eundok,2
2021-04-28,fr,34
2025-02-20,sou,1
2015-10-22,yttr,3
2012-04-05,f-lista,1
2020-12-07,f-lista,1
2008-11-13,f-lista,1
2010-03-11,f-lista,1
2003-10-30,votering,6
2010-01-15,f-lista,1
2008-09-11,dir,4
2008-04-14,t-lista,1
2007-09-26,mot,66
2015-06-25,prop,6
2012-05-23,samtr,1
2010-03-11,votering,12
2014-03-03,f-lista,1
2004-12-22,fr,11
2000-06-26,sou,7
2025-11-19,prot,2
2025-09-23,fr,1
2026-02-26,utskottsdokument,1
2015-04-30,ip,1
2018-03-16,utskottsmöte,1
2021-07-01,dir,3
2017-11-23,fr,14
2023-11-30,rskr,6
2019-09-19,yttr,1
2020-01-24,bet,4
2024-12-18,rskr,7
2020-03-23,yttr,1
2025-12-08,fr,3
2008-04-10,ip,4
2026-01-19,fr,5
2020-11-05,utskottsmöte,24
2023-04-26,fr,4
2023-01-10,eunbil,2
2019-05-22,prop,1
2011-02-01,f-lista,1
2019-01-31,ip,16
2005-11-30,fr,18
2024-05-23,samtr,2
2018-06-05,sou,1
2017-02-28,ds,1
2008-12-18,f-lista,1
2018-07-12,fr,1
2005-09-22,prot,1
2008-11-20,bet,4
2005-04-11,utskottsmöte,7
2011-11-16,utskottsdokument,1
2010-11-02,bilaga,1
2007-04-23,yttr,1
2018-03-19,fr,9
2023-03-29,fr,3
2008-04-03,prot,1
2009-09-03,prot,1
2009-08-27,fr,9
2000-09-14,dir,3
2018-03-14,mot,9
2001-10-11,mot,2
2026-03-05,f-lista,1
2019-09-24,dir,1
2014-12-22,frs,6
2026-02-25,f-lista,1
2020-11-30,sou,3
2017-04-20,skflista,2
2009-11-19,kf-lista,1
2014-05-22,utskottsmöte,11
2013-03-26,t-lista,1
2022-07-24,kammakt,25
2013-12-04,mot,23
2009-06-08,prot,1
2005-05-12,ip,3
2009-03-05,frs,2
2022-03-24,fr,3
2006-12-22,fr,27
2005-09-20,prot,1
2010-03-25,mot,4
2001-05-31,bet,2
2009-09-23,frs,12
2004-11-26,ip,2
2017-09-05,sou,1
2025-02-14,yttr,1
2020-11-05,mot,4
2020-01-07,kalakt,2
2011-11-17,bet,5
2025-11-27,bet,1
2025-06-25,kammakt,1
2008-03-13,prop,2
2018-04-12,fr,5
2025-12-04,dir,4
2011-02-01,prop,3
2019-11-04,sou,1
2020-06-03,votering,15
2018-06-27,frs,7
2009-04-09,ip,2
2015-05-27,frs,15
2001-06-07,frs,8
2004-10-01,fr,2
2010-08-11,sou,1
2009-11-17,fpm,1
2018-03-12,utskottsdokument,1
2016-02-16,ip,2
2025-04-08,sou,2
2005-01-01,frsrdg,1
2012-02-23,prot,1
2013-06-11,bet,8
2025-01-31,eunprot,1
2018-06-25,f-lista,1
2017-10-12,skflista,1
2011-02-09,ip,9
2017-01-12,fr,3
2005-10-19,f-lista,1
2005-09-23,utskottsdokument,3
2014-06-02,skrsam,15
2013-01-02,mot,6
2006-12-08,fr,22
2003-03-13,fr,9
2009-02-26,fr,6
2022-10-25,rir,1
2007-03-26,f-lista,1
2008-04-18,frsrdg,3
2006-01-31,ip,2
2011-09-28,mot,99
2008-11-20,prot,1
2007-02-09,eunbil,3
2024-02-12,ip,14
2009-06-09,utskottsdokument,3
2023-10-19,"",1
1900-01-01,yttr,477
2010-02-18,votering,19
2013-03-27,dir,3
2018-06-20,kammakt,9
2016-05-26,fr,10
2018-01-16,f-lista,1
2011-04-06,prop,3
2016-12-13,prop,3
2016-09-08,prot,1
2006-08-24,fr,2
2007-01-08,ip,1
2020-04-29,skflista,2
2007-11-01,mot,4
2012-02-22,frs,14
2023-12-21,ip,9
2000-05-03,fr,6
2009-12-17,dir,7
2000-05-29,fr,6
2025-01-07,prop,2
2013-01-28,utskottsmöte,11
2012-11-07,frs,9
2023-01-31,skflista,2
2020-11-10,utskottsdokument,2
2005-07-06,frs,6
2003-10-01,fr,2
2018-06-05,samtr,1
2023-06-20,prop,3
2017-04-05,votering,15
2007-05-28,prot,1
2021-04-06,mot,7
2004-07-12,fr,3
2000-04-11,prot,1
2024-08-19,fr,4
2013-02-26,utskottsdokument,2
2014-12-18,t-lista,1
2018-12-06,bet,1
2002-03-04,prop,2
2000-01-13,fr,7
2019-12-09,sou,3
2016-11-30,frs,19
2009-03-02,mot,2
2012-11-21,utskottsdokument,1
2011-11-10,bilaga,9
2011-03-03,yttr,1
2011-04-15,utskottsdokument,1
2019-02-28,rskr,3
2010-04-23,ds,1
2001-02-22,bet,1
2013-08-06,ip,2
2022-11-21,ip,4
2006-07-10,frs,1
2022-01-12,f-lista,1
2013-05-07,ip,2
2008-06-10,bet,2
2025-02-21,utskottsmöte,2
2008-09-23,utskottsdokument,2
2019-01-21,bet,10
2022-01-13,yttr,1
2014-03-25,kammakt,1
2022-06-09,votering,19
2022-05-03,prop,1
2021-01-28,f-lista,1
2011-05-23,prop,1
2010-04-28,mot,2
2004-08-16,frs,7
2011-04-06,mot,2
2009-03-19,votering,11
2019-10-23,f-lista,1
2011-10-31,bet,3
2025-09-16,komm,1
2018-03-01,utskottsmöte,5
2013-05-27,fr,3
2008-05-21,kammakt,10
2025-10-14,utskottsmöte,2
2007-10-26,utskottsdokument,1
2022-11-16,fr,1
2023-06-02,samtr,2
2019-03-12,kammakt,3
2015-06-12,bet,2
2011-01-26,kammakt,8
2016-12-07,f-lista,1
2008-04-09,prot,1
2012-03-27,t-lista,1
2009-04-15,prot,1
2022-05-19,kf-lista,1
2014-01-03,samtr,2
2015-02-04,fr,3
2018-04-20,fr,7
2023-11-22,bet,4
2013-04-24,t-lista,1
2012-07-12,eundok,1
2022-11-17,rskr,8
2018-03-02,fr,7
2003-11-12,frs,34
2007-03-16,bet,2
2011-10-19,ip,2
2017-12-12,rir,1
2016-04-21,prop,2
2005-05-25,fr,12
2019-06-13,fr,14
2025-03-13,utskottsmöte,12
2023-10-19,prot,1
2016-10-31,frs,2
2021-09-23,fr,14
2018-01-01,sou,2
2016-12-15,rir,1
2013-12-09,bet,2
2025-02-17,utskottsmöte,21
2017-05-16,utskottsmöte,14
2009-12-15,rskr,17
2022-02-24,ip,6
2005-11-09,prot,1
2015-01-31,kammakt,3
2010-03-20,utskottsmöte,7
2011-09-15,prop,1
2019-05-20,yttr,1
2000-12-19,frs,3
2013-04-22,utskottsmöte,13
2025-04-04,utskottsdokument,2
2004-09-27,utskottsmöte,2
2019-10-03,samtr,2
2003-11-12,ip,4
2000-03-14,prot,1
2022-12-20,ip,5
2012-10-02,mot,189
2014-03-10,bet,2
2016-10-20,frs,1
2002-02-07,frs,5
2012-02-14,yttr,1
2005-02-10,fr,13
2010-05-06,ip,7
2010-10-06,prot,1
2023-05-26,f-lista,1
2024-03-15,rfr,1
2022-01-01,ds,8
2015-04-10,utskottsmöte,1
2006-05-11,prot,1
2008-04-23,fr,15
2021-11-02,dir,1
2017-04-11,prop,5
2019-10-23,yttr,2
2008-05-13,fr,15
2021-11-08,utskottsdokument,1
2023-06-12,ip,5
2015-12-14,utskottsdokument,1
2018-05-14,kammakt,1
2000-05-17,frs,3
2015-03-16,prop,4
2024-10-03,utskottsmöte,21
2002-02-06,prop,1
2017-06-21,fr,21
2025-12-03,ip,3
2026-03-19,f-lista,1
2025-06-10,skflista,2
2023-09-28,dir,3
2025-11-07,ds,1
2020-08-31,bet,1
2013-12-04,utskottsdokument,9
2025-10-28,sfs,2
2009-08-19,dir,1
2023-06-07,rskr,8
2023-11-09,prot,1
2009-10-05,fr,3
2023-06-19,f-lista,1
2024-03-06,frs,24
2012-11-19,mot,1
2020-06-23,t-lista,1
2008-01-16,kammakt,1
2018-05-22,ip,2
2003-08-05,frs,1
2016-09-28,t-lista,1
2017-06-27,bet,3
2026-01-15,sfs,21
2004-01-21,fr,16
2024-04-11,skflista,4
2014-01-01,samtr,1
2019-04-17,rir,1
2025-10-30,skflista,3
2023-11-16,utskottsdokument,1
2020-12-18,frs,2
2018-05-16,f-lista,1
2012-03-29,prop,2
2012-09-19,votering,1
2005-04-04,prop,4
2004-11-12,mot,8
2024-07-08,"",1
2013-11-20,rskr,6
2011-01-01,fr,3
2016-03-08,fr,16
2017-09-27,t-lista,1
2010-01-18,eunprot,4
2012-11-16,bet,3
2025-03-25,bet,4
2017-02-16,kammakt,6
2020-10-22,prot,1
2007-02-02,utskottsdokument,2
2015-10-02,prot,1
2024-04-19,prot,2
2019-06-24,bet,1
2015-01-21,t-lista,1
2010-04-07,prot,1
2019-07-11,fr,2
2020-02-12,t-lista,1
2020-12-16,fr,46
2022-03-09,frsrdg,1
2016-09-16,fr,4
2004-01-22,prop,2
2015-02-05,bet,1
2019-11-29,utskottsdokument,1
2010-07-01,dir,2
2017-05-16,skflista,1
2025-02-10,sou,1
2008-03-26,t-lista,1
2019-01-25,kalakt,2
2025-04-30,dir,4
2006-06-05,utskottsmöte,1
2020-11-19,prop,1
2014-04-09,ip,1
2018-05-28,kammakt,1
2025-10-02,ip,6
2024-05-29,rskr,19
2021-11-18,rskr,4
2011-01-22,utskottsmöte,10
2005-06-08,fr,12
2023-06-13,fr,8
2008-02-11,fpm,2
2025-01-21,skflista,2
2014-11-20,ip,5
2025-09-18,fr,6
2018-11-12,prot,1
2005-05-09,frs,7
2023-10-18,f-lista,1
2012-03-08,dir,1
2005-04-19,utskottsdokument,3
2010-02-08,f-lista,1
2014-05-13,prop,1
2021-10-14,f-lista,1
2004-07-19,frs,1
2015-12-01,mot,1
2025-12-11,kammakt,5
2020-03-19,kammakt,8
2016-09-14,samtr,1
2019-12-09,ip,4
2016-10-26,samtr,1
2009-11-17,frs,1
2001-07-05,dir,1
2011-08-19,frs,1
2021-01-18,bet,11
2022-03-15,ip,2
2009-05-22,yttr,3
2023-06-07,frs,30
2024-12-11,votering,12
2014-02-12,fr,5
2011-11-28,fr,6
2023-04-12,votering,23
2019-12-19,rskr,1
2010-10-13,sou,1
2007-02-21,frs,38
2021-01-01,ds,4
2009-02-13,eundok,1
2003-12-11,dir,9
2009-03-09,utskottsmöte,9
2007-11-30,t-lista,1
2023-04-28,mot,1
2015-11-30,utskottsmöte,1
2014-04-02,votering,30
2016-05-17,t-lista,1
2019-03-12,skflista,2
2019-02-27,rskr,9
2016-10-27,utskottsdokument,1
2008-09-30,mot,109
2014-12-12,f-lista,1
2021-05-27,fr,6
2014-06-10,prop,1
2013-01-23,eunbil,1
2016-07-25,ip,1
2023-01-26,utskottsdokument,2
2020-10-23,prop,1
2006-03-30,fr,17
2025-03-21,utskottsmöte,6
2012-04-24,prop,1
2012-02-20,prop,2
2022-04-25,ip,1
2024-02-13,kammakt,2
2017-04-26,rskr,10
2020-10-30,fr,3
2012-06-14,prop,1
2024-01-26,utskottsdokument,1
2025-09-10,mot,32
2025-02-13,ip,2
2018-11-27,f-lista,1
2022-10-17,skflista,2
2013-09-10,prop,1
2009-06-09,ds,1
2016-09-20,kammakt,1
2018-11-08,utskottsmöte,18
2007-08-29,frs,3
2013-11-15,utskottsdokument,1
2024-06-24,kammakt,3
2018-12-17,prop,1
2018-11-07,kammakt,4
2012-11-06,ip,6
2008-03-05,bet,5
2024-02-15,samtr,2
2017-01-01,yttr,2
2007-04-03,fr,15
2018-11-07,prop,1
2014-11-28,f-lista,1
2017-02-24,ip,6
2008-10-01,prop,2
2011-02-02,f-lista,1
2024-06-13,t-lista,1
2008-06-16,kf-lista,1
2021-03-10,bet,1
2016-02-09,frs,3
2009-03-04,bet,3
2007-02-27,utskottsdokument,7
2018-06-19,fr,4
2009-10-15,frs,6
2016-03-17,utskottsmöte,10
2010-09-21,frs,3
2017-10-11,sou,1
2016-10-10,ip,3
2009-06-03,bet,6
2016-02-11,kammakt,1
2012-11-05,prot,1
2007-01-25,utskottsdokument,9
2000-03-30,frs,10
2016-02-11,sfs,58
2008-01-29,utskottsdokument,4
2017-04-04,skflista,1
2014-04-02,mot,11
2011-06-14,frs,4
2009-09-14,sou,1
2026-01-20,prot,1
2005-10-06,ip,2
2010-10-13,fr,6
2005-02-23,frs,46
2016-03-03,samtr,1
2007-09-27,mot,71
2021-06-17,frs,1
2013-11-04,mot,10
2016-09-13,utskottsmöte,6
2013-10-09,fr,3
2015-06-18,kf-lista,1
2010-03-30,fr,6
2014-11-27,fr,6
2014-02-06,bet,1
2012-04-24,f-lista,1
2006-03-27,utskottsmöte,10
2007-11-22,dir,6
2017-08-16,ip,3
2002-05-14,prop,1
2020-12-02,ip,1
2021-09-29,frs,22
2018-10-24,f-lista,1
2010-10-19,utskottsdokument,3
2013-03-13,mot,3
2001-12-09,utskottsmöte,3
2005-04-05,utskottsdokument,1
2011-01-18,prot,1
2023-07-05,frs,8
2019-01-01,bet,3
2022-04-20,votering,42
2013-11-06,bet,2
2008-03-13,ip,13
2020-04-23,eunprot,1
2010-09-01,frs,2
2011-03-02,utskottsdokument,2
2021-11-23,t-lista,1
2014-04-28,ip,2
2015-04-01,utskottsmöte,7
2011-02-15,ip,1
2020-10-19,yttr,1
2000-03-22,ip,2
2016-01-18,bet,9
2007-09-28,ip,1
2007-11-01,ip,6
2016-08-03,frs,4
2012-09-15,skflista,1
2008-12-12,eundok,2
2012-10-23,ip,1
2010-05-26,mot,1
2014-12-04,utskottsmöte,13
2025-10-07,frs,4
2017-05-26,utskottsmöte,1
2017-06-01,rskr,3
2006-03-07,t-lista,1
2005-11-10,f-lista,1
2016-12-13,fr,2
2021-01-15,ds,1
2020-04-27,fr,7
2013-02-24,rfr,1
2018-08-30,frs,6
2012-06-15,utskottsdokument,5
2010-12-21,fpm,1
2002-05-13,prot,1
2022-07-23,kammakt,29
2024-11-25,prot,1
2017-01-19,ip,2
2015-07-10,fr,2
2020-12-10,rskr,5
2009-11-13,ip,1
2022-03-31,mot,2
2004-01-30,fr,15
2007-05-29,eunbil,10
2021-09-23,ip,2
2001-09-05,frs,2
2019-05-20,ip,3
2020-01-29,votering,9
2002-02-25,ip,1
2020-01-16,ip,6
2016-06-27,prop,1
2007-04-25,frs,15
2008-06-18,votering,18
2010-06-09,prot,1
2026-03-03,mot,2
2026-03-03,prop,7
2001-11-22,ds,5
2008-08-21,dir,1
2019-06-13,bet,3
2008-10-14,t-lista,1
2021-10-20,frs,47
2022-11-29,kammakt,1
2013-03-20,fr,7
2022-11-08,skflista,2
2020-01-24,fr,10
2004-06-02,prot,1
2020-11-09,utskottsmöte,2
2017-12-19,ip,1
2015-09-14,fr,1
2013-10-03,kammakt,1
2008-11-11,prop,1
2002-10-11,fr,3
2003-12-29,prop,1
2011-04-04,frs,4
2002-10-08,prop,3
2001-08-29,frs,4
2014-03-20,bet,7
2015-01-30,bet,3
2007-11-28,prot,1
2010-03-17,fr,5
2024-12-06,prot,2
2015-11-13,mot,4
2004-09-06,fr,1
2025-07-01,fr,1
2019-12-16,fr,14
2016-11-07,frs,8
2016-09-22,mot,2
2018-12-19,kammakt,2
2020-04-23,prot,1
2015-03-18,mot,1
2024-01-11,ip,3
2015-01-23,ds,1
2021-01-12,frs,7
2024-07-05,mot,1
2018-10-17,kammakt,2
2007-10-24,prot,1
2022-06-03,frsrdg,1
2015-03-27,prop,1
2021-03-17,f-lista,1
2012-12-04,prot,1
2015-12-01,sou,1
2011-11-22,f-lista,1
2014-12-11,fr,3
2002-03-27,dir,3
2006-11-15,f-lista,1
2013-03-27,utskottsdokument,6
2001-06-18,prot,1
2020-12-14,bet,4
2025-09-11,utskottsmöte,52
2013-03-08,fr,1
2007-11-27,frs,1
2003-06-03,prot,1
2010-04-28,frs,13
2022-10-13,utskottsmöte,20
2025-06-18,ds,1
2015-03-16,ip,4
2009-09-21,prop,5
2022-03-15,prop,8
2011-11-25,bet,1
2024-09-10,uttag,1
2011-04-25,utskottsmöte,11
2013-02-15,frs,1
2006-04-11,ip,3
2020-10-21,kammakt,8
2016-10-20,f-lista,1
2004-05-26,prot,1
2020-06-05,f-lista,1
2018-04-18,t-lista,1
2009-04-01,eunprot,1
2013-07-24,fr,5
2023-09-19,utskottsdokument,1
2022-02-08,prop,2
2022-06-02,rskr,4
2006-04-04,ip,1
2004-09-30,prop,1
2021-04-21,rskr,7
2013-05-17,bet,4
2006-01-03,utskottsdokument,9
2003-03-19,prot,1
2013-03-07,prot,1
2014-12-01,bet,13
2016-11-04,fr,2
2000-03-02,frs,17
2018-01-17,utskottsdokument,1
2022-02-21,yttr,1
2025-05-28,f-lista,1
2023-10-06,kammakt,1
2001-07-10,fr,3
2009-07-20,prop,1
2004-11-29,utskottsdokument,1
2005-08-03,frs,6
2013-05-31,eundok,1
2009-03-03,sou,1
2000-11-15,prot,1
2005-04-14,prop,6
2013-04-04,dir,1
2019-06-17,t-lista,1
2017-03-28,prot,1
2024-07-02,eunprot,1
2001-11-26,sou,1
2017-03-09,utskottsmöte,7
2019-06-04,frs,2
2018-05-17,dir,2
2020-06-29,kammakt,1
2009-04-02,kammakt,8
2010-11-10,ip,5
2007-03-19,utskottsmöte,9
2022-10-30,bet,1
2021-11-18,kammakt,4
2016-05-02,fr,3
2025-04-03,kammakt,1
2020-11-10,f-lista,1
2011-06-01,fr,7
2026-03-03,skflista,2
2012-06-25,prot,1
2011-10-19,frs,11
2022-12-08,"",1
2015-11-19,kammakt,3
2013-05-29,eunbil,1
2000-01-11,fr,2
2010-04-28,fr,9
2024-06-05,sfs,3
2009-04-27,eunprot,1
2000-11-20,fr,5
2010-04-13,frs,4
2025-02-26,kalakt,3
2007-05-16,prot,1
2017-01-04,fr,7
2014-06-25,fr,6
2022-03-24,bet,3
2015-07-10,eunbil,2
2014-02-04,skflista,1
2012-04-30,f-lista,1
2008-10-16,mot,4
2012-06-07,fr,6
2017-06-01,votering,2
2020-06-26,ds,1
2020-10-08,dir,1
2017-05-05,fr,7
2022-06-16,rskr,10
2013-10-03,rskr,7
2004-02-12,prot,1
