person_id,first_name,last_name,party,status,born_year,career_start_date,career_end_date,first_activity_year,last_activity_year,total_career_days,total_career_years,age_at_career_start,age_at_career_end,election_cycles_active,total_votes_cast,total_assignments,is_currently_active,avg_votes_per_year,avg_assignments_per_year,career_continuity_score,longevity_category,activity_level,continuity_pattern,career_life_stage,retention_risk
0465588741605,Leif,Olsson,FP,Tidigare riksdagsledamot,1932,1985-09-30,1991-09-30,1985,1991,2191,6.0,53,59,0,0,5,f,0.0,0.83,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0441733186214,Osama,Ali Maher,M,Tidigare ersättare,1968,2006-10-06,2007-12-09,2006,2007,429,1.2,38,39,1,63,3,f,53.6,2.55,100.0,NEWCOMER_UNDER_2,LOW_ACTIVITY,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0360160202728,Emma,Ahlström Köster,M,Tjänstgörande riksdagsledamot,1987,2020-12-29,2026-09-21,2020,2026,2092,5.7,33,39,3,1599,7,t,279.2,1.22,150.0,MID_CAREER_5_10,ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0816380242014,Anders,Berglöv,S,Tidigare ersättare,1961,1998-10-05,2002-09-30,1998,2002,1456,4.0,37,41,0,0,3,f,0.0,0.75,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0355822136816,Lotta,Jonsson,KD,Tidigare ersättare,1966,2007-01-01,2007-12-05,2007,2007,338,0.9,41,41,1,98,6,f,105.9,6.48,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0919433006307,Agneta,Luttropp,MP,Tidigare riksdagsledamot,1945,2010-10-04,2014-09-29,2010,2014,1456,4.0,65,69,2,1775,5,f,445.3,1.25,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0658894113791,Filip,Fridolfsson,M,Tidigare riksdagsledamot,1923,1979-11-05,1994-10-03,1979,1994,5446,14.9,56,71,0,0,9,f,0.0,0.60,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0413418300203,Lars,Ulander,S,Avliden  2020-07-15,1934,1979-10-01,1994-10-03,1979,1994,5481,15.0,45,60,0,0,8,f,0.0,0.53,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
010392780417,Marie,Olsson,S,Tjänstgörande riksdagsledamot,1967,2017-04-01,2026-09-28,2017,2026,3467,9.5,50,59,4,1345,6,t,141.7,0.63,133.3,MID_CAREER_5_10,MODERATE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0745594497101,Lars-Ivar,Ericson,C,Avliden  2025-06-17,1948,2002-09-30,2009-01-31,2002,2009,2315,6.3,54,61,2,2604,7,f,410.8,1.10,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0601901584501,Margó,Ingvardsson,V,Tidigare riksdagsledamot,1941,1983-10-04,1991-09-30,1983,1991,2918,8.0,42,50,0,0,5,f,0.0,0.63,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0502688311316,Anna,Vikström,S,Tjänstgörande riksdagsledamot,1957,2015-11-01,2026-10-31,2015,2026,4017,11.0,58,69,4,3899,37,t,354.5,3.36,133.3,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,SENIOR_ACTIVE,LOW_RISK
0582811195313,Tina,Acketoft,L,Tidigare riksdagsledamot,1966,2002-09-30,2022-09-26,2002,2022,7301,20.0,36,56,6,8580,44,f,429.2,2.20,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0567842515701,Monica,Öhman,S,Tidigare riksdagsledamot,1943,1985-09-30,2002-06-15,1985,2002,6102,16.7,42,59,0,0,22,f,0.0,1.32,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0315499690028,Teresa,Carvalho,S,Tjänstgörande riksdagsledamot,1984,2014-09-29,2026-09-28,2014,2026,4382,12.0,30,42,4,4482,30,t,373.6,2.50,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0887553712102,Roland,Lében,KD,Tidigare riksdagsledamot,1946,1991-09-30,1994-10-03,1991,1994,1099,3.0,45,48,0,0,3,f,0.0,1.00,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0937012299307,Gun,Hellsvik,M,Avliden  2016-11-14,1942,1991-10-04,2014-10-14,1991,2014,8411,23.0,49,72,0,0,16,f,0.0,0.69,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0771794334400,Marianne,Nilsson,S,Tidigare riksdagsledamot,1948,1994-10-03,2002-09-30,1994,2002,2919,8.0,46,54,0,0,13,f,0.0,1.63,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0750518623913,Lotta,Finstorp,M,Tidigare riksdagsledamot,1958,2010-10-04,2021-01-31,2010,2021,3772,10.3,52,63,3,4448,32,f,430.7,3.10,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0937372967816,Hanna,Broberg,M,Tidigare ersättare,1967,2001-01-16,2001-02-16,2001,2001,31,0.1,34,34,0,0,2,f,0.0,23.56,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0430662617406,Jan,Hyttring,C,Avliden  2020-01-04,1942,1983-10-04,1991-09-30,1983,1991,2918,8.0,41,49,0,0,5,f,0.0,0.63,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0191316991613,Christer,Eriksson,C,Tidigare riksdagsledamot,1954,2009-12-18,2010-10-04,2010,2010,290,0.8,55,56,2,78,9,f,98.2,11.34,200.0,NEWCOMER_UNDER_2,LOW_ACTIVITY,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0590020362617,Cecilia,Brinck,M,Tidigare ersättare,1962,2010-10-05,2014-09-29,2010,2014,1455,4.0,48,52,2,1775,7,f,445.6,1.76,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0200943027702,Rosa-Lill,Wåhlstedt,S,Avliden  1991-05-26,1946,1988-10-03,1991-05-26,1988,1991,965,2.6,42,45,0,0,3,f,0.0,1.14,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0731809135516,Carina,Adolfsson Elgestam,S,Tidigare riksdagsledamot,1959,1998-10-05,2016-03-16,1998,2016,6372,17.4,39,57,4,4918,18,f,281.9,1.03,80.0,LONG_SERVICE_15_20,ACTIVE,MOSTLY_CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0954072997110,Carl,Schlyter,MP,Tidigare riksdagsledamot,1968,2004-07-20,2018-09-24,2004,2018,5179,14.2,36,50,2,1746,7,f,123.1,0.49,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0543481046604,Bo,Forslund,S,Tidigare riksdagsledamot,1939,1976-10-04,1994-10-03,1976,1994,6573,18.0,37,55,0,0,9,f,0.0,0.50,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0344762184207,Sten,Heckscher,S,Tidigare näringsminister,1942,1994-10-07,1996-02-05,1994,1996,486,1.3,52,54,0,0,1,f,0.0,0.75,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0409540163215,Hans,Rothenberg,M,Tidigare riksdagsledamot,1961,2006-10-02,2022-09-26,2006,2022,5838,16.0,45,61,5,6884,42,f,430.7,2.63,100.0,LONG_SERVICE_15_20,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0316979049321,Karl,Längberg,S,Tidigare ersättare,1985,2018-03-08,2018-09-24,2018,2018,200,0.5,33,33,1,358,3,f,653.8,5.48,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0890727249707,Lennart,Levi,C,Avliden  2024-02-18,1930,2006-10-02,2010-10-04,2006,2010,1463,4.0,76,80,2,1284,3,f,320.6,0.75,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0437269990517,Anna,Steele,FP,Tidigare ersättare,1959,2010-10-06,2014-09-29,2010,2014,1454,4.0,51,55,2,1775,7,f,445.9,1.76,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0721509806321,Nooshi,Dadgostar,V,Tjänstgörande riksdagsledamot,1985,2014-09-29,2026-10-13,2014,2026,4397,12.0,29,41,4,5019,31,t,416.9,2.58,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
067992138910,Peter,Jeppsson,S,Tidigare riksdagsledamot,1968,2006-10-02,2018-09-24,2006,2018,4375,12.0,38,50,4,4805,38,f,401.1,3.17,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0150538503507,Wivi-Anne,Cederqvist,S,Tidigare riksdagsledamot,1932,1976-10-04,1988-10-03,1976,1988,4382,12.0,44,56,0,0,4,f,0.0,0.33,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0972721265901,Karl-Erik,Persson,V,Tidigare riksdagsledamot,1941,1985-09-30,1998-10-05,1985,1998,4753,13.0,44,57,0,0,14,f,0.0,1.08,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0231923542904,Per,Sundgren,V,Tidigare ersättare,1944,1997-09-06,1997-10-07,1997,1997,31,0.1,53,53,0,0,2,f,0.0,23.56,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0435740736429,Hampus,Hagman,KD,Tidigare riksdagsledamot,1987,2018-09-24,2022-09-26,2018,2022,1463,4.0,31,35,2,2079,19,f,519.0,4.74,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0480182220803,Lennart,Bolander,M,Tidigare riksdagsledamot,1944,2002-01-14,2002-09-30,2002,2002,259,0.7,58,58,0,0,3,f,0.0,4.23,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0992508932009,Kjell,Johansson,FP,Tidigare riksdagsledamot,1933,1982-10-04,1994-10-03,1982,1994,4382,12.0,49,61,0,0,6,f,0.0,0.50,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0604459858621,Emilia,Töyrä,S,Tidigare riksdagsledamot,1985,2014-09-29,2022-09-26,2014,2022,2919,8.0,29,37,3,3026,39,f,378.6,4.88,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0544046588414,Jan-Olof,Larsson,S,Tidigare riksdagsledamot,1951,2001-12-12,2017-01-09,2001,2017,5507,15.1,50,66,4,5712,20,f,378.8,1.33,80.0,LONG_SERVICE_15_20,VERY_ACTIVE,MOSTLY_CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0742883909221,John,E Weinerhall,M,Tjänstgörande riksdagsledamot,1995,2018-09-24,2026-10-31,2018,2026,2959,8.1,23,31,3,3373,31,t,416.4,3.83,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EARLY_CAREER_ACTIVE,LOW_RISK
0356767744510,Maud,Olofsson,C,Tidigare riksdagsledamot,1955,2001-03-19,2011-09-30,2001,2011,3847,10.5,46,56,2,1859,12,f,176.5,1.14,66.7,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0803790353229,Azra,Muranovic,S,Tjänstgörande riksdagsledamot,1987,2022-09-26,2026-09-28,2022,2026,1463,4.0,35,39,2,941,5,t,234.9,1.25,100.0,JUNIOR_2_5,ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0791649913415,Stefan,Nilsson,MP,Tidigare ersättare,1959,2014-10-03,2018-09-24,2014,2018,1452,4.0,55,59,2,1746,6,f,439.2,1.51,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0396368639900,Marianne,Jönsson,C,Tidigare riksdagsledamot,1933,1986-11-11,2002-01-18,1986,2002,5547,15.2,53,69,0,0,9,f,0.0,0.59,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0627371646324,William,Petzäll,-,Avliden  2012-09-01,1988,2010-10-04,2012-09-01,2010,2012,698,1.9,22,24,1,838,17,f,438.5,8.90,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0928223863802,Berit,Jóhannesson,V,Tidigare riksdagsledamot,1946,1998-10-05,2006-10-02,1998,2006,2919,8.0,52,60,2,1859,22,f,232.6,2.75,66.7,MID_CAREER_5_10,ACTIVE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0361964723211,Tomas,Agenberg,S,Tidigare ersättare,1973,2004-10-19,2005-04-10,2004,2005,173,0.5,31,32,1,251,2,f,529.9,4.22,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0301673230606,Kersti,Gylling,"",Tidigare ersättare,1944,1986-11-13,1986-12-12,1986,1986,29,0.1,42,42,0,0,1,f,0.0,12.59,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0938171000810,Annette,Rydell,S,Tillgänglig ersättare,1965,2022-10-05,2023-07-31,2022,2023,299,0.8,57,58,1,375,4,f,458.1,4.89,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0962410717322,Sultan,Kayhan,S,Tillgänglig ersättare,1988,2017-03-02,2022-10-18,2017,2022,2056,5.6,29,34,3,2966,30,f,526.9,5.33,150.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0852475703226,Lorena,Delgado Varas,-,Tjänstgörande riksdagsledamot,1974,2018-09-24,2026-09-28,2018,2026,2926,8.0,44,52,3,3373,30,t,421.0,3.74,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0719430958705,Inga-Britt,Johansson,S,Tidigare riksdagsledamot,1937,1980-11-20,1998-12-01,1980,1998,6585,18.0,43,61,0,0,30,f,0.0,1.66,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0192918410514,Gunilla,Nordgren,M,Tidigare riksdagsledamot,1956,2010-10-04,2018-09-24,2010,2018,2912,8.0,54,62,3,3521,10,f,441.6,1.25,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0267143098400,Claes,Roxbergh,MP,Tidigare riksdagsledamot,1945,1988-10-03,2006-10-02,1988,2006,6573,18.0,43,61,2,1859,16,f,103.3,0.89,40.0,LONG_SERVICE_15_20,MODERATE,SPORADIC,RETIRED_MATURE,NOT_ACTIVE
0464765884818,Bengt-Göran,Hansson,S,Tidigare riksdagsledamot,1950,2000-01-26,2000-04-20,2000,2000,85,0.2,50,50,0,0,1,f,0.0,4.30,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0911916463828,Fredrik,Lundh Sammeli,S,Tjänstgörande riksdagsledamot,1977,2006-10-02,2026-10-13,2006,2026,7316,20.0,29,49,6,7602,41,t,379.5,2.05,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0929270135300,Carl G,Nilsson,M,Tidigare riksdagsledamot,1938,1988-10-03,2002-10-08,1988,2002,5118,14.0,50,64,0,0,14,f,0.0,1.00,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0962261029919,Annica,Hjerling,MP,Tidigare ersättare,1965,2018-09-24,2019-01-21,2018,2019,119,0.3,53,54,1,49,6,f,150.4,18.42,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0740062037201,Lars,Petersson,C,Tidigare ersättare,1943,1992-11-16,1992-12-18,1992,1992,32,0.1,49,49,0,0,3,f,0.0,34.24,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0556755096938,Axel,Hallberg,MP,Tidigare ersättare,1999,2021-09-20,2022-05-19,2021,2022,241,0.7,22,23,2,501,14,f,759.3,21.22,200.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0512009811316,Lena,Malm,S,Tjänstgörande ersättare,1959,2026-02-02,2026-06-22,2026,2026,140,0.4,67,67,1,19,4,t,49.6,10.44,100.0,NEWCOMER_UNDER_2,MINIMAL,CONTINUOUS,SENIOR_ACTIVE,EARLY_EXIT_RISK
0902172188709,Nils-Göran,Holmqvist,S,Tidigare riksdagsledamot,1943,1994-10-03,2006-10-02,1994,2006,4382,12.0,51,63,2,1859,12,f,155.0,1.00,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0987448696517,Anna,Lindh,S,Avliden  2003-09-11,1957,1982-10-08,2003-09-11,1982,2003,7643,20.9,25,46,0,0,5,f,0.0,0.24,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0721657655513,Finn,Bengtsson,M,Tidigare riksdagsledamot,1956,2006-10-06,2018-09-24,2006,2018,4371,12.0,50,62,4,4805,16,f,401.5,1.34,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
098412828516,Magdalena,Andersson,S,Tjänstgörande riksdagsledamot,1967,2014-09-29,2026-10-13,2014,2026,4397,12.0,47,59,2,1294,15,t,107.5,1.25,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,MATURE_ACTIVE,MODERATE_ATTRITION_RISK
0293624556396,Evert,Hedberg,S,Tidigare riksdagsledamot,1922,1976-10-04,1988-10-03,1976,1988,4382,12.0,54,66,0,0,4,f,0.0,0.33,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0920776498515,Ulf,Melin,M,Tidigare riksdagsledamot,1952,1988-10-04,2000-12-01,1988,2000,4441,12.2,36,48,0,0,11,f,0.0,0.90,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0435526123410,Ulla,Wester,S,Tidigare riksdagsledamot,1953,1994-10-03,2006-10-02,1994,2006,4382,12.0,41,53,2,1859,11,f,155.0,0.92,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
012481285121,Amne,Ali,S,Tidigare ersättare,1990,2018-03-01,2018-05-31,2018,2018,91,0.2,28,28,1,327,3,f,1312.5,12.04,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0444616389415,Mats,Johansson,M,Avliden  2017-06-24,1951,2006-10-02,2014-09-29,2006,2014,2919,8.0,55,63,3,3059,16,f,382.8,2.00,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0950559490627,Marie,Wickberg,C,Tidigare ersättare,1984,2011-05-06,2012-03-04,2011,2012,303,0.8,27,28,1,166,8,f,200.1,9.64,100.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0973474532717,Ibrahim,Baylan,S,Tidigare riksdagsledamot,1972,2004-11-01,2022-06-28,2004,2022,6448,17.7,32,50,5,3411,30,f,193.2,1.70,100.0,LONG_SERVICE_15_20,MODERATE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0387230530213,Crister,Carlsson,M,Tjänstgörande statsrådsersättare,1963,2022-10-18,2026-09-21,2022,2026,1434,3.9,59,63,2,1294,3,t,329.6,0.76,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0547805254924,Jessica,Thunander,V,Tidigare riksdagsledamot,1973,2018-09-24,2022-09-26,2018,2022,1463,4.0,45,49,2,2079,17,f,519.0,4.24,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0993294767708,Lennart,Beijer,V,Tidigare riksdagsledamot,1947,1994-10-03,2006-10-02,1994,2006,4382,12.0,47,59,2,1859,8,f,155.0,0.67,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0481460392727,Jessica,Wetterling,V,Tjänstgörande riksdagsledamot,1986,2018-09-24,2027-03-23,2018,2027,3102,8.5,32,41,3,3373,25,t,397.2,2.94,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0551169456620,Gabriel,Wikström,S,Tidigare riksdagsledamot,1985,2014-10-03,2018-03-21,2014,2018,1265,3.5,29,33,1,23,3,f,6.6,0.87,50.0,JUNIOR_2_5,MINIMAL,INTERMITTENT,EXITED_EARLY,NOT_ACTIVE
0709911904721,Johanna,Rantsi,M,Tjänstgörande riksdagsledamot,1990,2019-02-18,2026-09-28,2019,2026,2779,7.6,29,36,3,1495,7,t,196.5,0.92,150.0,MID_CAREER_5_10,MODERATE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0758217192418,Sven Gunnar,Persson,KD,Tidigare riksdagsledamot,1955,2002-09-30,2008-12-31,2002,2008,2284,6.3,47,53,2,2593,6,f,414.7,0.96,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0393108743200,Hadar,Cars,FP,Tidigare riksdagsledamot,1933,1980-09-01,1998-10-04,1980,1998,6607,18.1,47,65,0,0,24,f,0.0,1.33,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0202577142527,Matheus,Enholm,SD,Tjänstgörande riksdagsledamot,1979,2018-09-24,2026-12-31,2018,2026,3020,8.3,39,47,3,3373,35,t,407.9,4.23,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0615175917521,Kent,Kumpula,SD,Tjänstgörande riksdagsledamot,1975,2024-04-01,2026-09-28,2024,2026,910,2.5,49,51,2,753,6,t,302.2,2.41,200.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0156214148697,Rolf,Clarkson,M,Tidigare riksdagsledamot,1923,1976-10-04,1994-10-03,1976,1994,6573,18.0,53,71,0,0,7,f,0.0,0.39,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0244345953026,Peter,Danielsson,M,Tidigare riksdagsledamot,1974,2002-09-30,2006-11-08,2002,2006,1500,4.1,28,32,2,1859,7,f,452.7,1.70,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0123927542506,Karl-Erik,Svartberg,S,Tidigare riksdagsledamot,1930,1976-10-04,2005-03-16,1976,2005,10390,28.4,46,75,0,0,20,f,0.0,0.70,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0110548017702,Mona,Saint Cyr,M,Tidigare riksdagsledamot,1934,1986-10-07,1994-10-03,1986,1994,2918,8.0,52,60,0,0,12,f,0.0,1.50,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0397073482210,Camilla,Mårtensen,L,Tillgänglig ersättare,1970,2017-05-02,2025-06-27,2017,2025,2978,8.2,47,55,2,1372,17,f,168.3,2.09,66.7,MID_CAREER_5_10,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0778276090510,Peter,Kling,NYD,Tidigare riksdagsledamot,1953,1991-09-30,1994-10-03,1991,1994,1099,3.0,38,41,0,0,2,f,0.0,0.66,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0155487380917,Kerstin,Lundgren,C,Tredje vice talman (tjänstgörande riksdagsledamot),1955,2002-09-30,2026-10-27,2002,2026,8793,24.1,47,71,7,10037,96,f,416.9,3.99,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0348584595917,Cinnika,Beiming,S,Tidigare riksdagsledamot,1972,1997-02-19,2006-10-02,1997,2006,3512,9.6,25,34,2,981,14,f,102.0,1.46,66.7,MID_CAREER_5_10,MODERATE,INTERMITTENT,EXITED_EARLY,NOT_ACTIVE
0246624521815,Karin,Östring Bergman,C,Tidigare ersättare,1971,2013-10-21,2014-04-03,2013,2014,164,0.4,42,43,2,243,7,f,541.2,15.59,200.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0108070243108,Sigge,Godin,FP,Tidigare riksdagsledamot,1938,1985-09-30,1998-10-05,1985,1998,4753,13.0,47,60,0,0,10,f,0.0,0.77,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0409551181119,Stefan,Caplan,M,Tidigare riksdagsledamot,1965,2010-10-04,2014-09-29,2010,2014,1456,4.0,45,49,2,1775,9,f,445.3,2.26,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0875425244515,Ronny,Olander,S,Tidigare riksdagsledamot,1949,1994-10-03,2010-10-31,1994,2010,5872,16.1,45,61,3,3143,23,f,195.5,1.43,60.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0814945477312,Gunilla,Wahlén,V,Tidigare riksdagsledamot,1951,1998-10-05,2010-10-04,1998,2010,4382,12.0,47,59,3,3143,19,f,262.0,1.58,75.0,ESTABLISHED_10_15,ACTIVE,MOSTLY_CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0737073162411,Emma,Carlsson Löfdahl,-,Tidigare riksdagsledamot,1970,2006-11-28,2021-07-31,2006,2021,5359,14.7,36,51,4,5319,31,f,362.5,2.11,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
