person_id,first_name,last_name,party,total_rebellions,strong_consensus_rebellions,very_strong_consensus_rebellions,avg_consensus_strength_rebelled_against,anomaly_classification,anomaly_assessment
0888807074321,Amanda,Lind,MP,5,1,0,74.45,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0899701619804,Nikos,Papadopoulos,S,23,5,0,62.34,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0645111757928,Elin,Gustafsson,S,1,0,0,43.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0934639939611,Ola,Johansson,C,13,3,0,59.60,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0227531635413,Lars,Püss,M,4,0,0,43.36,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0841428824218,Camilla,Sköld Jansson,V,23,2,0,54.68,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
051870309210,Anna,Sibinska,MP,3,0,0,60.42,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0331791853028,Yasmine,Eriksson,SD,5,2,0,62.50,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0306286538528,Sofia,Damm,KD,14,1,0,52.64,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0750518623913,Lotta,Finstorp,M,11,1,0,47.02,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0996403729104,Tone,Tingsgård,S,11,0,0,49.79,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0327078838011,Christine,Jönsson,M,1,1,0,86.46,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0999976269027,Amanda,Palmstierna,MP,5,0,0,75.56,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0782242286018,Gunnar,Axén,M,21,4,2,51.58,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0627450126815,Kajsa,Fredholm,V,1,0,0,50.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0165360915617,Christer,Adelsbo,S,51,9,0,56.17,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0469084171710,Ulrika,Westerlund,MP,3,0,0,66.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0371882294919,Carita,Boulwén,SD,1,1,0,86.11,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0133282248705,Helena,Bargholtz,FP,29,4,0,65.28,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0495018514310,Ann-Louise,Hansson,MP,2,0,0,47.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0381853591928,Malte,Tängmark Roos,MP,1,0,0,66.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0502688311316,Anna,Vikström,S,9,4,0,76.62,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0741225202024,Meeri,Wasberg,S,21,0,0,46.20,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0648224557612,Åsa,Karlsson,S,2,0,0,54.46,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0982795248728,Jakob,Forssmed,KD,15,3,1,62.70,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0853204119514,Marlene,Burwick,S,4,0,0,62.13,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0494054455310,David,Lång,SD,27,1,0,49.46,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0828001951212,Ingemar,Kihlström,KD,2,0,0,60.23,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0685749336810,Dag,Larsson,S,5,1,0,66.50,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0980092192122,Joar,Forssell,L,10,1,0,45.19,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0403769921921,Tina,Ghasemi Liljekvist,M,6,1,0,50.18,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0315499690028,Teresa,Carvalho,S,2,1,0,77.69,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0236051814311,Mikael,Jansson,-,44,9,1,61.34,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0404025497421,Birgitta,Ohlsson,L,68,17,3,69.38,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0732677378827,Marta,Obminska,M,5,0,0,43.57,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0111536149811,Owe,Hellberg,V,39,2,0,59.31,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0266627143525,Magnus,Ehrencrona,MP,33,7,0,56.18,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0316177736318,Sverker,Thorén,FP,17,5,0,62.87,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0181478122414,Anne Marie,Brodén,M,16,3,0,50.74,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0394430340317,Monica,Tedestam Berglöw,SD,1,0,0,45.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0914133868703,Barbro,Hietala Nordlund,S,2,2,0,84.03,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0379072486818,Anna,Ibrisagic,M,8,2,0,61.14,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0138450838510,Pär,Nuder,S,9,0,0,50.26,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0610162335824,Niklas,Sigvardsson,S,4,1,0,74.07,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0409540163215,Hans,Rothenberg,M,10,1,0,50.67,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0166402877505,Ulla,Hoffmann,V,19,0,0,57.95,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0768605712423,Daniel,Sestrajcic,V,23,20,3,82.92,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0111697351426,Louise,Eklund,L,1,0,0,75.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0254021157518,Lars,Andersson,SD,7,4,1,71.31,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0452755722723,Björn,Söder,SD,22,0,0,47.54,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0132818093422,Rickard,Nordin,C,18,5,0,58.69,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0547818628111,Betty,Malmberg,M,9,0,0,43.15,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0556854176401,Eva,Arvidsson,S,1,1,0,84.03,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0607691439013,Karin,Enström,M,23,2,0,47.32,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0542573140300,Ulf,Nilsson,FP,27,6,0,63.04,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
031005479013,Per,Westerberg,M,30,7,0,59.82,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0497217816024,Markus,Selin,S,3,1,0,65.43,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0906365922712,Anne-Marie,Pålsson,M,25,8,0,61.45,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0581480697617,Thomas,Bodström,S,21,5,0,65.71,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0687163544710,Sofia,Modigh,KD,2,0,0,45.32,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0512357753412,Britt,Bohlin Olsson,S,7,2,0,69.89,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0117203219614,Jörgen,Warborn,M,10,2,0,54.77,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0861447317415,Thomas,Finnborg,M,7,0,0,52.00,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0797281536419,Tomas,Nilsson,S,8,0,0,43.86,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
065105536026,Niklas,Karlsson,S,3,2,1,72.89,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0853831481615,Lars,Thomsson,C,2,0,0,70.97,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0972636989226,Dzenan,Cisija,S,3,1,0,74.77,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0890152141226,Nadja,Awad,V,3,1,0,70.83,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0157062733618,Jonas,Eriksson,MP,38,5,1,56.15,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0283117091429,Emanuel,Öz,S,2,2,1,89.83,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
087735695612,Anders,Karlsson,S,51,12,3,58.53,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0861521539920,Aron,Emilsson,SD,12,3,0,58.26,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0976656359110,Kaj,Nordquist,S,2,2,0,82.99,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0155487380917,Kerstin,Lundgren,C,68,9,2,64.62,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0930305890123,Sara-Lena,Bjälkö,-,115,5,0,50.38,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0534056896314,Lars,Gustafsson,KD,29,4,3,61.21,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0285527517421,Caroline,Nordengrip,SD,4,0,0,39.52,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0741187745315,Britta,Rådström,S,17,0,0,47.78,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0272006117024,Jon,Thorbjörnson,V,7,0,0,48.70,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0183544538819,Patrik,Jönsson,SD,4,1,0,58.81,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0899112324519,Elisabeth,Svantesson,M,12,1,0,52.81,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0116603319117,Josefin,Brink,V,41,2,0,51.31,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0911916463828,Fredrik,Lundh Sammeli,S,39,7,0,50.43,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
033935884729,Martina,Johansson,C,6,2,0,68.46,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0222691314314,Ulf,Kristersson,M,9,3,1,58.64,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0136801772915,Maria,Strömkvist,S,2,1,0,64.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0701525641715,Bo,Bernhardsson,S,38,3,0,51.55,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0913965980315,Christina,Axelsson,S,13,2,0,51.67,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0254695027922,Malcolm Momodou,Jallow,V,13,1,0,54.34,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0780214960516,Eva,Lindh,S,6,3,1,73.23,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0105689536302,Eva,Selin Lindgren,C,9,1,0,72.41,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0257612529618,Kenneth G,Forslund,S,66,25,2,61.78,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0502770250503,Göran,Magnusson,S,3,3,0,87.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0938171000810,Annette,Rydell,S,1,0,0,70.09,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0869873635602,Anna,Lindgren,M,21,2,0,49.14,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0747488001814,Hamza,Demir,V,4,1,0,67.86,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
045666679112,Annelie,Enochson,KD,57,17,0,67.91,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0273506284025,Edward,Riedl,M,16,6,2,63.00,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
066769783310,Lotta,Olsson,M,33,17,4,71.81,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0262455192724,Max,Andersson,MP,15,2,1,61.40,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0914002106327,Sofia,Fölster,M,9,0,0,46.60,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0867950366726,Faradj,Koliev,S,2,2,1,86.73,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0201207390210,Lars,Adaktusson,KD,1,0,0,47.73,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0920901966627,Tony,Haddou,V,5,0,0,55.12,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0395762282903,Elsemarie,Bjellqvist,S,1,0,0,79.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0150027900515,Anders,Lönnberg,S,1,1,0,88.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
07921826010,Anna-Belle,Strömberg,S,2,0,0,70.56,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0314794471216,Anna,Starbrink,L,1,1,0,81.25,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0951905661227,Christofer,Bergenblock,C,1,0,0,70.83,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0386912710815,Mats,Arkhem,SD,1,1,0,82.19,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0115834246514,Emma,Wallrup,V,25,8,2,70.47,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0224712677012,Johan,Pehrson,L,26,8,0,65.67,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0952789103522,Elin,Segerlind,V,10,3,0,58.80,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0411459873625,Hanna,Gunnarsson,V,14,3,0,53.20,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0194498232620,Roza,Güclü Hedin,S,23,1,0,46.90,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
016950536026,Hanna,Wigh,-,24,4,0,62.92,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0299937536814,Håkan,Bergman,S,28,3,0,49.01,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0619928872229,Laila,Naraghi,S,1,1,0,84.96,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0238588409223,Gustav,Fridolin,MP,111,15,0,64.01,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0103624617217,Helén,Pettersson,S,39,3,0,49.15,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0697895317615,Maud,Ekendahl,M,15,4,0,60.00,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0766285636614,Kjell,Nordström,S,4,4,0,87.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0694077681517,Lennart,Gustavsson,V,17,0,0,49.86,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0418929039326,Patrik,Lundqvist,S,4,1,0,67.63,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0462541496508,Rigmor,Stenmark,C,28,7,0,65.26,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0440497495914,Tomas,Högström,M,30,4,0,56.52,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0415959965211,Mia,Sydow Mölleby,V,41,5,1,50.56,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
023767922422,Mats,Persson,L,15,1,0,55.07,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0138741628520,Angelika,Bengtsson,SD,13,2,0,54.36,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0483316376813,Mikael,Odenberg,M,22,0,0,49.75,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0397940298012,Roger,Lamell,S,3,0,0,41.37,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0662364517619,Luciano,Astudillo,S,26,5,0,59.11,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0114869877121,Sara,Karlsson,S,27,3,3,50.88,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0502490570219,Kristina,Axén Olin,M,2,1,0,65.36,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0326064715100,Karin,Thorborg,V,19,1,0,54.86,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0504711999229,Pavel,Gamov,-,11,2,2,52.65,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
019623784404,Viviann,Gerdin,C,20,2,0,59.43,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0274710563201,Agne,Hansson,C,33,3,0,60.61,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0428644311601,Nils-Erik,Söderqvist,S,7,6,1,86.21,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0294138886823,Martin,Kinnunen,SD,35,21,2,72.52,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0798631972204,Rune,Berglund,S,1,0,0,75.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
091303475611,Eric,Palmqvist,SD,10,5,1,64.15,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0801311569314,Gunilla,Svantorp,S,29,2,0,47.63,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0186989169008,Nils Oskar,Nilsson,M,5,0,0,57.45,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0980725315516,Lars,Leijonborg,FP,12,5,0,66.06,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0598792324417,Ulrika,Jörgensen,M,2,0,0,45.36,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0768554866215,Katja,Nyberg,SD,7,3,0,67.53,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0779781772919,Kristina,Nilsson,S,27,0,0,43.54,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0425115010020,Kadir,Kasirga,S,11,7,0,78.54,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0494843794418,Martin,Ådahl,C,21,10,3,77.21,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
057993099726,Magnus,Ek,C,7,5,1,70.97,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0793372891224,Noria,Manouchi,M,4,2,0,64.46,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0565167965311,Eva,Sonidsson,S,48,5,0,51.00,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0283284978818,Markus,Kallifatides,S,3,1,0,76.01,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0739780276601,Alf,Svensson,KD,8,0,0,52.65,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0324815829026,Johan,Linander,C,30,4,1,64.20,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0860699089813,Jeannette,Escanilla,V,2,2,2,90.48,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0389220391128,Christian,Carlsson,KD,1,0,0,77.27,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0924947945722,Maryam,Yazdanfar,S,28,5,2,55.97,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0914994510206,Lolo,Lindström,M,1,1,0,86.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0847676507229,Stina,Larsson,C,2,0,0,62.69,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0387358739126,Jonas,Millard,SD,18,7,1,67.12,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0783069490115,Mirja,Räihä,S,2,2,0,84.58,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0256743155204,Per-Ingvar,Johnsson,C,11,1,0,55.03,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0239948123229,Erik,Almqvist,SD,11,0,0,49.76,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0236004923301,Gudrun,Schyman,-,42,0,0,50.00,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0161972600410,Elsa,Widding,-,183,1,0,51.33,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0964379974219,Christina,Zedell,S,41,2,1,47.77,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0872978640827,Helena,Leander,MP,34,2,0,49.60,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
039984931601,Jacob,Johnson,V,37,0,0,49.25,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0534173087404,Carin,Lundberg,S,2,2,1,87.16,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0112333043027,Rasmus,Giertz,SD,2,1,0,76.39,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0911990886006,Solveig,Ternström,-,8,3,0,77.16,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0587985033012,Göte,Wahlström,S,19,2,0,58.82,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0223175563813,Yvonne,Andersson,KD,24,2,0,57.86,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0213183979300,Margareta,Persson,S,19,2,0,55.22,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0544752215503,Kenneth,Kvist,V,2,0,0,64.29,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0698785853314,Agneta,Ringman,S,2,2,0,87.85,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0904448094023,Linus,Lakso,MP,3,0,0,72.22,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0836001490919,Ulrika,Heie,C,12,3,0,53.13,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0262124593702,Kurt,Kvarnström,S,39,2,0,46.30,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0369028728526,Kent,Ekeroth,SD,16,1,0,50.73,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0926002991620,Pontus,Andersson Garpvall,SD,2,2,0,84.52,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0412148992926,Hanna,Westerén,S,8,4,0,73.83,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0376867803913,Agneta,Gille,S,38,5,0,51.02,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
011731125914,Ylva,Johansson,S,35,5,1,50.17,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0281408160607,Gunnar,Goude,MP,16,2,0,55.15,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0862868280923,Annie,Lööf,C,10,2,1,60.44,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0393171737407,Anita,Sidén,M,20,1,0,47.77,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0653904370212,Fredrik,Olovsson,S,55,11,2,55.43,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0758652610,Maria,Arnholm,L,17,3,0,62.94,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0481460392727,Jessica,Wetterling,V,9,0,0,47.90,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0744139167426,Rasmus,Ling,MP,11,5,2,76.12,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0115057914316,Lars,Lilja,S,22,2,0,49.55,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0916608741910,Suzanne,Svensson,S,31,3,0,48.61,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0522460069116,Cecilia,Magnusson,M,41,14,2,61.91,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0899795917517,Håkan,Larsson,C,55,6,1,64.22,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0291542732518,Marie,Nordén,S,55,13,2,57.45,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0216534495014,Jens,Holm,V,46,3,0,50.25,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0296384583518,Åsa,Eriksson,S,9,7,0,80.35,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0488357052317,Mats,Pertoft,MP,41,5,0,58.68,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0314880166319,Agneta,Karlsson,S,3,0,0,45.09,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0932188207010,Leif,Lindström,V,1,0,0,50.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0157618290428,Rashid,Farivar,SD,1,1,0,86.11,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0124035957411,Kent,Persson,V,78,15,2,63.14,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0902172188709,Nils-Göran,Holmqvist,S,1,1,1,91.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0720250789315,Mats,Wiking,S,8,4,0,68.03,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0710863816703,Helena,Hillar Rosenqvist,MP,21,1,0,56.16,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0172220256016,Annika,Lillemets,MP,35,5,0,57.28,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0271543079118,Heidi,Karlsson,SD,6,0,0,49.42,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0430865615328,Linda,Lindberg,SD,9,4,0,63.17,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0787535945527,Jennie,Åfeldt,SD,9,0,0,46.58,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0516528386117,Patrik,Björck,S,44,7,1,50.91,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0926555793514,Anders,Wiklund,V,39,5,0,65.33,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0371414788216,Lars,Lindblad,M,25,6,0,58.22,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
