person_id,first_name,last_name,party,committee,committee_org,decision_month,decision_year,decision_month_num,total_decisions,approved_decisions,rejected_decisions,referred_back_decisions,other_decisions,approval_rate,rejection_rate,earliest_decision_date,latest_decision_date
0223175563813,Yvonne,Andersson,KD,Avslag,JuU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0861521539920,Aron,Emilsson,SD,Avslag,CU,2021-10-01 00:00:00+00,2021,10,1,0,1,0,0,0.00,100.00,2021-10-01,2021-10-01
0545353563812,Amineh,Kakabaveh,V, Avslag,UU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-06,2009-10-06
085742305813,Patrik,Engström,S,Avslag,KU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-02,2015-10-02
0235494367806,Ingegerd,Saarinen,MP,Avslag,NU,2002-04-01 00:00:00+00,2002,4,1,0,0,0,1,0.00,0.00,2002-04-09,2002-04-09
012053331219,Anna,Kinberg Batra,M, Avslag,SkU,2008-10-01 00:00:00+00,2008,10,3,0,3,0,0,0.00,100.00,2008-10-03,2008-10-07
0262124593702,Kurt,Kvarnström,S, Avslag,AU,2008-10-01 00:00:00+00,2008,10,10,0,10,0,0,0.00,100.00,2008-10-01,2008-10-08
0866055333028,Alexandra,Anstrell,M,Avslag,TU,2021-09-01 00:00:00+00,2021,9,1,0,1,0,0,0.00,100.00,2021-09-28,2021-09-28
067992138910,Peter,Jeppsson,S, Avslag,AU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-03,2007-10-03
0705556766027,Karla,López,MP, Avslag,SfU,2006-11-01 00:00:00+00,2006,11,1,0,1,0,0,0.00,100.00,2006-11-17,2006-11-17
0584183916016,Ulf,Holm,MP, Avslag,UU,2010-04-01 00:00:00+00,2010,4,1,0,1,0,0,0.00,100.00,2010-04-07,2010-04-07
089057453314,Ulf,Sjösten,M, Avslag,JuU,2004-10-01 00:00:00+00,2004,10,4,0,4,0,0,0.00,100.00,2004-10-06,2004-10-06
0448155122323,Olof,Lavesson,M,Avslag,CU,2015-10-01 00:00:00+00,2015,10,3,0,3,0,0,0.00,100.00,2015-10-01,2015-10-05
0395416536118,Siv,Holma,V, Avslag,FöU,2013-06-01 00:00:00+00,2013,6,1,0,1,0,0,0.00,100.00,2013-06-19,2013-06-19
0284192765516,Tomas,Eneroth,S, Bifall,AU,2004-09-01 00:00:00+00,2004,9,1,0,1,0,0,0.00,100.00,2004-09-29,2004-09-29
0135730306412,Tommy,Waidelich,S, Avslag,AU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-08,2007-10-08
0425115010020,Kadir,Kasirga,S,Avslag,NU,2023-10-01 00:00:00+00,2023,10,2,0,2,0,0,0.00,100.00,2023-10-03,2023-10-05
0819601620927,Annika,Hirvonen,MP,Avslag,AU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-04,2017-10-04
0582811195313,Tina,Acketoft,L, Avslag,SoU,2008-10-01 00:00:00+00,2008,10,1,0,1,0,0,0.00,100.00,2008-10-06,2008-10-06
0452755722723,Björn,Söder,SD,"",SfU,2011-10-01 00:00:00+00,2011,10,1,0,1,0,0,0.00,100.00,2011-10-05,2011-10-05
0739780276601,Alf,Svensson,KD, Avslag,JuU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0291542732518,Marie,Nordén,S, Avslag,UbU,2012-12-01 00:00:00+00,2012,12,2,0,2,0,0,0.00,100.00,2012-12-12,2012-12-12
038604236714,Mia,Franzén,L, Avslag,KU,2003-10-01 00:00:00+00,2003,10,2,0,2,0,0,0.00,100.00,2003-10-07,2003-10-07
0442629549320,Adnan,Dibrani,S, Delvis bifall,SfU,2010-10-01 00:00:00+00,2010,10,1,1,0,0,0,100.00,0.00,2010-10-28,2010-10-28
0810201628512,Ann-Charlotte,Hammar Johnsson,M,Avslag,SkU,2015-10-01 00:00:00+00,2015,10,4,0,4,0,0,0.00,100.00,2015-10-05,2015-10-06
0522460069116,Cecilia,Magnusson,M,Avslag,UbU,2014-11-01 00:00:00+00,2014,11,1,0,1,0,0,0.00,100.00,2014-11-07,2014-11-07
0105797223918,Mikael,Cederbratt,M,Avslag,SfU,2015-09-01 00:00:00+00,2015,9,1,0,1,0,0,0.00,100.00,2015-09-30,2015-09-30
0327078838011,Christine,Jönsson,M, Avslag,KU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-26,2010-10-26
0861143074410,Torkild,Strandberg,L, Avslag,FiU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0319703582208,Björn,Hamilton,M, Avslag,FöU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-06,2009-10-06
0251564185908,Kerstin,Engle,S, Avslag,AU,2014-01-01 00:00:00+00,2014,1,3,0,3,0,0,0.00,100.00,2014-01-10,2014-01-20
0128805841317,Katarina,Brännström,M, Avslag,NU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-03,2013-12-03
0506541436524,Sanne,Lennström,S,Avslag,SoU,2021-10-01 00:00:00+00,2021,10,2,0,2,0,0,0.00,100.00,2021-10-01,2021-10-01
0502353466300,Anders G,Högmark,M, Avslag,AU,2004-04-01 00:00:00+00,2004,4,1,0,1,0,0,0.00,100.00,2004-04-14,2004-04-14
0946889218011,Jan-Evert,Rådhström,M, Avslag,MJU,2004-09-01 00:00:00+00,2004,9,1,0,1,0,0,0.00,100.00,2004-09-29,2004-09-29
0781357446917,Sven-Erik,Bucht,S, Avslag,FiU,2011-04-01 00:00:00+00,2011,4,1,0,1,0,0,0.00,100.00,2011-04-27,2011-04-27
0916145693524,Camilla,Lindberg,L, Avslag,TU,2006-11-01 00:00:00+00,2006,11,1,0,1,0,0,0.00,100.00,2006-11-02,2006-11-02
0262124593702,Kurt,Kvarnström,S, Avslag,NU,2009-10-01 00:00:00+00,2009,10,7,0,7,0,0,0.00,100.00,2009-10-01,2009-10-08
0699787174310,Lotta,Hedström,MP, Avslag,TU,2012-10-01 00:00:00+00,2012,10,1,0,1,0,0,0.00,100.00,2012-10-04,2012-10-04
0395042560705,Kerstin,Heinemann,L,Avslag,NU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0574724112206,Rosita,Runegrund,KD, Avslag,SoU,2005-12-01 00:00:00+00,2005,12,1,0,1,0,0,0.00,100.00,2005-12-05,2005-12-05
0315499690028,Teresa,Carvalho,S,Avslag,UbU,2021-09-01 00:00:00+00,2021,9,2,0,2,0,0,0.00,100.00,2021-09-29,2021-09-30
0784309503313,Ewa,Björling,M, Avslag,UU,2005-10-01 00:00:00+00,2005,10,5,0,5,0,0,0.00,100.00,2005-10-03,2005-10-05
0166402877505,Ulla,Hoffmann,V, Avslag,SfU,2005-09-01 00:00:00+00,2005,9,4,0,4,0,0,0.00,100.00,2005-09-29,2005-09-30
049290762318,ClasGöran,Carlsson,S,"",FöU,2012-10-01 00:00:00+00,2012,10,1,0,1,0,0,0.00,100.00,2012-10-08,2012-10-08
0321885416125,Rossana,Dinamarca,V, Avslag,AU,2014-03-01 00:00:00+00,2014,3,1,0,1,0,0,0.00,100.00,2014-03-24,2014-03-24
0574724112206,Rosita,Runegrund,KD,Avslag,SkU,2002-04-01 00:00:00+00,2002,4,1,0,0,0,1,0.00,0.00,2002-04-18,2002-04-18
0401968752713,Stina,Bergström,MP,Avslag,UbU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-06,2015-10-06
0962841101917,Annika,Qarlsson,C, Avslag,SoU,2009-10-01 00:00:00+00,2009,10,6,0,6,0,0,0.00,100.00,2009-10-01,2009-10-06
0427321850912,Lars Mejern,Larsson,S, Avslag,UbU,2009-10-01 00:00:00+00,2009,10,3,0,3,0,0,0.00,100.00,2009-10-02,2009-10-06
0575413157004,Ingvar,Svensson,KD,avslag,JuU,2001-04-01 00:00:00+00,2001,4,1,0,0,0,1,0.00,0.00,2001-04-02,2001-04-02
0782242286018,Gunnar,Axén,M,"",UbU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-09,2007-10-09
038604236714,Mia,Franzén,L, Avslag,TU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0787584650516,Alice,Bah Kuhnke,MP,Delvis bifall,Kulturdepartementet,2015-03-01 00:00:00+00,2015,3,1,1,0,0,0,100.00,0.00,2015-03-10,2015-03-10
049290762318,ClasGöran,Carlsson,S,Avslag,TU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-04,2017-10-04
0517869568019,Mikael,Johansson,MP, Avslag,MJU,2005-09-01 00:00:00+00,2005,9,2,0,2,0,0,0.00,100.00,2005-09-15,2005-09-30
0956595590924,Tobias,Billström,M, Avslag,KrU,2005-09-01 00:00:00+00,2005,9,1,0,1,0,0,0.00,100.00,2005-09-20,2005-09-20
0583257327619,Kerstin,Haglö,S, Avslag,UbU,2010-10-01 00:00:00+00,2010,10,5,0,5,0,0,0.00,100.00,2010-10-27,2010-10-28
037508021018,Torbjörn,Björlund,V, Avslag,UU,2012-11-01 00:00:00+00,2012,11,1,0,1,0,0,0.00,100.00,2012-11-23,2012-11-23
0449003924218,Kalle,Larsson,V, Avslag,KrU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
0924947945722,Maryam,Yazdanfar,S, Avslag,CU,2008-10-01 00:00:00+00,2008,10,3,0,3,0,0,0.00,100.00,2008-10-07,2008-10-07
0575413157004,Ingvar,Svensson,KD,Avslag,SfU,2002-04-01 00:00:00+00,2002,4,1,0,0,0,1,0.00,0.00,2002-04-04,2002-04-04
066036027425,Mikael,Damsgaard,M,Avslag,KU,2024-10-01 00:00:00+00,2024,10,1,0,1,0,0,0.00,100.00,2024-10-01,2024-10-01
0721657655513,Finn,Bengtsson,M,Avslag,TU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-02,2017-10-02
0801311569314,Gunilla,Svantorp,S,Avslag,SoU,2021-09-01 00:00:00+00,2021,9,2,0,2,0,0,0.00,100.00,2021-09-30,2021-09-30
0104804820009,Per,Unckel,M,Avslag,TU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-18,2001-10-18
0235974887200,Susanne,Eberstein,S, Avslag,TU,2003-10-01 00:00:00+00,2003,10,6,0,6,0,0,0.00,100.00,2003-10-07,2003-10-07
012576033427,Hannah,Bergstedt,S," Avslag,  Avslag",SoU,2013-12-01 00:00:00+00,2013,12,2,0,2,0,0,0.00,100.00,2013-12-13,2013-12-19
0831636664429,Mattias,Karlsson,SD,"",AU,2012-09-01 00:00:00+00,2012,9,1,0,1,0,0,0.00,100.00,2012-09-25,2012-09-25
0541320528015,Nina,Lundström,L,Avslag,SoU,2017-10-01 00:00:00+00,2017,10,4,0,4,0,0,0.00,100.00,2017-10-03,2017-10-05
0575745085214,Paavo,Vallius,S, Avslag,UbU,2005-10-01 00:00:00+00,2005,10,1,0,1,0,0,0.00,100.00,2005-10-05,2005-10-05
0388920259006,Inger,René,M, Avslag,SoU,2007-09-01 00:00:00+00,2007,9,1,0,1,0,0,0.00,100.00,2007-09-28,2007-09-28
045666679112,Annelie,Enochson,KD, Avslag,UU,2007-10-01 00:00:00+00,2007,10,7,0,7,0,0,0.00,100.00,2007-10-05,2007-10-09
0404025497421,Birgitta,Ohlsson,L, Avslag,LU,2002-10-01 00:00:00+00,2002,10,3,0,3,0,0,0.00,100.00,2002-10-23,2002-10-23
039655712615,Margareta,Pålsson,M, Avslag,SoU,2005-09-01 00:00:00+00,2005,9,2,0,2,0,0,0.00,100.00,2005-09-20,2005-09-30
0714579775816,Ewa,Thalén Finné,M,Avslag,UU,2014-11-01 00:00:00+00,2014,11,1,0,1,0,0,0.00,100.00,2014-11-04,2014-11-04
0124035957411,Kent,Persson,V, Avslag,NU,2010-03-01 00:00:00+00,2010,3,2,0,2,0,0,0.00,100.00,2010-03-11,2010-03-25
037508021018,Torbjörn,Björlund,V, Avslag,SfU,2008-10-01 00:00:00+00,2008,10,5,0,5,0,0,0.00,100.00,2008-10-06,2008-10-21
0463606088610,Bertil,Kjellberg,M, Avslag,KU,2003-04-01 00:00:00+00,2003,4,2,0,2,0,0,0.00,100.00,2003-04-02,2003-04-04
0252067342313,Åsa,Lindestam,S, Avslag,SkU,2009-10-01 00:00:00+00,2009,10,4,0,4,0,0,0.00,100.00,2009-10-02,2009-10-06
0573136138218,Krister,Örnfjäder,S, Avslag,NU,2004-10-01 00:00:00+00,2004,10,3,0,3,0,0,0.00,100.00,2004-10-06,2004-10-06
0588282566419,Lars,Beckman,M,Avslag,UbU,2017-09-01 00:00:00+00,2017,9,1,0,1,0,0,0.00,100.00,2017-09-29,2017-09-29
0677738818613,Anders,Åkesson,C, Avslag,TU,2008-10-01 00:00:00+00,2008,10,6,0,6,0,0,0.00,100.00,2008-10-03,2008-10-07
0584183916016,Ulf,Holm,MP, Avslag,KU,2008-10-01 00:00:00+00,2008,10,3,0,3,0,0,0.00,100.00,2008-10-08,2008-10-08
0327857385513,Kenneth,Johansson,C, Avslag,SfU,2005-12-01 00:00:00+00,2005,12,1,1,0,0,0,100.00,0.00,2005-12-15,2005-12-15
0161597857912,Tuve,Skånberg,KD, Avslag,UU,2003-09-01 00:00:00+00,2003,9,1,0,1,0,0,0.00,100.00,2003-09-19,2003-09-19
0186426023519,Arhe,Hamednaca,S, Avslag,SfU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-27,2010-10-27
0973474532717,Ibrahim,Baylan,S, Avslag,UbU,2013-10-01 00:00:00+00,2013,10,2,0,2,0,0,0.00,100.00,2013-10-04,2013-10-04
0185503778507,Birgitta,Sellén,C, Avslag,NU,2006-10-01 00:00:00+00,2006,10,2,0,2,0,0,0.00,100.00,2006-10-31,2006-10-31
0556347007015,Peter,Pedersen,V, Avslag,KU,2006-11-01 00:00:00+00,2006,11,7,0,7,0,0,0.00,100.00,2006-11-01,2006-11-17
0803753212716,Richard,Jomshof,SD,"",AU,2012-09-01 00:00:00+00,2012,9,1,0,1,0,0,0.00,100.00,2012-09-25,2012-09-25
0548843588006,Ingemar,Vänerlöv,KD, Avslag,JuU,2009-09-01 00:00:00+00,2009,9,2,0,2,0,0,0.00,100.00,2009-09-29,2009-09-29
0810201628512,Ann-Charlotte,Hammar Johnsson,M,Avslag,FöU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-05,2016-10-05
0731442709013,Christer,Nylander,L,Avslag,MJU,2015-10-01 00:00:00+00,2015,10,3,0,3,0,0,0.00,100.00,2015-10-06,2015-10-06
0985426914829,Anna,Lasses,C,Avslag,SkU,2023-10-01 00:00:00+00,2023,10,2,0,2,0,0,0.00,100.00,2023-10-05,2023-10-05
0283299919701,Olle,Lindström,M,Avslag,KU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0899701619804,Nikos,Papadopoulos,S, Avslag,KrU,2007-10-01 00:00:00+00,2007,10,2,0,2,0,0,0.00,100.00,2007-10-05,2007-10-05
0870805820217,Göran,Lindblad,M, Avslag,BoU,2005-02-01 00:00:00+00,2005,2,1,0,1,0,0,0.00,100.00,2005-02-01,2005-02-01
0956444284814,Per,Bolund,MP, Avslag,MJU,2008-03-01 00:00:00+00,2008,3,1,0,1,0,0,0.00,100.00,2008-03-27,2008-03-27
0145294944502,Roger,Richthoff,SD,Avslag,FiU,2014-11-01 00:00:00+00,2014,11,2,0,2,0,0,0.00,100.00,2014-11-10,2014-11-11
0535526562910,Lars,Tysklind,L,Bifall,MJU,2015-10-01 00:00:00+00,2015,10,1,1,0,0,0,100.00,0.00,2015-10-05,2015-10-05
0572788110724,Maria,Malmer Stenergard,M,Bifall,TU,2014-11-01 00:00:00+00,2014,11,1,1,0,0,0,100.00,0.00,2014-11-03,2014-11-03
0534056896314,Lars,Gustafsson,KD,avslag,TU,2000-10-01 00:00:00+00,2000,10,2,0,0,0,2,0.00,0.00,2000-10-05,2000-10-05
0933424396309,Billy,Gustafsson,S, Avslag,UbU,2012-12-01 00:00:00+00,2012,12,2,0,2,0,0,0.00,100.00,2012-12-07,2012-12-10
0902086611116,Eva,Olofsson,V,"",SkU,2013-10-01 00:00:00+00,2013,10,1,0,1,0,0,0.00,100.00,2013-10-11,2013-10-11
0393583311409,Lars,Lindén,KD, Avslag,FiU,2004-10-01 00:00:00+00,2004,10,3,0,3,0,0,0.00,100.00,2004-10-04,2004-10-06
045666679112,Annelie,Enochson,KD, Avslag,BoU,2006-02-01 00:00:00+00,2006,2,1,0,1,0,0,0.00,100.00,2006-02-27,2006-02-27
0447797778718,Sotiris,Delis,M,Avslag,NU,2014-10-01 00:00:00+00,2014,10,1,0,1,0,0,0.00,100.00,2014-10-30,2014-10-30
0361291071906,Carl-Erik,Skårman,M,"",KU,2000-10-01 00:00:00+00,2000,10,3,0,0,0,3,0.00,0.00,2000-10-05,2000-10-05
083953568015,Malin,Höglund,M,Avslag,UbU,2024-09-01 00:00:00+00,2024,9,2,0,2,0,0,0.00,100.00,2024-09-30,2024-09-30
0573136138218,Krister,Örnfjäder,S, Avslag,NU,2014-04-01 00:00:00+00,2014,4,2,0,2,0,0,0.00,100.00,2014-04-02,2014-04-02
0921688244311,Eva,Johnsson,KD, Avslag,TU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-08,2007-10-08
0996373560505,Runar,Patriksson,L,Avslag,SkU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0831636664429,Mattias,Karlsson,SD, Avslag,KrU,2011-10-01 00:00:00+00,2011,10,10,0,10,0,0,0.00,100.00,2011-10-05,2011-10-10
0186426023519,Arhe,Hamednaca,S, Avslag,UU,2013-10-01 00:00:00+00,2013,10,1,0,1,0,0,0.00,100.00,2013-10-07,2013-10-07
0817433088402,Nils Fredrik,Aurelius,M,Avslag,KrU,2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0.00,0.00,2002-01-18,2002-01-18
0371414788216,Lars,Lindblad,M,Avslag,NU,2002-04-01 00:00:00+00,2002,4,1,0,0,0,1,0.00,0.00,2002-04-09,2002-04-09
0891971250317,Urban,Ahlin,S,"",UU,2014-03-01 00:00:00+00,2014,3,1,0,1,0,0,0.00,100.00,2014-03-12,2014-03-12
0781520322912,Jörgen,Hellman,S, Avslag,AU,2011-10-01 00:00:00+00,2011,10,2,0,2,0,0,0.00,100.00,2011-10-05,2011-10-05
0638497389621,Julia,Kronlid,SD, Avslag,UU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-23,2014-01-23
0173210620224,Said,Abdu,L,Avslag,SfU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-03,2016-10-03
0859909330720,Sanna,Backeskog,S,Avslag,MJU,2024-10-01 00:00:00+00,2024,10,6,0,6,0,0,0.00,100.00,2024-10-03,2024-10-03
0377384542907,Chatrine,Pålsson Ahlgren,KD, Avslag,SkU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0875221317013,Gunilla,Carlsson,S, Avslag,UbU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
0447198048312,Peter,Eriksson,MP," Avslag,  Avslag",KU,2006-10-01 00:00:00+00,2006,10,1,0,1,0,0,0.00,100.00,2006-10-31,2006-10-31
0515990253512,Yilmaz,Kerimo,S, Avslag,SfU,2006-10-01 00:00:00+00,2006,10,1,0,1,0,0,0.00,100.00,2006-10-31,2006-10-31
0384833975200,Bo,Könberg,L,avslag,KU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0130789484021,Mattias,Bäckström Johansson,SD,Bifall,NU,2020-02-01 00:00:00+00,2020,2,1,1,0,0,0,100.00,0.00,2020-02-24,2020-02-24
0506482805418,Isak,From,S, Avslag,KrU,2013-10-01 00:00:00+00,2013,10,2,0,2,0,0,0.00,100.00,2013-10-01,2013-10-23
0101299073819,Karin,Pilsäter,L, Avslag,UbU,2002-10-01 00:00:00+00,2002,10,3,0,3,0,0,0.00,100.00,2002-10-23,2002-10-23
0352254228107,Staffan,Danielsson,C, Avslag,TU,2009-10-01 00:00:00+00,2009,10,8,0,8,0,0,0.00,100.00,2009-10-01,2009-10-06
0111479807829,Anna,Wallentheim,S,Avslag,NU,2023-10-01 00:00:00+00,2023,10,2,0,2,0,0,0.00,100.00,2023-10-05,2023-10-05
0515990253512,Yilmaz,Kerimo,S,Avslag,NU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-06,2015-10-06
0495314169413,Jonas,Jacobsson Gjörtler,M, Avslag,SoU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-05,2013-12-05
0807438844115,Karin,Nilsson,C, Avslag,SkU,2011-10-01 00:00:00+00,2011,10,3,0,3,0,0,0.00,100.00,2011-10-05,2011-10-05
0280087199210,Valter,Mutt,MP, Avslag,MJU,2013-10-01 00:00:00+00,2013,10,2,0,2,0,0,0.00,100.00,2013-10-08,2013-10-31
088849148003,Elver,Jonsson,L,avslag,UU,2000-04-01 00:00:00+00,2000,4,1,0,0,0,1,0.00,0.00,2000-04-03,2000-04-03
0649200228012,Stefan,Wikén,S, Avslag,AU,2007-02-01 00:00:00+00,2007,2,1,0,1,0,0,0.00,100.00,2007-02-22,2007-02-22
0772402807013,Sven-Olof,Sällström,SD,"",UU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-19,2013-12-19
0604604418610,Jacob,Risberg,MP,Avslag,SkU,2024-10-01 00:00:00+00,2024,10,1,0,1,0,0,0.00,100.00,2024-10-02,2024-10-02
0869873635602,Anna,Lindgren,M, Avslag,TU,2004-09-01 00:00:00+00,2004,9,2,0,2,0,0,0.00,100.00,2004-09-30,2004-09-30
0273506284025,Edward,Riedl,M, Avslag,KU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-02,2013-12-02
0181478122414,Anne Marie,Brodén,M, Avslag,SoU,2005-10-01 00:00:00+00,2005,10,4,0,4,0,0,0.00,100.00,2005-10-03,2005-10-05
0905637653912,Kerstin,Nilsson,S, Avslag,SfU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-27,2010-10-27
0708483204009,Lennart,Klockare,S,avslag,SoU,2000-10-01 00:00:00+00,2000,10,2,0,0,0,2,0.00,0.00,2000-10-05,2000-10-05
0252067342313,Åsa,Lindestam,S, Avslag,KrU,2011-09-01 00:00:00+00,2011,9,1,0,1,0,0,0.00,100.00,2011-09-30,2011-09-30
0355151001911,Aleksander,Gabelic,S, Avslag,UU,2009-10-01 00:00:00+00,2009,10,5,0,5,0,0,0.00,100.00,2009-10-01,2009-10-06
0927576375115,Kenth,Högström,S,bifall,KU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0356767744510,Maud,Olofsson,C," Avslag,  Avslag",SoU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-29,2004-10-29
0361291071906,Carl-Erik,Skårman,M, Avslag,KU,2005-06-01 00:00:00+00,2005,6,1,0,1,0,0,0.00,100.00,2005-06-22,2005-06-22
0223175563813,Yvonne,Andersson,KD, Avslag,JuU,2004-03-01 00:00:00+00,2004,3,3,0,3,0,0,0.00,100.00,2004-03-25,2004-03-31
0371414788216,Lars,Lindblad,M, Avslag,MJU,2005-10-01 00:00:00+00,2005,10,9,0,9,0,0,0.00,100.00,2005-10-03,2005-10-18
0859968278117,Carina,Ohlsson,S, Avslag,TU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-11,2013-12-11
0502174718806,Carin,Runeson,S, Avslag,NU,2012-10-01 00:00:00+00,2012,10,1,0,1,0,0,0.00,100.00,2012-10-05,2012-10-05
