person_id,first_name,last_name,party,crisis_period_votes,crisis_absence_rate,crisis_party_discipline,normal_period_votes,normal_absence_rate,absence_rate_change,resilience_score,resilience_classification,pressure_performance_assessment
0119851690521,David,Perez,SD,2123,16.39,100.00,331,10.57,5.82,77.7902,RESILIENT,Good crisis response - reliable during high-activity periods
0783069490115,Mirja,Räihä,S,1309,5.58,99.92,257,12.45,-6.87,87.4722,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0220064764318,Camilla,Brunsberg,M,1309,18.79,100.00,204,6.86,11.93,69.2768,RESILIENT,Good crisis response - reliable during high-activity periods
0405594274208,Ewa,Pihl Krabbe,S,1309,2.37,100.00,257,9.34,-6.97,90.6615,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0880137451720,Emma,Nohrén,MP,2819,24.12,99.86,555,8.29,15.83,59.9023,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0911067396229,Mattias,Vepsä,S,3718,29.32,100.00,481,24.74,4.58,66.1065,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0932000030511,Maria,Stockhaus,M,4695,25.60,99.83,832,17.43,8.17,66.0541,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0339894357417,Jennie,Nilsson,S,5993,8.34,99.82,1351,5.77,2.57,88.9038,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0315499690028,Teresa,Carvalho,S,4081,22.52,100.00,775,17.42,5.10,72.3814,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
075747847023,Gustaf,Lantz,S,3184,24.75,99.97,504,13.29,11.46,63.7648,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0274462857213,Petter,Löberg,S,4779,19.79,99.94,832,14.18,5.61,74.5300,RESILIENT,Good crisis response - reliable during high-activity periods
0512009811316,Lena,Malm,S,250,0.40,99.20,0,,,68.8000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0433422973328,Kristoffer,Lindberg,S,1309,18.49,100.00,300,19.33,-0.85,80.6667,RESILIENT,Good crisis response - reliable during high-activity periods
0244552157217,Annelie,Sjöberg,SD,0,,,28,0.00,,,INSUFFICIENT_DATA,Insufficient crisis period data for assessment
0603366539729,Malin,Danielsson,L,2774,26.39,99.96,415,24.58,1.81,71.7665,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0503029811325,David,Josefsson,M,3185,28.60,99.97,437,16.93,11.67,59.6966,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0749416304126,Marie,Nicholson,M,1309,14.74,100.00,257,24.90,-10.16,75.0973,RESILIENT,Good crisis response - reliable during high-activity periods
0828001951212,Ingemar,Kihlström,KD,3185,33.41,100.00,534,12.17,21.23,45.3591,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
07921826010,Anna-Belle,Strömberg,S,1946,12.49,100.00,331,5.74,6.75,80.7659,RESILIENT,Good crisis response - reliable during high-activity periods
084624777218,Helena,Lindahl,C,6283,19.34,99.90,1105,15.20,4.13,76.4323,RESILIENT,Good crisis response - reliable during high-activity periods
0742883909221,John,E Weinerhall,M,3185,26.28,100.00,534,26.03,0.25,73.4711,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
035234573112,Anna-Lena,Hedberg,SD,1239,21.39,100.00,244,38.11,-16.73,61.8852,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0644591005314,Crister,Spets,SD,535,0.00,99.81,136,7.35,-7.35,92.4601,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
07012286624,Daniel,Riazat,-,4445,23.44,100.00,832,15.14,8.30,68.2601,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0722683622001,Lars,Jilmstad,M,1959,39.25,99.95,228,23.25,16.01,44.6851,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0598792324417,Ulrika,Jörgensen,M,1876,39.50,100.00,277,24.91,14.59,45.9119,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0810201628512,Ann-Charlotte,Hammar Johnsson,M,7232,18.56,99.99,1505,8.84,9.72,71.7106,RESILIENT,Good crisis response - reliable during high-activity periods
012547905113,Christina,Nilsson,SD,0,,,21,0.00,,,INSUFFICIENT_DATA,Insufficient crisis period data for assessment
0358514648113,Marléne,Lund Kopparklint,-,53,0.00,79.25,534,33.15,-33.15,50.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0575283695521,Helena,Storckenfeldt,M,2774,29.81,100.00,485,19.79,10.02,60.1687,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0153782796218,Ulf,Rexefjord,SD,71,0.00,100.00,0,,,70.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
04571388712,Adam,Reuterskiöld,M,1309,13.90,100.00,257,13.23,0.67,85.4221,RESILIENT,Good crisis response - reliable during high-activity periods
0386912710815,Mats,Arkhem,SD,1309,0.84,100.00,257,6.61,-5.77,93.3852,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0376353897112,Leif,Nysmed,S,4318,23.95,99.98,801,15.98,7.97,68.0643,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0892978334516,Michael,Anefur,KD,1824,40.30,100.00,333,24.62,15.67,44.0325,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0512645510895,Jonathan,Svensson,S,985,0.00,100.00,200,3.00,-3.00,97.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0411459873625,Hanna,Gunnarsson,V,3185,8.54,99.97,534,4.49,4.05,87.3829,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0904448094023,Linus,Lakso,MP,985,14.42,100.00,202,8.42,6.00,79.5834,RESILIENT,Good crisis response - reliable during high-activity periods
0148424181819,Ann-Christine,Frohm,SD,3185,21.29,99.97,534,16.29,5.00,73.6862,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0296384583518,Åsa,Eriksson,S,3811,31.23,99.95,685,14.16,17.06,51.6573,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0682989845822,Håkan,Svenneling,V,4695,32.40,99.91,832,22.12,10.28,57.2379,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0667220767927,Erik,Ezelius,S,4383,27.65,99.95,749,18.29,9.36,62.9408,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
010643534813,Eric,Westroth,SD,3185,25.34,100.00,534,13.11,12.23,62.4336,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0773497241728,Roger,Hedlund,SD,4695,28.86,99.98,832,15.38,13.48,57.6423,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0307835692938,Emelie,Nyman,C,347,18.16,100.00,12,0.00,18.16,63.6888,RESILIENT,Good crisis response - reliable during high-activity periods
0764422217512,Lars,Engsund,M,1309,1.76,100.00,257,2.33,-0.58,97.6654,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0146133946627,Andreas,Lennkvist Manriquez,V,985,6.70,100.00,263,10.65,-3.95,89.3536,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
094145171913,Unni,Björnerfors,SD,347,5.48,100.00,43,0.00,5.48,89.0490,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
