id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
gr12558,,2004-01-28,"",,frs,//data.riksdagen.se/dokument/GR12558.html,//data.riksdagen.se/dokument/GR12558.text,73,"",558,2004-01-28,558,"","",2003/04,"","","",2006-09-20 15:06:12,"",prostitution på rastplatser,,rdwebb,dokument,"","","den 28 januari  Svar på fråga 2003/04:558 om prostitution på rastplatser
 Justitieminister Thomas Bodström
 Carina Hägg har frågat mig vilka åtgärder jag tänker vidta för att komma till rätta med den prostitution som hon menar förekommer på rastplatser längs våra vägar.
 Prostitution är en form av exploatering av människor","den 28 januari  Svar på fråga 2003/04:558 om prostitution på rastplatser
 Justitieminister Thomas Bodström
 Carina Hägg har frågat mig vilka åtgärder jag tänker vidta för att komma till rätta med den prostitution som hon menar förekommer på rastplatser längs våra vägar.
 Prostitution är en form av exploatering av människor",prostitution på rastplatser,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h3022188,,2015-10-06,"",,mot,//data.riksdagen.se/dokument/H3022188.html,//data.riksdagen.se/dokument/H3022188.text,1267,78589a20-9560-465c-b443-f5f4be4ba5f6,2188,2015-10-06,2188,TU,"",2015/16,Klar,av Anna Wallén m.fl. (S),Enskild motion,2016-09-01 16:22:18,S5016,Tillgång till bredband i hela landet,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2015/16:2188
 av Anna Wallén m.fl. (S)
 Tillgång till bredband i hela landet
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att i infrastrukturplaneringen studera förutsättningarna för att ge tillgång till bredband i hela landet och tillkännager detta för regeringen.
","Motion till riksdagen
 2015/16:2188
 av Anna Wallén m.fl. (S)
 Tillgång till bredband i hela landet
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att i infrastrukturplaneringen studera förutsättningarna för att ge tillgång till bredband i hela landet och tillkännager detta för regeringen.
",Tillgång till bredband i hela landet,Motion,Motion,mot
h419sfu2p4,,2016-12-15,"",,votering,//data.riksdagen.se/dokument/H419SfU2p4.html,//data.riksdagen.se/dokument/H419SfU2p4.text,272,B3142C9B-532A-4FBE-A6AF-D06E782545C3,SfU2,2016-12-15 16:13:48,2,SfU,"",2016/17,"",Utgiftsområde 11 Ekonomisk trygghet vid ålderdom,huvudvotering,2016-12-15 16:13:49,4,"Votering: betänkande 2016/17:SfU2 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom, förslagspunkt 4",,rdwebb,dokument,RIM-vot,"","Votering: betänkande 2016/17:SfU2 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom, förslagspunkt 4
 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom
 Datum: 2016-12-15  Omröstning i sakfrågan
 Utskottets förslag mot reservation 6 V Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 106
 0
 0
 7
 M
 78
 0
 0
 6
 SD
 42
 0
 0
 6
","Votering: betänkande 2016/17:SfU2 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom, förslagspunkt 4
 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom
 Datum: 2016-12-15  Omröstning i sakfrågan
 Utskottets förslag mot reservation 6 V Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 106
 0
 0
 7
 M
 78
 0
 0
 6
 SD
 42
 0
 0
 6
","Votering: betänkande 2016/17:SfU2 Utgiftsområde 11 Ekonomisk trygghet vid ålderdom, förslagspunkt 4",Omröstning,Omröstning,votering
hd19föu3p3,,2025-10-22,"",,votering,//data.riksdagen.se/dokument/HD19FöU3p3.html,//data.riksdagen.se/dokument/HD19FöU3p3.text,140,244A46C4-7820-400C-B863-99F69CCD471D,FöU3,2025-10-22 16:18:21,3,FöU,"",2025/26,"","Försvarsindustristrategi för ett starkare Sverige – innovation, produktion och samarbete",huvudvotering,2025-10-22 16:18:22,3,"Omröstning: betänkande 2025/26:FöU3 Försvarsindustristrategi för ett starkare Sverige – innovation, produktion och samarbete, förslagspunkt 3",,rdwebb,dokument,RIM-vot,"","Omröstning: betänkande 2025/26:FöU3 Försvarsindustristrategi för ett starkare Sverige innovation, produktion och samarbete, förslagspunkt 3
 Försvarsindustristrategi för ett starkare Sverige innovation, produktion och samarbete
 Datum: 2025-10-22  Omröstning i sakfrågan
 Utskottets förslag mot reservation 3 (V)
 Parti
","Omröstning: betänkande 2025/26:FöU3 Försvarsindustristrategi för ett starkare Sverige innovation, produktion och samarbete, förslagspunkt 3
 Försvarsindustristrategi för ett starkare Sverige innovation, produktion och samarbete
 Datum: 2025-10-22  Omröstning i sakfrågan
 Utskottets förslag mot reservation 3 (V)
 Parti
","Omröstning: betänkande 2025/26:FöU3 Försvarsindustristrategi för ett starkare Sverige – innovation, produktion och samarbete, förslagspunkt 3",Omröstning,Omröstning,votering
h50j20180328,,2018-03-28,"",,t-lista,//data.riksdagen.se/dokument/H50J20180328.html,//data.riksdagen.se/dokument/H50J20180328.text,196,"",20180328,2018-03-28,93,"","",2017/18,Publicerad,"","",2018-03-27 16:50:49,"",Onsdag den 28 mars 2018,,rdwebb,dokument,RIM,"","Onsdagen den 28 mars 2018  Kl. 09.00
 Arbetsplenum
 16.00
 Votering
 Nr
 Anmäld tid min.Ackumulerad tid
 24
 Finansutskottets betänkande FiU36
 Nya regler om betaltjänster
 0.00
 0.00
 Gemensam debatt SfU15, SfU16, SfU17 och SfU18
 25
 Socialförsäkringsutskottets betänkande SfU15
 Migration och asylpolitik
 1
 Carina Ohlsson","Onsdagen den 28 mars 2018  Kl. 09.00
 Arbetsplenum
 16.00
 Votering
 Nr
 Anmäld tid min.Ackumulerad tid
 24
 Finansutskottets betänkande FiU36
 Nya regler om betaltjänster
 0.00
 0.00
 Gemensam debatt SfU15, SfU16, SfU17 och SfU18
 25
 Socialförsäkringsutskottets betänkande SfU15
 Migration och asylpolitik
 1
 Carina Ohlsson",Onsdag den 28 mars 2018,Talarlista,Talarlista,t-lista
gw0j20090312,,2009-03-12,"",,t-lista,//data.riksdagen.se/dokument/GW0J20090312.html,//data.riksdagen.se/dokument/GW0J20090312.text,171,"",20090312,2009-03-11 17:28:03,0,"","",2008/09,slutlig,"","",2009-03-11 17:26:32,"",Torsdagen den 12 mars 2009,,rdwebb,dokument,"","","Torsdagen den 12 mars 2009
 Kl. 12.00
 EU-debatt
 14.00
 Statsministerns
 frågestund
 Arbetsplenum
 Votering efter
 debattens slut i ärendet FiU40
 Nr
 1
 EU-debatt
 Debatt om aktuella frågor i
 EU-samarbetet. Debattregler
 I den inledande debatten deltar en
 företrädare från varje parti. Statsrådet Cecilia Malmström fp","Torsdagen den 12 mars 2009
 Kl. 12.00
 EU-debatt
 14.00
 Statsministerns
 frågestund
 Arbetsplenum
 Votering efter
 debattens slut i ärendet FiU40
 Nr
 1
 EU-debatt
 Debatt om aktuella frågor i
 EU-samarbetet. Debattregler
 I den inledande debatten deltar en
 företrädare från varje parti. Statsrådet Cecilia Malmström fp",Torsdagen den 12 mars 2009,Talarlista,Talarlista,t-lista
h811244,,2020-10-19,"",,fr,//data.riksdagen.se/dokument/H811244.html,//data.riksdagen.se/dokument/H811244.text,11,646fecff-435e-4d02-a08b-9db9f0873f86,244,2020-10-19,244,SD,"",2020/21,Besvarad,Markus Wiechel (SD),"",2020-10-28 11:12:35,SD,Folkrättsbrott mot Armenien och Republiken Artsach,,rdwebb,dokument,Frips,"","Fråga 2020/21:244 Folkrättsbrott mot Armenien och Republiken Artsach
 av  Markus Wiechel (SD)
 till Utrikesminister Ann Linde (S)
 De strider som har hållit på sedan den 27 september mellan Azerbajdzjan och Turkiet med allierade jihadister och Armenien (samt Republiken Artsach) har sorgligt nog eskalerat till ett fullskaligt","Fråga 2020/21:244 Folkrättsbrott mot Armenien och Republiken Artsach
 av  Markus Wiechel (SD)
 till Utrikesminister Ann Linde (S)
 De strider som har hållit på sedan den 27 september mellan Azerbajdzjan och Turkiet med allierade jihadister och Armenien (samt Republiken Artsach) har sorgligt nog eskalerat till ett fullskaligt",Folkrättsbrott mot Armenien och Republiken Artsach,Skriftlig fråga,Skriftlig fråga,fr
gq11192,,2002-11-26,"",,fr,//data.riksdagen.se/dokument/GQ11192.html,//data.riksdagen.se/dokument/GQ11192.text,30,"",192,2002-11-26,192,m,"",2002/03,"","Johansson, Carl-Axel (m)","",2009-03-31 14:07:33,m,torskfiskestopp,,rdwebb,dokument,"","","den 26 november
 Fråga 2002/03:192
 av  Carl-Axel Johansson
 (m) till jordbruksminister Ann-Christin Nykvist om torskfiskestopp
 Varslen inom fiskerinäringen börjar nu komma. Dessa beror på att man inte kan driva näringen vidare om ett torskfiskestopp införs.  Fiskeriverket anger i sitt remissvar att lekbiomassan för torsk","den 26 november
 Fråga 2002/03:192
 av  Carl-Axel Johansson
 (m) till jordbruksminister Ann-Christin Nykvist om torskfiskestopp
 Varslen inom fiskerinäringen börjar nu komma. Dessa beror på att man inte kan driva näringen vidare om ett torskfiskestopp införs.  Fiskeriverket anger i sitt remissvar att lekbiomassan för torsk",torskfiskestopp,Skriftlig fråga,Skriftlig fråga,fr
h31132,,2015-09-24,"",,fr,//data.riksdagen.se/dokument/H31132.html,//data.riksdagen.se/dokument/H31132.text,168,c0e5bd9d-8b2d-4bf8-94cc-836e65a98dae,32,2015-09-24,32,L,"",2015/16,Skickad,Birgitta Ohlsson (FP),"",2015-10-07 13:17:08,FP,Bortförda barn vid barn- och tvångsäktenskap,,rdwebb,dokument,Frips,"","Fråga 2015/16:32 Bortförda barn vid barn- och tvångsäktenskap
 av  Birgitta Ohlsson (FP)
 till Justitie- och migrationsminister Morgan Johansson (S)
 Höstterminen är igång på svenska skolor. Men skolbänkar gapar tomma efter barn som aldrig kom tillbaka efter sommarlovet. Barn som har blivit bortgifta eller könsstympade","Fråga 2015/16:32 Bortförda barn vid barn- och tvångsäktenskap
 av  Birgitta Ohlsson (FP)
 till Justitie- och migrationsminister Morgan Johansson (S)
 Höstterminen är igång på svenska skolor. Men skolbänkar gapar tomma efter barn som aldrig kom tillbaka efter sommarlovet. Barn som har blivit bortgifta eller könsstympade",Bortförda barn vid barn- och tvångsäktenskap,Skriftlig fråga,Skriftlig fråga,fr
hc02426,,2024-09-25,"",,mot,//data.riksdagen.se/dokument/HC02426.html,//data.riksdagen.se/dokument/HC02426.text,327,75a45e3c-c05d-468f-aa0f-e9ed1d6f663a,426,2024-09-25,426,UbU,"",2024/25,Klar,av Serkan Köse (S),Enskild motion,2025-05-14 16:30:45,15,Stärkt stöd för modersmålsundervisning,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2024/25:426
 av Serkan Köse (S)
 Stärkt stöd för modersmålsundervisning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att stärka stödet för modersmålsundervisning i grund- och gymnasieskolor och tillkännager detta för regeringen.
 Motivering
 Modersmålsundervisning","Motion till riksdagen
 2024/25:426
 av Serkan Köse (S)
 Stärkt stöd för modersmålsundervisning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att stärka stödet för modersmålsundervisning i grund- och gymnasieskolor och tillkännager detta för regeringen.
 Motivering
 Modersmålsundervisning",Stärkt stöd för modersmålsundervisning,Motion,Motion,mot
h9111289,,2022-03-17,"",,fr,//data.riksdagen.se/dokument/H9111289.html,//data.riksdagen.se/dokument/H9111289.text,210,7f41bc05-2a07-4f6a-9c5e-d0d767258bea,1289,2022-03-17,1289,SD,"",2021/22,Besvarad,Eric Palmqvist (SD),"",2022-03-30 09:14:47,SD,Elnätsutbyggnad och gröna industrisatsningar ,,rdwebb,dokument,Frips,"","Fråga 2021/22:1289 Elnätsutbyggnad och gröna industrisatsningar  av  Eric Palmqvist (SD)
 till Statsrådet Khashayar Farmanbar (S)
 Enligt ett förhandsbesked från Svenska kraftnät kommer elnäten i norra Sverige inte att hinna byggas ut i den takt som efterfrågas för att möta den gröna nyindustraliseringens behov. Svenska","Fråga 2021/22:1289 Elnätsutbyggnad och gröna industrisatsningar  av  Eric Palmqvist (SD)
 till Statsrådet Khashayar Farmanbar (S)
 Enligt ett förhandsbesked från Svenska kraftnät kommer elnäten i norra Sverige inte att hinna byggas ut i den takt som efterfrågas för att möta den gröna nyindustraliseringens behov. Svenska",Elnätsutbyggnad och gröna industrisatsningar ,Skriftlig fråga,Skriftlig fråga,fr
gw03200,,2009-06-09,"",//data.riksdagen.se/dokumentstatus/GW03200.xml,prop,//data.riksdagen.se/dokument/GW03200.html,//data.riksdagen.se/dokument/GW03200.text,15,"",200,2009-06-09,200,S,"",2008/09,hämtad_2,"",prop,2024-06-19 14:46:33,d1,Socialförsäkringsbalk,,rdwebb,dokument,"","","Socialförsäkringsbalk
 Regeringens proposition 2008/09:200
 Socialförsäkringsbalk
 Prop. 2008/09:200
 Regeringen överlämnar denna proposition till riksdagen. Stockholm den 28 maj 2009
 Fredrik Reinfeldt
 Cristina Husmark Pehrsson Socialdepartementet Propositionens huvudsakliga innehåll
 I propositionen föreslås en ny sammanhållen","Socialförsäkringsbalk
 Regeringens proposition 2008/09:200
 Socialförsäkringsbalk
 Prop. 2008/09:200
 Regeringen överlämnar denna proposition till riksdagen. Stockholm den 28 maj 2009
 Fredrik Reinfeldt
 Cristina Husmark Pehrsson Socialdepartementet Propositionens huvudsakliga innehåll
 I propositionen föreslås en ny sammanhållen",Socialförsäkringsbalk,Proposition,Proposition,prop
gv12929,,2008-03-12,"",,frs,//data.riksdagen.se/dokument/GV12929.html,//data.riksdagen.se/dokument/GV12929.text,115,"",929,2008-03-12,929,"","",2007/08,korrekturläst,Statsrådet Åsa Torstensson,"",2008-03-12 19:48:47,"",Yrkeschaufförers kör- och vilotider,,rdwebb,dokument,"","","den 12 mars
 Svar på fråga
 2007/08:929 Yrkeschaufförers kör- och vilotider
 Statsrådet  Åsa Torstensson
 Lena  Asplund har frågat mig vilka initiativ jag avser att ta för att undvika  fyrkantiga regler och ändå tillgodose yrkesförares och medtrafikanters säkerhet.
 Precis  som Lena Asplund påtalar har kör- och vilotidsreglerna","den 12 mars
 Svar på fråga
 2007/08:929 Yrkeschaufförers kör- och vilotider
 Statsrådet  Åsa Torstensson
 Lena  Asplund har frågat mig vilka initiativ jag avser att ta för att undvika  fyrkantiga regler och ändå tillgodose yrkesförares och medtrafikanters säkerhet.
 Precis  som Lena Asplund påtalar har kör- och vilotidsreglerna",Yrkeschaufförers kör- och vilotider,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h3a1ku56p,,2016-06-16,"",,utskottsdokument,//data.riksdagen.se/dokument/H3A1KU56p.html,//data.riksdagen.se/dokument/H3A1KU56p.text,201,"","",1900-01-01,56,KU,"",2015/16,"","",Protokoll,2016-06-27 14:02:15,"",Protokoll utskottssammanträde 2015/16:56,,rdwebb,dokument,Q,"","RIKSDAGEN
 KONSTITUTIONSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2015/16:56
 DATUM
 2016-06-16
 TID
 9.0010.29
 10.4110.44
 NÄRVARANDE
 Se bilaga 1
 1
 Jubileum med anledning av demokratins införande i Sverige  Kanslichef Eva Östlund från ledningsstaben i Riksdagsförvaltningen informerade om den parlamentariska kommitténs","RIKSDAGEN
 KONSTITUTIONSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2015/16:56
 DATUM
 2016-06-16
 TID
 9.0010.29
 10.4110.44
 NÄRVARANDE
 Se bilaga 1
 1
 Jubileum med anledning av demokratins införande i Sverige  Kanslichef Eva Östlund från ledningsstaben i Riksdagsförvaltningen informerade om den parlamentariska kommitténs",Protokoll utskottssammanträde 2015/16:56,Utskottens protokoll,Utskottens protokoll,uprotokoll
h00n2b5f7f,,2013-01-01,"",,eunbil,//data.riksdagen.se/dokument/H00N2B5F7F.html,//data.riksdagen.se/dokument/H00N2B5F7F.text,296,"",2B5F7F,2013-01-01,0,"",H00L13,2012/13,ok,"","",2013-12-16 16:53:51,"","Ekofin, Kommenterad dagordning",,rdwebb,dokument,"","","Annotering  2012-11-26
 Fi 2012/166
 Finansdepartementet
 Till: Riksdagen
 Ekofinrådets möte den  4 december 2012 i Bryssel
 Kommenterad dagordning
 enligt den preliminära dagordning som framkom i Coreper den 14 november 2012
 Godkännande av den preliminära dagordningen
 Lagstiftningsöverläggningar
 Godkännande av listan","Annotering  2012-11-26
 Fi 2012/166
 Finansdepartementet
 Till: Riksdagen
 Ekofinrådets möte den  4 december 2012 i Bryssel
 Kommenterad dagordning
 enligt den preliminära dagordning som framkom i Coreper den 14 november 2012
 Godkännande av den preliminära dagordningen
 Lagstiftningsöverläggningar
 Godkännande av listan","Ekofin, Kommenterad dagordning",Bilaga till dokument från EU-nämnden,Bilaga till dokument från EU-nämnden,eunbil
h402883,,2016-10-03,"",,mot,//data.riksdagen.se/dokument/H402883.html,//data.riksdagen.se/dokument/H402883.text,210,d4f329fe-b82d-416a-866f-2dafb702421e,883,2016-10-03,883,MJU,"",2016/17,Klar,av Hanna Westerén och Laila Naraghi (båda S),Enskild motion,2017-03-01 17:32:01,S1045,Gemensam Östersjöförvaltning,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2016/17:883
 av Hanna Westerén och Laila Naraghi (båda S)
 Gemensam Östersjöförvaltning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att närmare granska behovet av ytterligare insatser för en effektiv Östersjöförvaltning och tillkännager detta för regeringen.
","Motion till riksdagen
 2016/17:883
 av Hanna Westerén och Laila Naraghi (båda S)
 Gemensam Östersjöförvaltning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att närmare granska behovet av ytterligare insatser för en effektiv Östersjöförvaltning och tillkännager detta för regeringen.
",Gemensam Östersjöförvaltning,Motion,Motion,mot
h619sfu20p1,,2019-05-07,"",,votering,//data.riksdagen.se/dokument/H619SfU20p1.html,//data.riksdagen.se/dokument/H619SfU20p1.text,78,E1099A2B-5D25-4992-B622-7F97D85183EB,SfU20,2019-05-07 16:04:55,20,SfU,"",2018/19,"",Socialförsäkringsfrågor,huvudvotering,2019-05-07 16:04:56,1,"Omröstning: betänkande 2018/19:SfU20 Socialförsäkringsfrågor, förslagspunkt 1",,rdwebb,dokument,RIM-vot,"","Omröstning: betänkande 2018/19:SfU20 Socialförsäkringsfrågor, förslagspunkt 1
 Socialförsäkringsfrågor
 Datum: 2019-05-07  Omröstning i sakfrågan
 Utskottets förslag mot reservation 2 C Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 88
 0
 0
 12
 M
 61
 0
 0
 9
 SD
 0
 0
 59
 3
 C
 0
 27
 0
 4
 V
 0
 0
 26
 2
 KD
 0
 0
 20
","Omröstning: betänkande 2018/19:SfU20 Socialförsäkringsfrågor, förslagspunkt 1
 Socialförsäkringsfrågor
 Datum: 2019-05-07  Omröstning i sakfrågan
 Utskottets förslag mot reservation 2 C Parti
 Ja
 Nej
 Avstående
 Frånvarande
 S
 88
 0
 0
 12
 M
 61
 0
 0
 9
 SD
 0
 0
 59
 3
 C
 0
 27
 0
 4
 V
 0
 0
 26
 2
 KD
 0
 0
 20
","Omröstning: betänkande 2018/19:SfU20 Socialförsäkringsfrågor, förslagspunkt 1",Omröstning,Omröstning,votering
gp02fi251,,2001-10-05,"",,mot,//data.riksdagen.se/dokument/GP02Fi251.html,//data.riksdagen.se/dokument/GP02Fi251.text,452,{1E468A6E-BA2A-11D5-AE67-000103094310},Fi251,2001-10-05,251,FiU,"",2001/02,"",av Anders Ygeman och Lena Sandlin-Hedman (s),Enskild motion,2005-11-03 18:38:35,s7028,Anbudsförfarande vid offentlig upphandling,,rdwebb,dokument,webbnav,"","Motion till riksdagen
 2001/02:Fi251
 av Anders Ygeman och Lena Sandlin-Hedman (s)
 Anbudsförfarande vid offentlig upphandling
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om att kollektivavtalsbärande fackförening skall ha rätt att yttra sig över underlaget vid","Motion till riksdagen
 2001/02:Fi251
 av Anders Ygeman och Lena Sandlin-Hedman (s)
 Anbudsförfarande vid offentlig upphandling
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om att kollektivavtalsbärande fackförening skall ha rätt att yttra sig över underlaget vid",Anbudsförfarande vid offentlig upphandling,Motion,Motion,mot
h8b6114,,2020-03-13,"",,eu-dokument,//data.riksdagen.se/dokument/H8B6114.html,//data.riksdagen.se/dokument/H8B6114.text,232,33331,114,"",114,Europeiska kommissionen,"",2020,"","",COM,2023-02-07 11:32:31,"",Förslag till Europaparlamentets och rådets förordning om ändring av rådets förordning (EG) nr 2012/2002 i syfte att ge ekonomiskt bistånd till medlemsstater och länder som förhandlar om anslutning till unionen som allvarligt har drabbats av större hot mot folkhälsan ,,rdwebb,dokument,Lemur,"","EUROPEISKA
 KOMMISSIONEN
 Bryssel den 13.3.2020
 COM2020 114 final
 2020/0044 COD Förslag till
 EUROPAPARLAMENTETS OCH RÅDETS FÖRORDNING
 om ändring av rådets förordning EG nr 2012/2002 i syfte att ge ekonomiskt bistånd till medlemsstater och länder som förhandlar om anslutning till unionen som allvarligt har drabbats av","EUROPEISKA
 KOMMISSIONEN
 Bryssel den 13.3.2020
 COM2020 114 final
 2020/0044 COD Förslag till
 EUROPAPARLAMENTETS OCH RÅDETS FÖRORDNING
 om ändring av rådets förordning EG nr 2012/2002 i syfte att ge ekonomiskt bistånd till medlemsstater och länder som förhandlar om anslutning till unionen som allvarligt har drabbats av",Förslag till Europaparlamentets och rådets förordning om ändring av rådets förordning (EG) nr 2012/2002 i syfte att ge ekonomiskt bistånd till medlemsstater och länder som förhandlar om anslutning till unionen som allvarligt har drabbats av större hot mot folkhälsan ,EU-dokument,EU-dokument,eu-dokument
gs11806,,2005-01-27,"",,fr,//data.riksdagen.se/dokument/GS11806.html,//data.riksdagen.se/dokument/GS11806.text,149,"",806,2005-01-27,806,s,"",2004/05,"","Sandgren, Margareta (s)","",2009-03-31 14:07:33,s,frystorkning av avlidna,,rdwebb,dokument,"","","den 27 januari
 Fråga 2004/05:806
 av  Margareta Sandgren
 (s) till utbildnings- och kulturminister Leif Pagrotsky om frystorkning av avlidna
 Frystorkning har föreslagits som ett alternativ att ta hand om avlidna. Metoden innebär att den avlidne fryses ned till minus 18 grader. Kistan sänks ned i flytande kväve, minus","den 27 januari
 Fråga 2004/05:806
 av  Margareta Sandgren
 (s) till utbildnings- och kulturminister Leif Pagrotsky om frystorkning av avlidna
 Frystorkning har föreslagits som ett alternativ att ta hand om avlidna. Metoden innebär att den avlidne fryses ned till minus 18 grader. Kistan sänks ned i flytande kväve, minus",frystorkning av avlidna,Skriftlig fråga,Skriftlig fråga,fr
gr02a3,,2003-09-19,"",,mot,//data.riksdagen.se/dokument/GR02A3.html,//data.riksdagen.se/dokument/GR02A3.text,76,{D948FF47-05A0-4876-BC26-0AD9701C9DF9},A3,2003-09-19,3,AU,"",2003/04,"",av Anne Ludvigsson m.fl. (s),Enskild motion,2005-11-03 10:11:59,s3000,med anledning av skr. 2002/03:140 Jämt och ständigt - Regeringens jämställdhetspolitik med handlingsplan för mandatperioden,,rdwebb,dokument,webbnav,"","Motion till riksdagen
 2003/04:A3
 av Anne Ludvigsson m.fl. (s)
 med anledning av skr. 2002/03:140 Jämt och ständigt Regeringens jämställdhetspolitik med handlingsplan för mandatperioden
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om stöd till kvinnors företagande","Motion till riksdagen
 2003/04:A3
 av Anne Ludvigsson m.fl. (s)
 med anledning av skr. 2002/03:140 Jämt och ständigt Regeringens jämställdhetspolitik med handlingsplan för mandatperioden
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om stöd till kvinnors företagande",med anledning av skr. 2002/03:140 Jämt och ständigt - Regeringens jämställdhetspolitik med handlingsplan för mandatperioden,Motion,Motion,mot
h3a1au10p,,2015-11-19,"",,utskottsdokument,//data.riksdagen.se/dokument/H3A1AU10p.html,//data.riksdagen.se/dokument/H3A1AU10p.text,211,"","",1900-01-01,10,AU,"",2015/16,"","",Protokoll,2015-11-26 10:56:37,"",Protokoll utskottssammanträde 2015/16:10,,rdwebb,dokument,Q,"","RIKSDAGEN
 ARBETSMARKNADSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2015/16:10
 DATUM
 2015-11-19
 TID
 10.0010.39
 NÄRVARANDE
 Se bilaga 1
 1
 Medgivande att närvara  Utskottet medgav att en politisk sekreterare från varje parti samt en tjänsteman från EU-nämndens kansli fick närvara under informationen från EU-kommissionen.","RIKSDAGEN
 ARBETSMARKNADSUTSKOTTET
 PROTOKOLL  UTSKOTTSSAMMANTRÄDE 2015/16:10
 DATUM
 2015-11-19
 TID
 10.0010.39
 NÄRVARANDE
 Se bilaga 1
 1
 Medgivande att närvara  Utskottet medgav att en politisk sekreterare från varje parti samt en tjänsteman från EU-nämndens kansli fick närvara under informationen från EU-kommissionen.",Protokoll utskottssammanträde 2015/16:10,Utskottens protokoll,Utskottens protokoll,uprotokoll
h90363,,2021-12-20,"",//data.riksdagen.se/dokumentstatus/H90363.xml,prop,//data.riksdagen.se/dokument/H90363.html,//data.riksdagen.se/dokument/H90363.text,33,720ceb56-b272-4f25-a456-7b67e055ce1d,63,2021-12-20,63,Försvarsdepartementet,"",2021/22,Klar,"",skr,2022-12-06 16:25:36,"",Riksrevisionens rapport om att bygga nationell försvarsförmåga – statens arbete med att stärka arméstridskrafterna,,rdwebb,dokument,prop-RIM,"","Regeringens skrivelse 2021/22:63
 Riksrevisionens rapport om att bygga nationell  Skr. försvarsförmåga statens arbete med att stärka  2021/22:63  arméstridskrafterna  Regeringen överlämnar denna skrivelse till riksdagen. Stockholm den 16 december 2021
 Morgan Johansson
 Peter Hultqvist Försvarsdepartementet Skrivelsens","Regeringens skrivelse 2021/22:63
 Riksrevisionens rapport om att bygga nationell  Skr. försvarsförmåga statens arbete med att stärka  2021/22:63  arméstridskrafterna  Regeringen överlämnar denna skrivelse till riksdagen. Stockholm den 16 december 2021
 Morgan Johansson
 Peter Hultqvist Försvarsdepartementet Skrivelsens",Riksrevisionens rapport om att bygga nationell försvarsförmåga – statens arbete med att stärka arméstridskrafterna,Proposition,Skrivelse,prop
gs0i133,,2005-06-07,"",,f-lista,//data.riksdagen.se/dokument/GS0I133.html,//data.riksdagen.se/dokument/GS0I133.text,4,"",133,2005-06-18 18:32:48,133,"","",2004/05,"","","",2005-06-18 18:32:48,"",Tisdagen den 7 juni 2005,,rdwebb,dokument,"","","2004/05:133
 Tisdagen den 7 juni 2005
 Kl. 09.00
 Interpellationssvar
 Justering av protokoll
 1
 Protokoll från sammanträdena måndagen den 30 maj, tisdagen den 31 maj och onsdagen den 1 juni  Meddelande om frågestund
 Torsdagen den 9 juni kl.14.00
 2
 Frågor besvaras av vice statsminister Bosse Ringholm s statsrådet Hans","2004/05:133
 Tisdagen den 7 juni 2005
 Kl. 09.00
 Interpellationssvar
 Justering av protokoll
 1
 Protokoll från sammanträdena måndagen den 30 maj, tisdagen den 31 maj och onsdagen den 1 juni  Meddelande om frågestund
 Torsdagen den 9 juni kl.14.00
 2
 Frågor besvaras av vice statsminister Bosse Ringholm s statsrådet Hans",Tisdagen den 7 juni 2005,Kammarens föredragningslistor,Kammarens föredragningslistor,f-lista
