hjid,assignment_type,detail,from_date,intressent_id,order_number,org_code,role_code,status,to_date,assignment_list_person_assig_0
46534,uppdrag,Konstitutionsutskottet,2020-03-18,0522240580423,61,KU,Suppleant,"",2020-09-03,46513
3669,uppdrag,Bostadsutskottet,2002-10-08,0808145784313,0,BoU,Ledamot,"",2006-10-02,3655
7857,Riksdagsorgan,Valberedningen,2006-10-26,0782242286018,9,VB,Suppleant,"",2010-10-04,7841
32211,uppdrag,Utbildningsutskottet,2020-03-18,0322827326923,106,UbU,Suppleant,"",2022-09-26,32199
51480,uppdrag,Näringsutskottet,2020-03-18,0682989845822,239,NU,Suppleant,"",2022-09-26,51463
40879,uppdrag,Civilutskottet,2020-03-18,0442629549320,133,CU,Suppleant,"",2022-09-26,40867
45260,uppdrag,EU-nämnden,2020-03-18,065105536026,237,EUN,Suppleant,"",2022-10-04,45224
51467,kammaruppdrag,"",2014-09-29,0682989845822,163,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,51463
6349,uppdrag,Socialutskottet,1998-10-13,0615338062910,0,SoU,Suppleant,"",2002-09-30,6339
52642,uppdrag,Utrikesutskottet,2020-03-18,0607691439013,49,UU,Suppleant,"",2020-09-03,52613
39394,uppdrag,Kulturutskottet,2020-03-18,0974061238314,207,KrU,Suppleant,"",2022-09-26,39383
39803,Riksdagsorgan,Nordiska rådets svenska delegation,2010-10-19,012053331219,1,NR,Suppleant,"",2011-09-15,39764
50114,Riksdagsorgan,Riksdagens delegation till Interparlamentariska unionen,2022-10-26,0256716955026,2,IPU,Ledamot,"",2022-11-10,50075
24376,uppdrag,EU-nämnden,2020-03-18,0691264514114,177,EUN,Suppleant,"",2022-09-26,24352
48573,kammaruppdrag,"",2017-07-03,023767922422,259,kam,Riksdagsledamot,Tjänstgörande,2017-07-05,48563
30332,uppdrag,Kulturutskottet,2020-03-18,0779781772919,184,KrU,Suppleant,"",2022-09-26,30323
2826,uppdrag,Justitieutskottet,1995-10-11,0697895317615,0,JuU,Ledamot,"",1998-10-04,2816
1244,uppdrag,Trafikutskottet,1998-10-13,0682674527208,0,TU,Suppleant,"",2002-09-30,1234
46711,kammaruppdrag,"",2018-09-24,02910042914,290,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,46709
30877,uppdrag,Arbetsmarknadsutskottet,2016-01-22,0480085646428,2,AU,Suppleant,"",2018-09-24,30873
5283,uppdrag,Arbetsmarknadsutskottet,1994-10-11,0332067570917,0,AU,Ledamot,"",1998-10-04,5269
22436,uppdrag,Skatteutskottet,2002-10-08,0363608290410,0,SkU,Ledamot,"",2006-10-02,22429
25151,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,055824190225,263,MJU,Suppleant,"",2021-12-16,25145
1370,uppdrag,Sammansatta utrikes- och försvarsutskottet,2007-03-22,0640774576009,0,UFöU,Suppleant,"",2007-06-01,1356
7150,uppdrag,Skatteutskottet,1983-10-04,0637939864601,0,SkU,Ledamot,"",1985-09-29,7136
53054,kammaruppdrag,"",2018-09-24,0587736055221,221,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,53050
51203,uppdrag,Näringsutskottet,2015-02-01,0412148992926,3,NU,Suppleant,"",2017-04-27,51177
53527,uppdrag,Trafikutskottet,2020-03-18,0211757295524,271,TU,Suppleant,"",2022-09-26,53492
28468,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0409540163215,78,MJU,Suppleant,"",2022-09-26,28456
52546,Riksdagsorgan,Riksdagens delegation till Arktiska parlamentarikerkonferensen,2018-10-24,0932000030511,4,CPAR,Ledamot,"",2020-02-04,52507
4209,kammaruppdrag,"",2004-07-20,0361291071906,1,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,4208
5313,kammaruppdrag,"",1991-11-30,0634917636517,281,kam,Riksdagsledamot,Tjänstgörande,1992-02-02,5306
28181,uppdrag,Konstitutionsutskottet,2020-03-18,0677738818613,132,KU,Suppleant,"",2020-09-03,28163
12018,kammaruppdrag,"",1991-12-11,0110548017702,86,kam,Riksdagsledamot,Tjänstgörande,1992-10-20,12015
49522,uppdrag,Sammansatta utrikes- och försvarsutskottet,2019-11-14,0254021157518,15,UFöU,Deputerad,"",2019-12-17,49494
39306,kammaruppdrag,"",2022-05-16,025967059622,62,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,39302
28661,Riksdagsorgan,Riksbanksfullmäktige,2018-10-09,0136310791918,6,RB,Ledamot,"",2022-10-09,28632
49809,uppdrag,EU-nämnden,2022-10-12,0178323535715,27,EUN,Suppleant,"",2023-09-20,49802
49646,uppdrag,Kulturutskottet,2022-10-04,0427321850912,4,KrU,Ledamot,"",2026-09-28,49639
13924,Riksdagsorgan,EG-delegationen,1993-01-21,0928800583601,0,EG,Ledamot,"",1994-10-03,13922
8894,uppdrag,Utbildningsutskottet,2002-10-08,0691468495629,0,UbU,Suppleant,"",2006-10-02,8891
12495,uppdrag,Justitieutskottet,1991-10-08,0856559235708,0,JuU,Suppleant,"",1992-10-13,12488
45681,uppdrag,Socialförsäkringsutskottet,2020-03-18,0333193598116,254,SfU,Suppleant,"",2022-09-26,45667
53999,uppdrag,Utrikesutskottet,2020-03-18,0838085832923,68,UU,Suppleant,"",2020-09-03,53977
47219,uppdrag,Socialutskottet,2017-07-01,0911067396229,0,SoU,Extra suppleant,"",2017-07-27,47189
6860,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2002-04-18,0548089226618,0,KUU,Suppleant,"",2002-06-04,6849
5317,kammaruppdrag,"",1985-09-30,0634917636517,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,5306
18389,kammaruppdrag,Axel Andersson,1984-05-08,0814703093208,0,kam,Ersättare,Ersättare,1984-06-08,18387
50189,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0418929039326,202,AU,Suppleant,"",2022-09-26,50178
23770,uppdrag,Civilutskottet,2011-04-26,0548314774911,2,CU,Ordförande,"",2014-09-29,23764
46244,uppdrag,Näringsutskottet,2020-03-18,010643534813,263,NU,Suppleant,"",2022-09-26,46231
51742,uppdrag,Justitieutskottet,2020-03-18,0802546764724,221,JuU,Suppleant,"",2022-09-26,51728
51553,uppdrag,Finansutskottet,2020-03-18,0155487380917,123,FiU,Suppleant,"",2022-09-26,51539
6121,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2001-03-27,0600928907216,0,KUU,Suppleant,"",2001-04-26,6072
19227,uppdrag,Konstitutionsutskottet,1994-10-11,0817433088402,0,KU,Suppleant,"",1998-10-04,19219
39899,partiuppdrag,Miljöpartiet de gröna,2011-05-21,0238588409223,0,MP,Språkrör,"",2019-05-04,39898
53758,uppdrag,Skatteutskottet,2020-04-08,0847676507229,0,SkU,Extra suppleant,"",2020-11-29,53743
12921,kammaruppdrag,"",1981-10-06,0608089286702,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,12912
2942,Riksdagsorgan,Valberedningen,2010-10-04,039655712615,2,VB,Suppleant,"",2012-08-31,2928
23305,Riksdagsorgan,Riksdagsstyrelsen,2016-01-01,0157062733618,10,RS,Ersättare,"",2016-10-31,23265
46532,uppdrag,Utbildningsutskottet,2020-03-18,0522240580423,64,UbU,Suppleant,"",2022-09-26,46513
26185,uppdrag,Sammansatta utrikes- och försvarsutskottet,1999-03-23,0944338157703,0,UFöU,Suppleant,"",1999-09-13,26168
2093,kammaruppdrag,"",1991-09-30,0690634259002,287,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,2092
28537,uppdrag,Kulturutskottet,2020-03-18,0541320528015,95,KrU,Suppleant,"",2021-09-02,28513
38264,uppdrag,Socialutskottet,2014-10-07,0363228965800,14,SoU,Ledamot,"",2018-09-24,38238
47195,kammaruppdrag,Ylva Johansson,2017-09-25,0911067396229,81,kam,Statsrådsersättare,Ersättare,2018-09-24,47189
32941,uppdrag,Finansutskottet,2018-10-02,0628190530410,8,FiU,Ledamot,"",2022-02-04,32923
30160,uppdrag,Socialutskottet,2014-03-03,0246624521815,0,SoU,Extra suppleant,"",2014-04-03,30155
39822,kammaruppdrag,Göran Lindell 2019-12-13 - 2020-08-31,2019-12-13,0862868280923,218,kam,Riksdagsledamot,Ledig,2020-08-31,39816
13311,uppdrag,Trafikutskottet,1988-10-03,013600422205,0,TU,Suppleant,"",1991-09-29,13297
8473,kammaruppdrag,"",2002-09-30,0222234581210,248,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,8469
3129,uppdrag,Konstitutionsutskottet,1987-10-06,0893605406218,0,KU,Suppleant,"",1988-10-02,3118
24912,uppdrag,Kulturutskottet,2020-03-18,0465804601318,314,KrU,Suppleant,"",2022-09-26,24905
14833,Riksdagsorgan,Nordiska rådets svenska delegation,1992-10-20,0401511670506,0,NR,Suppleant,"",1994-10-03,14822
53871,uppdrag,Utrikesutskottet,2022-10-27,0742883909221,15,UU,Ledamot,"",2026-09-28,53868
22312,uppdrag,Sammansatta utrikes- och försvarsutskottet,2011-11-24,0781648625615,14,UFöU,Deputerad,"",2011-12-14,22289
51496,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-11-11,0682989845822,8,UFöU,Suppleant,"",2021-12-15,51463
20344,uppdrag,Finansutskottet,2001-03-08,0155044813008,0,FiU,Suppleant,"",2002-09-30,20336
7901,kammaruppdrag,Fredrik Reinfeldt,2007-09-18,0296832736219,81,kam,Statsrådsersättare,Ersättare,2008-05-07,7899
15400,kammaruppdrag,"",1985-09-30,0241621108903,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,15395
7720,uppdrag,Sammansatta utrikes- och försvarsutskottet,2006-10-10,0864542495614,0,UFöU,Vice ordförande,"",2006-10-13,7702
8011,uppdrag,Konstitutionsutskottet,1985-09-30,0634320940409,0,KU,Suppleant,"",1988-10-02,7996
45673,uppdrag,Skatteutskottet,2023-02-08,0333193598116,15,SkU,Ledamot,"",2024-09-11,45667
54018,uppdrag,Justitieutskottet,2022-10-12,0930305890123,18,JuU,Suppleant,"",2025-03-26,54008
23595,uppdrag,Utrikesutskottet,2017-06-26,067992138910,17,UU,Suppleant,"",2018-09-24,23590
24056,uppdrag,Sammansatta utrikes- och försvarsutskottet,2010-02-04,0901257862125,14,UFöU,Deputerad,"",2010-03-03,24029
2534,uppdrag,Skatteutskottet,1995-10-11,0698785853314,0,SkU,Suppleant,"",1998-10-04,2524
49379,Riksdagsorgan,Riksdagsstyrelsen,2018-10-02,0744993950910,1,RS,Ledamot,"",2019-01-21,49329
43075,uppdrag,Utrikesutskottet,2020-03-18,025158809026,225,UU,Suppleant,"",2020-09-03,43050
23982,kammaruppdrag,"",2010-10-04,0469626830920,213,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,23981
20377,uppdrag,Socialutskottet,2010-10-12,0196024739401,5,SoU,Ledamot,"",2011-11-22,20367
39416,uppdrag,Sammansatta utrikes- och försvarsutskottet,2016-11-15,0974061238314,3,UFöU,Suppleant,"",2016-12-14,39383
39266,uppdrag,Näringsutskottet,2014-10-14,0772402807013,18,NU,Suppleant,"",2018-09-24,39236
1174,uppdrag,Kulturutskottet,2010-10-12,0251564185908,6,KrU,Ledamot,"",2014-09-29,1169
50396,uppdrag,Konstitutionsutskottet,2024-10-01,0727772954327,11,KU,Suppleant,"",2025-10-24,50392
2176,uppdrag,Lagutskottet,1995-01-16,0857394544302,0,LU,Ledamot,"",1998-10-04,2157
41748,uppdrag,Justitieutskottet,2020-03-18,0606863154419,305,JuU,Suppleant,"",2021-11-30,41732
16003,uppdrag,Näringsutskottet,1979-10-01,0593022437106,0,NU,Suppleant,"",1982-10-03,15986
20710,kammaruppdrag,"",2018-09-24,0465398691116,90,kam,Riksdagsledamot,Tjänstgörande,2019-03-12,20708
3604,kammaruppdrag,"",2006-10-02,0223175563813,11,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,3602
23077,kammaruppdrag,"",2010-10-04,0618560932311,112,kam,Riksdagsledamot,Tjänstgörande,2010-10-05,23071
16587,kammaruppdrag,"",1985-09-30,0626592467409,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,16586
18910,uppdrag,EU-nämnden,2002-01-01,0584386800218,0,EUN,Ledamot,"",2002-10-08,18877
15440,uppdrag,Konstitutionsutskottet,1998-10-13,0252641216303,0,KU,Suppleant,"",2002-09-30,15435
14537,uppdrag,Finansutskottet,1991-09-30,0729731578904,0,FiU,Ledamot,"",1994-10-02,14526
38933,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0132818093422,125,AU,Suppleant,"",2022-09-26,38921
4565,uppdrag,Sammansatta utrikes- och försvarsutskottet,2002-01-17,0435526123410,0,UFöU,Suppleant,"",2002-01-18,4555
26560,uppdrag,Utrikesutskottet,2012-04-26,0802826314426,1,UU,Ordförande,"",2012-11-18,26543
912,kammaruppdrag,"",1982-12-13,0537484650407,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,903
49766,uppdrag,Justitieutskottet,2020-03-18,0502688311316,137,JuU,Suppleant,"",2022-09-26,49753
954,uppdrag,Utbildningsutskottet,2007-10-04,0662749063210,0,UbU,Suppleant,"",2009-06-11,950
9077,kammaruppdrag,Lena Hjelm-Wallén,1980-10-20,0144891150008,0,kam,Ersättare,Ersättare,1980-11-23,9070
24662,uppdrag,EU-nämnden,2012-06-25,0427695165918,38,EUN,Suppleant,"",2014-09-29,24659
15051,kammaruppdrag,"",1996-07-01,0235331390700,255,kam,Riksdagsledamot,Tjänstgörande,1996-11-08,15050
39286,Riksdagsorgan,Riksdagens delegation till OSSE:s parlamentariska församling,2014-10-14,0772402807013,6,OSSE,Suppleant,"",2018-10-09,39236
31903,uppdrag,Skatteutskottet,2019-10-25,042413114103,5,SkU,Suppleant,"",2021-01-15,31888
50362,uppdrag,Civilutskottet,2025-01-24,04571388712,3,CU,Suppleant,"",2025-10-24,50356
48904,Riksdagsorgan,Ledamotsrådet,2014-10-15,0462699892622,4,LR,Ersättare,"",2015-01-28,48846
5529,kammaruppdrag,Melker Strand 1986-10-15 - 1986-11-14,1986-10-15,0123927542506,0,kam,Riksdagsledamot,Ledig,1986-11-14,5519
14561,kammaruppdrag,"",1998-10-05,0798631972204,222,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,14559
48371,Riksdagsorgan,Krigsdelegationen,2015-08-27,0542160909628,19,KD,Ledamot,"",2018-10-09,48325
43294,Departement,Utbildningsdepartementet,2019-01-21,0983984918111,21,U,Statsråd,"",2019-09-10,43285
13185,uppdrag,Utbildningsutskottet,1988-11-12,0317320289305,0,UbU,Suppleant,"",1988-12-11,13182
42634,uppdrag,Civilutskottet,2008-06-09,0236597884217,28,CU,Extra suppleant,"",2009-01-01,42620
42902,uppdrag,Trafikutskottet,2010-10-12,0875221317013,12,TU,Ledamot,"",2012-02-23,42872
8864,Riksdagsorgan,Krigsdelegationen,2010-10-19,0924947945722,26,KD,Ledamot,"",2013-04-14,8841
1270,kammaruppdrag,Gunnar Björk,1991-10-10,0636794729408,301,kam,Ersättare,Ersättare,1992-06-30,1264
41690,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2024-11-01,0130640724922,4,RJ,Personlig suppleant,"",2028-10-31,41667
28517,kammaruppdrag,"",2016-08-25,0541320528015,143,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,28513
35717,Departement,Justitiedepartementet,2006-10-06,0956595590924,17,Ju,Statsråd,"",2010-07-06,35711
22163,uppdrag,Sammansatta utrikes- och försvarsutskottet,2017-11-14,0529103571012,2,UFöU,Suppleant,"",2017-12-15,22142
29615,uppdrag,Miljö- och jordbruksutskottet,2010-10-12,0980316377627,3,MJU,Ledamot,"",2013-09-25,29582
16975,kammaruppdrag,Charlotte Branting,1991-11-09,0410542963401,118,kam,Ersättare,Ersättare,1991-12-09,16974
4526,Riksdagsorgan,Riksdagens delegation till OSSE:s parlamentariska församling,2003-12-17,0599736947819,0,OSSE,Suppleant,"",2006-10-16,4505
49507,uppdrag,Justitieutskottet,2018-10-09,0254021157518,18,JuU,Suppleant,"",2022-09-26,49494
20371,uppdrag,Socialutskottet,2014-10-07,0196024739401,4,SoU,Ledamot,"",2017-02-14,20367
27454,uppdrag,Finansutskottet,2002-10-08,0280164118408,0,FiU,Suppleant,"",2006-10-02,27449
41908,uppdrag,Sammansatta utrikes- och försvarsutskottet,2011-06-16,0980681611418,7,UFöU,Deputerad,"",2011-06-17,41844
15056,kammaruppdrag,"",1985-09-30,0235331390700,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,15050
45258,uppdrag,Sammansatta utrikes- och försvarsutskottet,2018-11-15,065105536026,3,UFöU,Vice ordförande,"",2018-12-05,45224
26061,uppdrag,EES-utskottet,1992-05-26,0764840691205,0,EU,Suppleant,"",1993-06-04,26045
2932,kammaruppdrag,"",2006-10-02,039655712615,40,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,2928
42089,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0134101155612,209,AU,Suppleant,"",2022-09-26,42085
18147,Riksdagsorgan,Krigsdelegationen,1998-10-20,0820673454606,0,KD,Ledamot,"",2002-10-14,18129
5956,uppdrag,Arbetsmarknadsutskottet,1998-10-13,0798417016112,0,AU,Ledamot,"",2002-09-30,5940
44179,uppdrag,Socialförsäkringsutskottet,2020-03-18,0810201628512,53,SfU,Suppleant,"",2022-09-26,44162
45487,Riksdagsorgan,Nordiska rådets svenska delegation,2017-09-28,0344222203323,20,NR,Suppleant,"",2018-10-09,45461
22366,uppdrag,Justitieutskottet,2015-08-17,037508021018,0,JuU,Extra suppleant,"",2015-12-21,22361
772,uppdrag,Skatteutskottet,2006-10-10,0340854285007,4,SkU,Ledamot,"",2010-10-04,766
2121,uppdrag,EES-utskottet,1992-05-26,0729734540102,0,EU,Suppleant,"",1993-06-04,2106
1820,uppdrag,Konstitutionsutskottet,2003-10-03,0346261747912,0,KU,Suppleant,"",2006-10-02,1814
23418,uppdrag,Sammansatta utrikes- och försvarsutskottet,2014-04-15,0910241260018,2,UFöU,Suppleant,"",2014-06-12,23392
19792,Riksdagsorgan,Valberedningen,2006-10-02,0213183979300,17,VB,Suppleant,"",2010-10-04,19779
19697,uppdrag,Justitieutskottet,1988-10-11,0746654685605,0,JuU,Suppleant,"",1991-09-29,19690
11923,kammaruppdrag,"",1979-10-01,0119158487501,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,11919
26576,uppdrag,EU-nämnden,2006-10-10,0802826314426,0,EUN,Suppleant,"",2008-01-17,26543
29136,kammaruppdrag,"",2010-10-04,010343930918,339,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,29133
39869,kammaruppdrag,"",1997-05-01,0661583406713,307,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,39860
42958,uppdrag,Justitieutskottet,2020-03-18,0977592683711,312,JuU,Suppleant,"",2022-09-26,42944
15087,uppdrag,Näringsutskottet,2002-10-08,0203071331400,0,NU,Ledamot,"",2006-10-02,15082
47468,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0665485817222,109,MJU,Suppleant,"",2022-09-26,47445
47533,uppdrag,Kulturutskottet,2020-03-18,0920901966627,228,KrU,Suppleant,"",2022-09-26,47519
51851,uppdrag,Utrikesutskottet,2020-11-13,0411459873625,221,UU,Suppleant,"",2020-11-12,51826
43863,uppdrag,Skatteutskottet,2020-03-18,0665360289423,156,SkU,Suppleant,"",2020-08-09,43847
46799,uppdrag,EU-nämnden,2018-10-02,0425115010020,1,EUN,Suppleant,"",2020-03-08,46792
44003,uppdrag,Civilutskottet,2015-02-18,0744139167426,20,CU,Suppleant,"",2018-09-24,43967
39270,uppdrag,Utrikesutskottet,2010-10-12,0772402807013,16,UU,Suppleant,"",2012-04-12,39236
44397,uppdrag,Justitieutskottet,2024-10-03,0315499690028,2,JuU,Ledamot,"",2024-10-17,44388
9240,uppdrag,Utbildningsutskottet,1993-04-26,0396368639900,0,UbU,Ledamot,"",1994-10-02,9236
19009,kammaruppdrag,Mikael Damberg,2004-04-15,0573273704102,0,kam,Ersättare,Ersättare,2004-06-14,19000
37425,kammaruppdrag,Lena Emilsson 2018-11-25 - 2019-05-31,2018-11-25,0996640018922,293,kam,Riksdagsledamot,Ledig,2019-05-31,37420
52095,partiuppdrag,Centerpartiet,2025-05-03,0646954957610,0,C,Partiledare,"",2025-11-12,52094
47838,uppdrag,Skatteutskottet,2019-02-13,0493288854424,2,SkU,Ledamot,"",2019-03-05,47812
22692,partiuppdrag,Miljöpartiet de gröna,2011-09-15,0640669898710,0,MP,Gruppledare,"",2013-03-31,22690
48028,uppdrag,Trafikutskottet,2018-10-02,0992420223820,2,TU,Ledamot,"",2019-02-13,47992
21794,uppdrag,Konstitutionsutskottet,2002-10-15,0582811195313,0,KU,Suppleant,"",2005-12-08,21758
38801,uppdrag,Näringsutskottet,2020-05-19,0506541436524,170,NU,Suppleant,"",2022-09-26,38785
44125,uppdrag,Kulturutskottet,2020-03-18,0603753860213,253,KrU,Suppleant,"",2022-09-26,44111
42895,uppdrag,Utbildningsutskottet,2020-03-18,0875221317013,159,UbU,Suppleant,"",2022-09-26,42872
47864,uppdrag,Socialförsäkringsutskottet,2022-10-04,0572788110724,3,SfU,Ordförande,"",2022-10-18,47855
44547,uppdrag,Socialförsäkringsutskottet,2022-10-04,0819601620927,16,SfU,Ledamot,"",2023-12-31,44523
33053,uppdrag,Socialförsäkringsutskottet,2010-10-19,0516528386117,8,SfU,Suppleant,"",2014-09-29,33025
32581,uppdrag,Näringsutskottet,2020-03-18,0955748436811,293,NU,Suppleant,"",2022-09-26,32569
27373,uppdrag,Bostadsutskottet,1998-10-13,0191823608408,0,BoU,Ledamot,"",2002-09-30,27358
24390,kammaruppdrag,HG Wessberg,2010-10-05,0590020362617,280,kam,Ersättare,Ersättare,2010-10-18,24387
28314,uppdrag,EU-nämnden,2006-11-22,0860429409414,12,EUN,Suppleant,"",2010-10-12,28256
45801,uppdrag,EU-nämnden,2016-06-14,0294138886823,60,EUN,Suppleant,"",2017-05-04,45776
3668,uppdrag,Miljö- och jordbruksutskottet,1995-01-19,0808145784313,0,MJU,Suppleant,"",1996-04-17,3655
47252,kammaruppdrag,"",2010-10-04,0729710260118,323,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,47248
37646,Riksdagsorgan,Nordiska rådets svenska delegation,2022-10-11,0780214960516,10,NR,Ledamot,"",2023-10-19,37615
8832,uppdrag,Utbildningsutskottet,2010-11-16,084677425329,3,UbU,Ledamot,"",2012-10-16,8828
29830,uppdrag,EU-nämnden,2022-05-04,0216534495014,8,EUN,Suppleant,"",2022-09-26,29805
6050,Riksdagsorgan,Utrikesnämnden,2006-10-10,0371688419616,9,UN,Suppleant,"",2010-10-12,6019
8040,uppdrag,Kulturutskottet,2003-09-22,0180442748612,0,KrU,Suppleant,"",2003-12-31,8030
1011,kammaruppdrag,Jörgen Persson 1994-10-08 - 1998-01-19,1994-10-08,0874604979107,323,kam,Riksdagsledamot,Ledig,1998-10-05,1007
5289,Riksdagsorgan,Krigsdelegationen,2006-10-17,0332067570917,33,KD,Ledamot,"",2010-10-19,5269
10726,kammaruppdrag,"",1979-10-01,0420946896300,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,10722
29604,uppdrag,Utbildningsutskottet,2020-03-18,0980316377627,57,UbU,Suppleant,"",2022-01-28,29582
23533,uppdrag,Utbildningsutskottet,1998-10-13,064601872511,0,UbU,Suppleant,"",2001-10-19,23513
22589,Riksdagsorgan,Utrikesnämnden,2004-04-29,0584659199514,0,UN,Ledamot,"",2006-10-10,22565
52854,uppdrag,Kulturutskottet,2020-03-18,0198917587520,232,KrU,Suppleant,"",2022-09-26,52838
22144,kammaruppdrag,Harald Hjalmarsson 2020-03-09 - 2020-06-21  Föräldraledighet,2020-03-09,0529103571012,12,kam,Riksdagsledamot,Ledig,2020-06-21,22142
40230,kammaruppdrag,"",2022-09-26,0474290584024,115,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,40229
11788,uppdrag,Bostadsutskottet,1989-05-22,0627128694500,0,BoU,Ledamot,"",1991-09-29,11782
42328,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0494242537816,317,MJU,Suppleant,"",2022-09-26,42311
44113,partiuppdrag,Sverigedemokraterna,2021-09-27,0603753860213,0,SD,Kvittningsperson,"",2022-02-13,44111
14831,uppdrag,Utrikesutskottet,1988-10-11,0401511670506,0,UU,Suppleant,"",1989-10-04,14822
11903,Riksdagsorgan,Riksdagens förvaltningskontor,1988-10-18,0348268153001,0,RFK,Ordförande,"",1991-09-30,11886
33034,uppdrag,Arbetsmarknadsutskottet,2018-10-02,0516528386117,3,AU,Ledamot,"",2022-09-26,33025
24601,uppdrag,Sammansatta utrikes- och försvarsutskottet,2011-09-20,0483837558914,10,UFöU,Suppleant,"",2011-09-21,24582
21403,uppdrag,Civilutskottet,2014-11-05,0535526562910,25,CU,Suppleant,"",2016-03-15,21392
48583,uppdrag,Finansutskottet,2019-09-05,023767922422,14,FiU,Ledamot,"",2022-09-26,48563
50684,uppdrag,Sammansatta utrikes- och försvarsutskottet,2015-04-14,0496341906327,17,UFöU,Deputerad,"",2015-06-16,50638
1697,uppdrag,Näringsutskottet,1988-11-23,0236004923301,0,NU,Suppleant,"",1989-10-04,1680
18592,uppdrag,Socialförsäkringsutskottet,2010-10-12,0542573140300,9,SfU,Ledamot,"",2013-01-15,18584
51424,uppdrag,EU-nämnden,2020-03-18,0667220767927,192,EUN,Suppleant,"",2022-10-04,51383
39735,uppdrag,Kulturutskottet,1982-10-04,0200426688007,0,KrU,Suppleant,"",1985-09-29,39717
39902,Departement,Utbildningsdepartementet,2014-10-03,0238588409223,22,U,Utbildningsminister,"",2016-05-25,39898
39152,kammaruppdrag,"",2018-09-24,0828001951212,70,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,39150
43195,uppdrag,Konstitutionsutskottet,2023-08-31,0576122429317,25,KU,Suppleant,"",2026-09-28,43189
45478,uppdrag,Försvarsutskottet,2020-03-20,0344222203323,281,FöU,Suppleant,"",2020-09-03,45461
18964,uppdrag,Konstitutionsutskottet,1988-10-11,0200943027702,0,KU,Suppleant,"",1991-05-26,18962
12490,kammaruppdrag,"",1988-10-03,0856559235708,3,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,12488
4654,uppdrag,Utrikesutskottet,2003-03-03,0976656359110,0,UU,Suppleant,"",2003-08-01,4646
19108,uppdrag,Sammansatta utrikes- och försvarsutskottet,2007-03-22,0782713019602,0,UFöU,Deputerad,"",2007-06-01,19082
6814,uppdrag,Miljö- och jordbruksutskottet,1988-11-07,0261479148307,0,MJU,Suppleant,"",1989-01-07,6812
23866,uppdrag,Kulturutskottet,2014-10-07,0316345926026,11,KrU,Ledamot,"",2015-01-18,23863
29860,uppdrag,Konstitutionsutskottet,2014-10-14,0666958447826,22,KU,Suppleant,"",2018-09-24,29850
4807,kammaruppdrag,Åsa Torstensson,2010-10-04,0211726202212,18,kam,Statsrådsersättare,Ersättare,2010-10-05,4806
665,uppdrag,Utbildningsutskottet,1991-10-08,0666354900406,0,UbU,Ledamot,"",1994-10-02,655
22407,uppdrag,Civilutskottet,2010-10-12,0338458649710,3,CU,Ledamot,"",2012-12-02,22399
49011,kammaruppdrag,"",1976-10-04,0818989495009,0,kam,Riksdagsledamot,Tjänstgörande,1979-10-01,49003
26793,kammaruppdrag,"",1979-10-01,088849148003,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,26784
49464,uppdrag,Arbetsmarknadsutskottet,2022-10-04,0776705932527,12,AU,Ledamot,"",2026-09-28,49461
48360,uppdrag,Näringsutskottet,2010-12-20,0542160909628,28,NU,Suppleant,"",2014-09-29,48325
