person_id,first_name,last_name,party,status,total_violations,latest_violation_date,absenteeism_violations,effectiveness_violations,discipline_violations,productivity_violations,collaboration_violations,annual_absence_rate,annual_rebel_rate,annual_vote_count,documents_last_year,risk_score,risk_level,risk_assessment
014744660015,Mikael,Damberg,S,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,5,1,0,0,1,11.64,0.21,954,0,27.53,MEDIUM,Moderate risk - monitor for declining performance
094145171913,Unni,Björnerfors,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0.00,0.00,86,0,10.00,LOW,Low risk - performing within acceptable standards
0163772273014,Anna,Vedin,M,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0694273653613,Margareta,Fransson,MP,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0985943148917,Victoria,Tiblom,SD,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,18.03,0.21,954,0,29.45,MEDIUM,Moderate risk - monitor for declining performance
0648224557612,Åsa,Karlsson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,5.97,0.00,787,0,21.79,LOW,Low risk - performing within acceptable standards
0211757295524,Josef,Fransson,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,0.23,0.23,870,0,20.12,LOW,Low risk - performing within acceptable standards
0947572086414,Anne-Li,Sjölund,C,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,10.38,0.00,954,0,27.11,MEDIUM,Moderate risk - monitor for declining performance
0360160202728,Emma,Ahlström Köster,M,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,6,1,0,0,0,5.56,0.10,954,0,27.69,MEDIUM,Moderate risk - monitor for declining performance
0992473266516,Larry,Söder,KD,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,6,1,1,1,0,7.44,0.00,954,0,32.23,MEDIUM,Moderate risk - monitor for declining performance
0503363679811,Stefan,Plath,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0653578338415,Agneta,Nilsson,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,0,0,0.00,0.13,752,0,22.03,LOW,Low risk - performing within acceptable standards
0250583732424,Jesper,Skalberg Karlsson,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,5.03,0.00,954,0,19.51,LOW,Low risk - performing within acceptable standards
0468956880528,Mikael,Eskilandersson,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,0,1,4.61,0.00,954,0,23.38,LOW,Low risk - performing within acceptable standards
0742883909221,John,E Weinerhall,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,12.68,0.00,954,0,19.80,LOW,Low risk - performing within acceptable standards
099099202224,Paulina,Brandberg,L,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0130789484021,Mattias,Bäckström Johansson,SD,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,6,1,1,1,0,13.21,0.10,954,0,33.98,MEDIUM,Moderate risk - monitor for declining performance
0389220391128,Christian,Carlsson,KD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,0,1,8.62,0.00,928,0,24.59,LOW,Low risk - performing within acceptable standards
0822010116020,Jim,Svensk Larm,S,Tjänstgörande ersättare,4,2026-06-06 00:00:00,2,1,0,0,0,0.00,0.00,52,0,18.00,LOW,Low risk - performing within acceptable standards
0364687971222,Alireza,Akhondi,C,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,10.06,1.15,954,0,23.25,LOW,Low risk - performing within acceptable standards
0655418111118,Laila,Olsen,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0729710260118,Helena,Bouveng,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,11.11,0.00,954,0,21.33,LOW,Low risk - performing within acceptable standards
0591055036519,Mauricio,Rojas,L,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,2,1,1,0,0,8.39,0.00,954,0,24.52,LOW,Low risk - performing within acceptable standards
0624994476012,Nermina,Mizimovic,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0947134226212,Markus,Kauppinen,S,Tillgänglig ersättare,0,,0,0,0,0,0,16.53,0.00,369,0,14.96,LOW,Low risk - performing within acceptable standards
0905254899611,Louise,Thunström,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,17.82,0.42,954,0,23.43,LOW,Low risk - performing within acceptable standards
0847676507229,Stina,Larsson,C,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,15.09,0.10,954,0,32.55,MEDIUM,Moderate risk - monitor for declining performance
0526748040023,Ludvig,Aspling,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,20.13,0.21,954,1,26.08,MEDIUM,Moderate risk - monitor for declining performance
0203877548421,Malin,Larsson,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,7.34,0.00,954,1,20.20,LOW,Low risk - performing within acceptable standards
0140985614421,Peder,Björk,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,5.87,0.00,954,0,19.76,LOW,Low risk - performing within acceptable standards
0760500234712,Monica,Haider,S,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,6.71,0.10,954,1,30.03,MEDIUM,Moderate risk - monitor for declining performance
0473783431010,Morgan,Johansson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,1,1,1,0,1,17.92,0.21,954,0,25.42,MEDIUM,Moderate risk - monitor for declining performance
0433422973328,Kristoffer,Lindberg,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,20.02,0.00,954,0,24.01,LOW,Low risk - performing within acceptable standards
0246927519019,Karin,Rågsjö,V,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,0,0,20.02,0.31,954,0,32.07,MEDIUM,Moderate risk - monitor for declining performance
0161616238120,Lina,Nordquist,L,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,1,0,24.63,0.00,954,0,33.39,MEDIUM,Moderate risk - monitor for declining performance
0112333043027,Rasmus,Giertz,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,9.43,0.21,954,0,22.87,LOW,Low risk - performing within acceptable standards
0749416304126,Marie,Nicholson,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,14.26,0.00,954,0,24.28,LOW,Low risk - performing within acceptable standards
0964730940415,Johan,Andersson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,7.55,0.10,954,0,22.29,LOW,Low risk - performing within acceptable standards
0456680171315,Charlotte,Quensel,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,7.55,0.00,954,0,24.27,LOW,Low risk - performing within acceptable standards
011548866929,Elin,Nilsson,L,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,1,0,0,18.24,0.00,954,0,21.47,LOW,Low risk - performing within acceptable standards
0764949934324,Ulrika,Heindorff,M,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,5,1,0,0,0,11.99,0.00,542,0,27.60,MEDIUM,Moderate risk - monitor for declining performance
0425115010020,Kadir,Kasirga,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,6.71,0.52,954,0,22.12,LOW,Low risk - performing within acceptable standards
025931369428,Jonas,Andersson,SD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,7.34,0.10,954,0,18.22,LOW,Low risk - performing within acceptable standards
0845783625227,Arwin,Sohrabi,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0627450126815,Kajsa,Fredholm,V,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,7,1,1,0,0,3.46,0.10,954,0,31.06,MEDIUM,Moderate risk - monitor for declining performance
0112806493429,Fredrik,Saweståhl,M,Tillgänglig ersättare,0,,0,0,0,0,0,4.41,0.00,340,0,11.32,LOW,Low risk - performing within acceptable standards
0930305890123,Sara-Lena,Bjälkö,-,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,0,1,0,2.73,13.31,954,0,27.48,MEDIUM,Moderate risk - monitor for declining performance
0983984918111,Matilda,Ernkrans,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,0,1,1,0,1,14.68,0.42,954,0,20.49,LOW,Low risk - performing within acceptable standards
0776705932527,Ciczie,Weidby,V,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,13.31,0.31,954,0,26.06,MEDIUM,Moderate risk - monitor for declining performance
0922497728524,Ardalan,Shekarabi,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,0,0,1,6.71,0.21,954,0,20.06,LOW,Low risk - performing within acceptable standards
0628005785225,Jörgen,Berglund,M,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,1,1,1,0,11.74,0.00,954,0,27.52,MEDIUM,Moderate risk - monitor for declining performance
0482689573825,Björn,Wiechel,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,4,1,0,0,0,21.70,0.00,954,0,26.51,MEDIUM,Moderate risk - monitor for declining performance
0426843954410,Ulrik,Bergman,M,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0157618290428,Rashid,Farivar,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,7.13,0.00,954,0,22.14,LOW,Low risk - performing within acceptable standards
0992867772421,Nils,Seye Larsen,MP,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,8,1,0,0,0,11.83,0.46,862,0,31.64,MEDIUM,Moderate risk - monitor for declining performance
0831039938224,Adam,Marttinen,SD,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,8.70,0.00,954,0,26.61,MEDIUM,Moderate risk - monitor for declining performance
0665485817222,Daniel,Bäckström,C,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,17.17,0.44,903,0,33.24,MEDIUM,Moderate risk - monitor for declining performance
033935884729,Martina,Johansson,C,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,7.76,0.10,954,0,30.35,MEDIUM,Moderate risk - monitor for declining performance
069534526423,Mathias,Bengtsson,KD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,1,1,1,0,0,14.15,0.00,954,0,24.25,LOW,Low risk - performing within acceptable standards
0237055280513,Roland,Utbult,KD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,0,1,0,0,0,15.72,0.00,954,0,20.72,LOW,Low risk - performing within acceptable standards
0301987597720,Liza-Maria,Norlin,KD,Tillgänglig ersättare,1,2026-06-06 00:00:00,0,0,0,1,0,0.00,0.00,26,0,12.00,LOW,Low risk - performing within acceptable standards
0589561178823,Peter,Hedberg,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,8.91,0.00,954,1,22.67,LOW,Low risk - performing within acceptable standards
0315499690028,Teresa,Carvalho,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,0,1,14.26,0.10,954,0,26.30,MEDIUM,Moderate risk - monitor for declining performance
0469384565811,Anders,Alftberg,SD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,2,1,0,0,0,5.24,0.00,954,0,17.57,LOW,Low risk - performing within acceptable standards
0228027853620,Vasiliki,Tsouplaki,V,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,13.00,0.21,954,0,31.94,MEDIUM,Moderate risk - monitor for declining performance
0427321850912,Lars Mejern,Larsson,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,7.13,0.31,954,0,20.20,LOW,Low risk - performing within acceptable standards
0644591005314,Crister,Spets,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0852475703226,Lorena,Delgado Varas,-,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,0,1,0,22.64,22.96,954,0,35.38,MEDIUM,Moderate risk - monitor for declining performance
0474290584024,Azadeh,Rojhan,S,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,16.04,0.10,954,0,32.83,MEDIUM,Moderate risk - monitor for declining performance
0245113256029,Daniel,Vencu Öhrlund Castro,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,4,1,0,0,0,15.09,0.00,954,1,26.53,MEDIUM,Moderate risk - monitor for declining performance
0132818093422,Rickard,Nordin,C,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,14.57,0.21,954,1,28.41,MEDIUM,Moderate risk - monitor for declining performance
065105536026,Niklas,Karlsson,S,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,1,1,0,1,16.04,0.00,954,0,28.81,MEDIUM,Moderate risk - monitor for declining performance
0615175917521,Kent,Kumpula,SD,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,15.73,0.00,928,0,28.72,MEDIUM,Moderate risk - monitor for declining performance
0890152141226,Nadja,Awad,V,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,11.01,0.10,954,0,25.32,MEDIUM,Moderate risk - monitor for declining performance
0111479807829,Anna,Wallentheim,S,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,11.64,0.00,954,1,31.49,MEDIUM,Moderate risk - monitor for declining performance
0515213566019,Lars,Isacsson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,10.27,0.31,954,0,23.14,LOW,Low risk - performing within acceptable standards
0220064764318,Camilla,Brunsberg,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,14.87,0.00,901,0,22.46,LOW,Low risk - performing within acceptable standards
0879782396219,Olle,Thorell,S,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,6,1,0,0,0,7.02,0.10,954,0,28.13,MEDIUM,Moderate risk - monitor for declining performance
0271338654822,Ola,Möller,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,8.60,0.00,954,0,22.58,LOW,Low risk - performing within acceptable standards
0832311880029,Erik,Ottoson,M,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,2,1,1,0,1,13.10,0.00,954,0,25.93,MEDIUM,Moderate risk - monitor for declining performance
035234573112,Anna-Lena,Hedberg,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,24.45,0.00,871,0,25.34,MEDIUM,Moderate risk - monitor for declining performance
0773497241728,Roger,Hedlund,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,22.64,0.00,954,0,24.79,LOW,Low risk - performing within acceptable standards
0503029811325,David,Josefsson,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,8.43,0.00,890,0,18.53,LOW,Low risk - performing within acceptable standards
0344222203323,Dennis,Dioukarev,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,6.81,0.00,954,0,22.04,LOW,Low risk - performing within acceptable standards
0955748436811,Robert,Stenkvist,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,0,0,0,4.82,0.10,954,0,19.47,LOW,Low risk - performing within acceptable standards
0972636989226,Dzenan,Cisija,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,7.65,0.00,954,0,18.30,LOW,Low risk - performing within acceptable standards
0920901966627,Tony,Haddou,V,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,1,1,0,1,15.09,0.10,954,0,28.55,MEDIUM,Moderate risk - monitor for declining performance
0613297818326,Mathias,Tegnér,S,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,7,1,1,0,0,21.80,0.00,954,0,36.54,MEDIUM,Moderate risk - monitor for declining performance
0899169869710,Helena,Gellerman,L,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,5,1,1,1,0,15.30,0.00,954,0,34.59,MEDIUM,Moderate risk - monitor for declining performance
0307835692938,Emelie,Nyman,C,Tillgänglig ersättare,0,,0,0,0,0,0,0.00,1.82,55,0,10.36,LOW,Low risk - performing within acceptable standards
0961483563503,Gudrun,Nordborg,V,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,6,1,0,0,0,31.44,1.07,935,0,35.65,MEDIUM,Moderate risk - monitor for declining performance
0509415296421,Kjell-Arne,Ottosson,KD,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,0,1,22.96,0.00,954,0,32.89,MEDIUM,Moderate risk - monitor for declining performance
0554852839719,Mikael,Dahlqvist,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,1.68,0.73,954,0,20.65,LOW,Low risk - performing within acceptable standards
0604604418610,Jacob,Risberg,MP,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,7,1,1,0,0,15.83,0.00,954,0,34.75,MEDIUM,Moderate risk - monitor for declining performance
0618938634020,Marcus,Wennerström,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0737666060225,Joakim,Järrebring,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,9.85,0.00,954,0,20.96,LOW,Low risk - performing within acceptable standards
0521260619925,Sofia,Amloh,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,15.72,0.21,954,0,20.76,LOW,Low risk - performing within acceptable standards
0405594274208,Ewa,Pihl Krabbe,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,4.09,0.00,954,0,17.23,LOW,Low risk - performing within acceptable standards
084624777218,Helena,Lindahl,C,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,8.81,1.26,954,0,18.90,LOW,Low risk - performing within acceptable standards
0557180142229,Fredrik,Lindahl,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,12.79,0.00,954,0,23.84,LOW,Low risk - performing within acceptable standards
0678597762924,Martin,Westmont,SD,Tjänstgörande riksdagsledamot,2,2026-06-06 00:00:00,1,1,0,0,0,2.73,0.00,954,0,14.82,LOW,Low risk - performing within acceptable standards
0494242537816,Hans,Eklind,KD,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,14.99,0.00,954,0,32.50,MEDIUM,Moderate risk - monitor for declining performance
0564126739422,Åsa,Coenraads,M,Tillgänglig ersättare,3,2026-06-06 00:00:00,1,1,0,0,0,9.43,0.00,53,1,18.83,LOW,Low risk - performing within acceptable standards
0720250789315,Mats,Wiking,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,17.51,0.31,954,0,25.32,MEDIUM,Moderate risk - monitor for declining performance
082139988919,Kerstin,Hermansson,C,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
055257333723,Oscar,Sjöstedt,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,5.77,0.00,954,0,21.73,LOW,Low risk - performing within acceptable standards
0545733815610,Patrick,Reslow,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,16.35,0.00,954,0,24.91,LOW,Low risk - performing within acceptable standards
0130640724922,Clara,Aranda,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,14.15,0.21,954,0,22.29,LOW,Low risk - performing within acceptable standards
0442073683012,Zara,Leghissa,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,5.87,0.00,954,0,19.76,LOW,Low risk - performing within acceptable standards
0803790353229,Azra,Muranovic,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,4,1,0,0,0,22.39,0.00,585,1,28.72,MEDIUM,Moderate risk - monitor for declining performance
0496341906327,Alexandra,Völker,S,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,8,1,1,0,0,15.20,0.00,954,0,36.56,MEDIUM,Moderate risk - monitor for declining performance
036926802512,Blåvitt,Elofsson,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,0,0,0.53,0.13,752,0,22.19,LOW,Low risk - performing within acceptable standards
0966063008623,Leonid,Yurkovskiy,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,7.86,0.10,954,0,24.38,LOW,Low risk - performing within acceptable standards
