person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
089413816205,Leif,Hård,S,1944,MAN,Tidigare riksdagsledamot,Södermanlands län,51303,63.75,17.16,14.08,0.00,94.56,1,2018-01-01,2018-01-01,85.92,100.00,94.56,Often on winning side
0626592467409,Inga,Lantz,V,1943,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0586690122908,Johan,Lönnroth,V,1937,MAN,Tidigare riksdagsledamot,"",3490,66.77,16.91,11.38,0.00,0.00,2,2002-01-01,2003-01-01,88.62,100.00,0.00,Generally aligned
0679228585116,Per,Åsling,C,1957,MAN,Tidigare riksdagsledamot,Jämtlands län,2365522,54.84,18.29,22.20,0.12,56.79,17,2006-01-01,2022-01-01,77.80,99.88,56.72,Generally aligned
0119672047211,Madeleine,Atlas,C,1968,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns västra,18497,62.07,15.02,14.71,0.00,49.06,2,2025-01-01,2026-01-01,85.29,100.00,49.06,Generally aligned
d499c798-457b-485c-9995-81e371dcbd81,Inga,Thorsson,S,1915,KVINNA,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
d3eb14a9-6c87-4d40-bc9d-d1f349f0f7d3,Sven,Gustafson,L,1911,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
bdec8550-a930-4e40-a63b-d7173121e929,Marianne,Wahlberg,L,1917,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0987448696517,Anna,Lindh,S,1957,KVINNA,Avliden  2003-09-11,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0456298137719,Hans,Leghammar,MP,1957,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0563922839001,Katarina,Olofsson,SD,1943,KVINNA,Tillgänglig ersättare,Stockholms län,17799,62.73,19.70,7.55,0.00,37.25,1,2019-01-01,2019-01-01,92.45,100.00,37.25,Generally aligned
0591020192311,Ulf,Lindholm,SD,1963,MAN,Tjänstgörande riksdagsledamot,Västernorrlands län,451606,59.15,17.20,14.54,0.00,68.63,5,2022-01-01,2026-01-01,85.46,100.00,68.63,Generally aligned
b75a56dd-3180-4e1d-81f6-327c1beb8c3a,Elvy,Olsson,C,1923,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
085018966209,Lars,Sundin,L,1933,MAN,Avliden  2024-07-02,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0940599017317,Lars G,Linder,S,1959,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0956444284814,Per,Bolund,MP,1971,MAN,Avgången riksdagsledamot,Stockholms kommun,1268964,58.79,21.40,14.78,0.14,34.27,12,2006-01-01,2023-01-01,85.22,99.86,34.22,Generally aligned
0213606215200,Bertil,Fiskesjö,C,1928,MAN,Avliden  2019-11-30,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0272316208815,Björn,Samuelson,V,1951,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0568055205114,Gustav,Nilsson,M,1949,MAN,Tidigare riksdagsledamot,Blekinge län,752444,61.30,21.77,12.78,0.00,94.90,6,2009-01-01,2014-01-01,87.22,100.00,94.90,Often on winning side
0513020576128,Erik,Bengtzboe,M,1987,MAN,Tidigare riksdagsledamot,Södermanlands län,740229,63.83,17.21,12.96,0.00,57.09,6,2010-01-01,2019-01-01,87.04,100.00,57.09,Generally aligned
066769783310,Lotta,Olsson,M,1960,KVINNA,Tidigare riksdagsledamot,Örebro län,1853539,54.56,16.19,23.87,0.11,57.73,13,2010-01-01,2022-01-01,76.13,99.89,57.67,Generally aligned
0548314774911,Veronica,Palm,S,1973,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,1663683,59.16,21.54,15.26,0.21,50.05,14,2002-01-01,2015-01-01,84.74,99.79,49.94,Generally aligned
0149848066801,Gunnar,Thollander,S,1933,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
d9e688e5-1af3-40f2-b964-8582c7d3ad35,Lars-Åke,Larsson,S,1928,MAN,Inga uppdrag,Älvsborgs läns norr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
3ae7cfa6-3603-408a-8eaf-fe054e546f37,Valdo,Carlström,L,1915,MAN,Inga uppdrag,Blekinge län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0252641216303,Britt-Marie,Lindkvist,S,1941,KVINNA,Tidigare riksdagsledamot,Malmö kommun,654026,58.70,19.31,17.05,0.05,79.19,5,2002-01-01,2006-01-01,82.95,99.95,79.15,Often on winning side
f2aef92f-0f56-408c-aa3e-ff91729f6c37,Bertil,Petersson,S,1910,MAN,Inga uppdrag,Kalmar län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
2b3001e9-0932-4280-bb6e-452edb81c12a,Sture,Korpås,C,1920,MAN,Inga uppdrag,Uppsala län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0687114079711,Hanna,Zetterberg,V,1973,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0525611880106,Gunnel,Wallin,C,1939,KVINNA,Tidigare riksdagsledamot,Skåne läns norra och östra,189507,50.93,29.60,17.60,0.00,83.06,2,2009-01-01,2010-01-01,82.40,100.00,83.06,Often on winning side
0664794700308,Jerry,Martinger,M,1947,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0205148684308,Maj Britt,Theorin,S,1932,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0362377089307,Lars,Ahlström,M,1930,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0836813859011,Martin,Andreasson,L,1970,MAN,Tidigare riksdagsledamot,Stockholms kommun,753840,59.49,19.25,16.42,0.09,46.53,6,2002-01-01,2012-01-01,83.58,99.91,46.49,Generally aligned
0514532571208,Kjell-Arne,Welin,L,1942,MAN,Avliden  2023-07-05,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0567603564903,Viola,Furubjelke,S,1946,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0153453019693,Maj-Lis,Landberg,S,1922,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0836614547702,Kerstin,Kristiansson Karlstedt,S,1948,KVINNA,Tidigare riksdagsledamot,Västernorrlands län,654026,58.70,19.31,17.05,0.00,88.79,5,2002-01-01,2006-01-01,82.95,100.00,88.79,Often on winning side
0926494078404,Eva-Britt,Svensson,V,1946,KVINNA,Tidigare europaparlamentariker,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0472349361027,Kalle,Olsson,S,1984,MAN,Tjänstgörande riksdagsledamot,Jämtlands län,1651817,52.84,15.02,25.77,0.02,62.62,13,2014-01-01,2026-01-01,74.23,99.98,62.61,Frequently absent
bec723b0-3f4c-4f4d-a5a6-cffae5dc773d,Birger,Möller,L,1934,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
a9b3d62e-7665-47bd-98b0-449545cc6c05,Karl,Bengtsson,L,1916,MAN,Inga uppdrag,Hallands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0413600182607,Sture,Ericson,S,1937,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
b3e720b2-a9d6-4801-8139-4aabfd3a7c19,Rune,Johnsson,C,1927,MAN,Inga uppdrag,Bohuslän,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
f222f18f-f4b2-4629-aa0f-78c7054c6fbc,Lars,Larsson,S,1921,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0988598877109,Per-Richard,Molén,M,1933,MAN,Avliden  2021-01-18,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0306286538528,Sofia,Damm,KD,1977,KVINNA,Tidigare riksdagsledamot,Skåne läns södra,1341207,51.33,14.57,28.38,0.05,41.61,9,2014-01-01,2022-01-01,71.62,99.95,41.59,Frequently absent
0970427364222,Anna,Wallén,S,1980,KVINNA,Tidigare riksdagsledamot,Västmanlands län,1006167,63.81,18.70,12.48,0.03,59.00,9,2010-01-01,2018-01-01,87.52,99.97,58.98,Generally aligned
059858389704,Helge,Hagberg,S,1932,MAN,Avliden  2019-11-18,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0229760896014,Anders,W Jonsson,C,1961,MAN,Tjänstgörande riksdagsledamot,Gävleborgs län,2423456,55.93,16.50,21.51,0.04,53.46,17,2010-01-01,2026-01-01,78.49,99.96,53.44,Generally aligned
0454447556218,Ismail,Kamil,L,1955,MAN,Tidigare riksdagsledamot,Uppsala län,630643,63.39,20.10,11.90,0.00,90.21,5,2010-01-01,2014-01-01,88.10,100.00,90.21,Often on winning side
0186490041606,Kerstin-Maria,Stalin,MP,1937,KVINNA,Tidigare riksdagsledamot,"",325268,61.25,18.19,15.29,0.64,63.20,4,2002-01-01,2006-01-01,84.71,99.36,62.80,Generally aligned
0483306984615,Björn,Samuelson,M,1951,MAN,Tidigare ersättare,Stockholms län,342369,64.21,18.93,12.00,0.00,94.29,3,2012-01-01,2014-01-01,88.00,100.00,94.29,Often on winning side
0792474127508,Karl Gustav,Abramsson,S,1947,MAN,Tidigare riksdagsledamot,Västerbottens län,1106330,56.43,22.38,17.26,0.06,55.08,9,2002-01-01,2010-01-01,82.74,99.94,55.05,Generally aligned
0523880046118,Yoomi,Renström,S,1962,KVINNA,Tidigare ersättare,Gävleborgs län,267334,55.39,20.54,19.61,0.00,82.24,2,2005-01-01,2006-01-01,80.39,100.00,82.24,Often on winning side
04bb49b9-971e-4b3b-815a-cfb050226c81,Svante,Lundkvist,S,1920,MAN,Inga uppdrag,Södermanlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0341604836310,Karin,Engdahl,S,1972,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns norra,34900,59.84,21.78,12.59,0.00,68.00,1,2022-01-01,2022-01-01,87.41,100.00,68.00,Generally aligned
0531874147598,Sven,Munke,M,1923,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0c5a22d3-85ea-4143-a229-847141f25ce5,Annika,Öhrström,C,1942,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0522191574902,Per Olof,Håkansson,S,1941,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0254021157518,Lars,Andersson,SD,1964,MAN,Tjänstgörande riksdagsledamot,Skåne läns södra,1179620,47.79,14.39,30.76,0.03,44.32,9,2018-01-01,2026-01-01,69.24,99.97,44.31,Frequently absent
0202132308900,Majvi,Andersson,S,1943,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0846730583715,Monika,Lövgren,SD,1961,KVINNA,Tidigare ersättare,Uppsala län,152513,15.88,4.97,76.83,0.00,9.38,2,2020-01-01,2021-01-01,23.17,100.00,9.38,Frequently absent
0994460509110,Maria,Fälth,KD,1963,KVINNA,Tidigare ersättare,Stockholms län,39437,65.39,18.92,9.87,0.00,87.61,1,2012-01-01,2012-01-01,90.13,100.00,87.61,Often on winning side
0773506435611,Anders,Larsson,C,1953,MAN,Tidigare ersättare,Örebro län,159842,59.40,19.79,15.59,0.22,46.51,3,2003-01-01,2005-01-01,84.41,99.78,46.41,Generally aligned
0743231788202,Rune,Wikström,M,1941,MAN,Tidigare riksdagsledamot,Stockholms län,1082947,59.12,22.90,14.27,0.03,93.43,9,2006-01-01,2014-01-01,85.73,99.97,93.40,Often on winning side
0330714384902,Inger,Strömbom,KD,1948,KVINNA,Tidigare riksdagsledamot,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0538387395826,Mats,Green,M,1979,MAN,Tjänstgörande riksdagsledamot,Jönköpings län,1792813,53.30,15.23,24.89,0.04,54.80,13,2014-01-01,2026-01-01,75.11,99.96,54.78,Generally aligned
0922497728524,Ardalan,Shekarabi,S,1978,MAN,Tjänstgörande riksdagsledamot,Uppsala län,647744,60.65,17.72,13.89,0.05,43.43,7,2013-01-01,2026-01-01,86.11,99.95,43.41,Generally aligned
0542215898226,Jan Emanuel,Johansson,S,1974,MAN,Tidigare riksdagsledamot,Stockholms län,871453,56.72,21.94,17.13,0.16,65.52,8,2002-01-01,2010-01-01,82.87,99.84,65.42,Generally aligned
0775091111217,Britta,Lejon,S,1964,KVINNA,Tidigare ersättare,Stockholms län,654026,58.70,19.31,17.05,0.00,87.19,5,2002-01-01,2006-01-01,82.95,100.00,87.19,Often on winning side
0713869819004,Nils,Häggström,C,1934,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0934740593109,Märtha,Gårdestig,KD,1938,KVINNA,Avliden  2023-02-19,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0262411569110,Helene,Odenjung,L,1965,KVINNA,Tjänstgörande riksdagsledamot,Göteborgs kommun,154956,57.80,17.04,14.56,0.00,90.54,2,2025-01-01,2026-01-01,85.44,100.00,90.54,Often on winning side
0314794471216,Anna,Starbrink,L,1971,KVINNA,Avgången riksdagsledamot,Stockholms län,304328,59.75,17.20,14.58,0.11,79.59,4,2022-01-01,2025-01-01,85.42,99.89,79.50,Often on winning side
0665360289423,Fredrik,Stenberg,S,1988,MAN,Tillgänglig ersättare,Västerbottens län,269428,43.37,12.97,36.66,0.00,55.70,4,2018-01-01,2025-01-01,63.34,100.00,55.70,Frequently absent
0782242286018,Gunnar,Axén,M,1967,MAN,Tidigare riksdagsledamot,Östergötlands län,1736973,58.96,21.55,15.31,0.00,74.90,13,2002-01-01,2014-01-01,84.69,100.00,74.90,Often on winning side
0535526562910,Lars,Tysklind,L,1953,MAN,Tidigare riksdagsledamot,Västra Götalands läns västra,2350166,60.25,20.32,14.87,0.01,68.31,17,2002-01-01,2018-01-01,85.13,99.99,68.30,Generally aligned
0232236105111,Magda,Ayoub,KD,1953,KVINNA,Tidigare riksdagsledamot,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0311892218602,Ingegerd,Sahlström,S,1943,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0797352642914,Mikael,Peterson,S,1966,MAN,Tidigare ersättare,Västmanlands län,47813,59.89,14.99,16.20,0.00,95.62,1,2018-01-01,2018-01-01,83.80,100.00,95.62,Often on winning side
0827298177012,Maria,Östberg Svanelind,S,1958,KVINNA,Tidigare ersättare,Stockholms kommun,55840,56.43,22.78,18.54,0.00,39.38,1,2007-01-01,2007-01-01,81.46,100.00,39.38,Generally aligned
0538494048717,Jonas,Andersson,SD,1972,MAN,Tidigare riksdagsledamot,Västerbottens län,728014,40.74,12.65,40.83,0.00,34.13,5,2018-01-01,2022-01-01,59.17,100.00,34.13,Frequently absent
0341628241813,Marianne,Fundahn,S,1958,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns södra,1792813,53.30,15.23,24.89,0.00,63.11,13,2014-01-01,2026-01-01,75.11,100.00,63.11,Generally aligned
0512424416400,Inger,Lundberg,S,1948,KVINNA,Avliden  2006-02-18,"",508144,59.55,19.02,16.43,0.00,82.01,5,2002-01-01,2006-01-01,83.57,100.00,82.01,Often on winning side
0100689229625,Hannes,Beckman,M,1984,MAN,Tidigare ersättare,Uppsala län,44323,63.45,20.46,10.87,0.00,98.43,2,2011-01-01,2012-01-01,89.13,100.00,98.43,Often on winning side
0389381287505,Ingela,Mårtensson,FP,1939,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0215382436506,Elisabeth,Persson,V,1942,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0601901584501,Margó,Ingvardsson,V,1941,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
9fbe5bee-e154-49b8-be2d-4b3809a47011,Nils-Olof,Grönhagen,S,1920,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0390912778804,Peter,Althin,KD,1941,MAN,Tidigare riksdagsledamot,Skåne läns södra,752095,58.41,19.79,17.13,0.00,40.70,6,2002-01-01,2007-01-01,82.87,100.00,40.70,Generally aligned
0356767744510,Maud,Olofsson,C,1955,KVINNA,Tidigare riksdagsledamot,Västerbottens län,654026,58.70,19.31,17.05,0.00,1.98,5,2002-01-01,2006-01-01,82.95,100.00,1.98,Generally aligned
0388920259006,Inger,René,M,1937,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns västra,1106330,56.43,22.38,17.26,0.10,54.70,9,2002-01-01,2010-01-01,82.74,99.90,54.65,Generally aligned
cf750e0b-d4c9-489a-b758-05587b63db75,Bengt,Norling,S,1925,MAN,Inga uppdrag,Norrbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0283117091429,Emanuel,Öz,S,1979,MAN,Tidigare riksdagsledamot,Stockholms kommun,498721,64.69,17.02,13.05,0.07,81.88,5,2014-01-01,2018-01-01,86.95,99.93,81.82,Often on winning side
0743081365718,Irene,Oskarsson,KD,1965,KVINNA,Tidigare ersättare,Jönköpings län,1082947,59.12,22.90,14.27,0.00,82.82,9,2006-01-01,2014-01-01,85.73,100.00,82.82,Often on winning side
0853204119514,Marlene,Burwick,S,1971,KVINNA,Tidigare riksdagsledamot,Uppsala län,728014,40.74,12.65,40.83,0.00,60.50,5,2018-01-01,2022-01-01,59.17,100.00,60.50,Frequently absent
0204494765606,Ann-Britt,Åsebol,M,1947,KVINNA,Tidigare riksdagsledamot,Dalarnas län,1716382,53.58,16.32,24.67,0.02,59.74,12,2010-01-01,2022-01-01,75.33,99.98,59.73,Generally aligned
0469915585804,Stig,Alemyr,S,1924,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0538777624511,Christer,Akej,M,1955,MAN,Tidigare riksdagsledamot,Skåne läns norra och östra,630643,63.39,20.10,11.90,0.00,89.10,5,2010-01-01,2014-01-01,88.10,100.00,89.10,Often on winning side
0186426023519,Arhe,Hamednaca,S,1953,MAN,Tidigare riksdagsledamot,Stockholms kommun,933575,64.08,19.00,12.13,0.15,53.53,8,2010-01-01,2017-01-01,87.87,99.85,53.45,Generally aligned
0919433006307,Agneta,Luttropp,MP,1945,KVINNA,Tidigare riksdagsledamot,Västmanlands län,630643,63.39,20.10,11.90,0.83,42.00,5,2010-01-01,2014-01-01,88.10,99.17,41.65,Generally aligned
0495661214429,Lorentz,Tovatt,MP,1989,MAN,Tidigare riksdagsledamot,Stockholms kommun,921709,45.22,13.49,35.40,0.08,55.93,6,2017-01-01,2022-01-01,64.60,99.92,55.89,Frequently absent
0985943148917,Victoria,Tiblom,SD,1969,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns södra,451606,59.15,17.20,14.54,0.08,61.74,5,2022-01-01,2026-01-01,85.46,99.92,61.69,Generally aligned
0548089226618,Mats,Einarsson,V,1960,MAN,Tidigare riksdagsledamot,Stockholms kommun,686483,58.55,19.52,17.09,0.10,57.85,7,2002-01-01,2008-01-01,82.91,99.90,57.79,Generally aligned
0227924728814,Anna,Grönlund Krantz,FP,1971,KVINNA,Tidigare riksdagsledamot,Norrbottens län,637623,58.76,19.33,17.00,0.17,32.24,5,2002-01-01,2006-01-01,83.00,99.83,32.19,Generally aligned
0420875837811,Margareta,Persson,S,1950,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0556854176401,Eva,Arvidsson,S,1948,KVINNA,Tidigare riksdagsledamot,Stockholms län,654026,58.70,19.31,17.05,0.05,89.38,5,2002-01-01,2006-01-01,82.95,99.95,89.34,Often on winning side
0695579897102,Ingvar,Eriksson,M,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0526772256714,Göran,Hargestam,SD,1966,MAN,Avgången riksdagsledamot,Östergötlands län,263844,58.25,17.31,14.67,0.00,67.20,2,2024-01-01,2025-01-01,85.33,100.00,67.20,Generally aligned
53bd1f4b-36a9-4db5-b094-c116845fadcd,Eric,Nelander,L,1902,MAN,Inga uppdrag,Malmöhus län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0108961111006,Ingvar,Karlsson,C,1940,MAN,Avliden  2025-04-13,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0441279609311,Torbjörn,Lövendahl,S,1960,MAN,Tidigare ersättare,Skåne läns södra,45370,50.78,29.73,17.27,0.00,18.46,1,2009-01-01,2009-01-01,82.73,100.00,18.46,Generally aligned
0599003208801,Lennart,Fremling,L,1946,MAN,Avliden  2013-07-17,Dalarnas län,654026,58.70,19.31,17.05,0.05,38.63,5,2002-01-01,2006-01-01,82.95,99.95,38.61,Generally aligned
0791649913415,Stefan,Nilsson,MP,1959,MAN,Tidigare ersättare,Stockholms kommun,613193,63.91,16.86,13.59,2.11,84.75,5,2014-01-01,2018-01-01,86.41,97.89,82.96,Often on winning side
0489462966700,Tanja,Linderborg,V,1943,KVINNA,Avliden  2023-01-19,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
afb04244-2dba-4edd-b241-b7cc41bc0675,Eric,Carlsson,C,1914,MAN,Inga uppdrag,Kopparbergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
089241104007,Bengt,Kindbom,C,1940,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0986091320811,Catarina,Deremar,C,1965,KVINNA,Tjänstgörande riksdagsledamot,Uppsala län,861332,49.01,15.16,28.63,0.04,41.73,6,2021-01-01,2026-01-01,71.37,99.96,41.71,Frequently absent
0742132383497,Bertil,Jonasson,C,1918,MAN,Avliden  2011-06-15,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
87312a93-17e1-4034-bfcf-7f0742a9ba84,Rolf,Sellgren,L,1919,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0475634300704,Anna,Åkerhielm,M,1946,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0488772415405,Ingrid,Hammarberg,L,1942,KVINNA,Tidigare ersättare,Gävleborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0768554866215,Katja,Nyberg,SD,1971,KVINNA,Tjänstgörande riksdagsledamot,Kronobergs län,1179620,47.79,14.39,30.76,0.00,45.68,9,2018-01-01,2026-01-01,69.24,100.00,45.68,Frequently absent
0125056691517,Lars-Axel,Nordell,KD,1952,MAN,Tidigare riksdagsledamot,Örebro län,1437531,61.94,19.99,13.39,0.05,75.72,10,2009-01-01,2018-01-01,86.61,99.95,75.68,Often on winning side
0899795917517,Håkan,Larsson,C,1950,MAN,Tidigare riksdagsledamot,Jämtlands län,654026,58.70,19.31,17.05,0.53,43.54,5,2002-01-01,2006-01-01,82.95,99.47,43.31,Generally aligned
0235974887200,Susanne,Eberstein,S,1948,KVINNA,Tidigare riksdagsledamot,Västernorrlands län,2350166,60.25,20.32,14.87,0.15,63.05,17,2002-01-01,2018-01-01,85.13,99.85,62.96,Generally aligned
0552300917200,Torgny,Larsson,S,1938,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0604811710522,Ida,Drougge,M,1990,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,1625991,52.31,15.08,26.34,0.11,55.64,13,2014-01-01,2026-01-01,73.66,99.89,55.58,Frequently absent
0126797549328,Johan,Forssell,M,1979,MAN,Migrationsminister,Stockholms kommun,1909379,54.88,16.26,23.45,0.06,54.53,13,2010-01-01,2022-01-01,76.55,99.94,54.50,Generally aligned
5f90f371-1333-442e-a52a-984562e000ae,Torkel,Lindahl,L,1943,MAN,Inga uppdrag,Bohuslän,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0901257862125,Hans,Linde,V,1979,MAN,Tidigare riksdagsledamot,Göteborgs kommun,1481505,60.65,21.25,13.94,0.05,28.08,12,2006-01-01,2017-01-01,86.06,99.95,28.07,Generally aligned
092274509611,Aron,Etzler,V,1973,MAN,"","",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0980681611418,Hans,Wallmark,M,1965,MAN,Avgången riksdagsledamot,Skåne läns norra och östra,2689394,55.28,18.19,21.32,0.00,60.34,19,2006-01-01,2024-01-01,78.68,100.00,60.34,Generally aligned
0978492597607,Gerd,Engman,S,1942,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0604604418610,Jacob,Risberg,MP,1972,MAN,Tjänstgörande riksdagsledamot,Uppsala län,451606,59.15,17.20,14.54,0.08,35.40,5,2022-01-01,2026-01-01,85.46,99.92,35.37,Generally aligned
0802373156815,Nyamko,Sabuni,L,1969,KVINNA,Tidigare riksdagsledamot,Stockholms län,654026,58.70,19.31,17.05,0.37,36.50,5,2002-01-01,2006-01-01,82.95,99.63,36.36,Generally aligned
fbcf9fdf-e775-474f-83f7-c9a5c89e59ac,Bert,Stålhammar,L,1935,MAN,Inga uppdrag,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
9f3bdfdc-8150-4dcf-afa2-653284dd6cb5,Tage,Magnusson,M,1910,MAN,Inga uppdrag,Älvsborgs läns södr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0644177413119,Stig,Henriksson,V,1955,MAN,Tidigare riksdagsledamot,Västmanlands län,423686,64.77,16.97,12.96,0.08,63.34,4,2014-01-01,2017-01-01,87.04,99.92,63.29,Generally aligned
0426843954410,Ulrik,Bergman,M,1970,MAN,Tillgänglig ersättare,Dalarnas län,15007,54.02,16.77,23.10,0.00,60.47,2,2021-01-01,2022-01-01,76.90,100.00,60.47,Generally aligned
0731265898310,Marianne,Kierkemann,M,1950,KVINNA,Tidigare riksdagsledamot,Hallands län,514426,53.81,25.98,17.23,0.00,79.58,7,2005-01-01,2011-01-01,82.77,100.00,79.58,Often on winning side
0933424396309,Billy,Gustafsson,S,1948,MAN,Avliden  2018-04-06,Östergötlands län,1736973,58.96,21.55,15.31,0.08,55.78,13,2002-01-01,2014-01-01,84.69,99.92,55.74,Generally aligned
354b135b-3a40-4154-b17f-21d1919e2e17,Sven,Andersson,L,1917,MAN,Inga uppdrag,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0370463969500,Karin,Nilsson,V,1945,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
ea0d5469-875b-45b6-8dff-c8326bfd6558,Håkan,Winberg,M,1931,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
