hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2901606,US,United States,44.948,SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",2016,
2593859,DK,Denmark,"",ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)",1999,
2670636,NO,Norway,"",IC.BRE.BI.P3,B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings,1992,
2973196,GB,United Kingdom,35223311297.6873,NY.GNP.MKTP.CN,GNI (current LCU),1963,
2794541,GB,United Kingdom,345620000000,NE.GDI.TOTL.CN,Gross capital formation (current LCU),2014,
2447125,SE,Sweden,"",EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),1980,
2390259,SE,Sweden,"",SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%),2009,
2613072,NO,Norway,66.551,SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",2024,
2302511,SE,Sweden,"",TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100),1963,
3025059,NO,Norway,"",DT.TDS.DIMF.CD,"IMF repurchases and charges (TDS, current US$)",1962,
2831186,US,United States,9669172130000,NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure (constant 2015 US$),2003,
3009325,NO,Norway,"",SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1963,
2826861,US,United States,"",NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)",1974,
2431327,SE,Sweden,"",NV.AGR.EMPL.KD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",1988,
2771159,US,United States,"",DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)",1977,
2716563,NO,Norway,"",SI.POV.LMIC.GP,Poverty gap at $4.20 a day (2021 PPP) (%),1981,
2695204,FI,Finland,"",SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$),1961,
2997210,GB,United Kingdom,58.43,SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",2019,
2713913,DK,Denmark,"",DT.NFL.IFAD.CD,"Net official flows from UN agencies, IFAD (current US$)",1988,
2940847,FI,Finland,"",NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)",1979,
2326419,SE,Sweden,23253734408.4624,FI.RES.XGLD.CD,Total reserves minus gold (current US$),1994,
2610456,GB,United Kingdom,12.32138,SE.XPD.PRIM.PC.ZS,"Government expenditure per student, primary (% of GDP per capita)",1999,
2349425,NO,Norway,"",SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)",1964,
2676584,NO,Norway,"",SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",1982,
2332835,DK,Denmark,"",EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1988,
2883267,GB,United Kingdom,1.19756879978252,TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),2002,
2628223,DK,Denmark,704445000000,GC.XPN.TOTL.CN,Expense (current LCU),2009,
2427190,SE,Sweden,"",NV.FSM.TOTL.KN,Financial intermediary services indirectly Measured (FISIM) (constant LCU),2008,
2740735,DK,Denmark,0.185692606331182,TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1986,
2452827,SE,Sweden,"",SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1968,
2633336,DK,Denmark,41.7046357043354,BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),2017,
2980672,GB,United Kingdom,13.3061599731445,SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",2002,
2472566,SE,Sweden,"",IT.NET.USER.FE.ZS,"Individuals using the Internet, female (% of female population)",2000,
3007076,NO,Norway,"",FP.WPI.TOTL,Wholesale price index (2010 = 100),1974,
2858372,US,United States,2.8028,EN.GHG.N2O.IC.MT.CE.AR5,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),1980,
2624019,DK,Denmark,"",IE.PPN.ENGY.CD,Public private partnerships investment in energy (current US$),2024,
2380873,SE,Sweden,"",SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",1968,
2977341,GB,United Kingdom,20.95822677,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,1983,
2715492,DK,Denmark,"",SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),1980,
2986611,GB,United Kingdom,0.2,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1969,
2756992,NO,Norway,5.9154433318424,SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)",2014,
2328175,GB,United Kingdom,8.05,SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",2008,
2382433,NO,Norway,"",LP.LPI.TRAC.XQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),2021,
2386436,NO,Norway,30.7516121436208,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)",2021,
2515254,SE,Sweden,"",BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)",1973,
2872029,US,United States,467.65,ER.H2O.FWTL.K3,"Annual freshwater withdrawals, total (billion cubic meters)",1993,
2381718,SE,Sweden,54.2941982640475,NV.MNF.OTHR.ZS.UN,Other manufacturing (% of value added in manufacturing),1975,
2708998,DK,Denmark,"",SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",2003,
2846192,US,United States,"",SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1998,
2749602,FI,Finland,"",DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense),1992,
2549568,DK,Denmark,2.87144704446164,SL.EMP.MPYR.ZS,"Employers, total (% of total employment) (modeled ILO estimate)",2006,
3019422,NO,Norway,"",IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high),1964,
2600218,DK,Denmark,6.1353480288415,SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)",2008,
2712043,DK,Denmark,2947679245.34568,NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",2004,
2547826,GB,United Kingdom,1.52956208655333,SP.RUR.TOTL.ZG,Rural population growth (annual %),1965,
2613946,GB,United Kingdom,"",FX.OWN.TOTL.60.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",1968,
2543471,US,United States,"",SL.TLF.TOTL.IN,"Labor force, total",1981,
2429422,NO,Norway,1414,AG.LND.PRCP.MM,Average precipitation in depth (mm per year),2001,
2693892,DK,Denmark,"",LP.EXP.DURS.MD,"Lead time to export, median case (days)",2009,
2695989,DK,Denmark,"",GC.DOD.TOTL.CN,"Central government debt, total (current LCU)",1995,
2384903,NO,Norway,"",DT.NFL.WITC.CD,"Net official flows from UN agencies, WTO-ITC (current US$)",1968,
2993007,GB,United Kingdom,"",IC.BRE.BL.P2,B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,2023,
2935005,FI,Finland,"",DT.DOD.DLXF.CD,"External debt stocks, long-term (DOD, current US$)",1984,
2974706,GB,United Kingdom,11524803,SP.POP.0014.TO,"Population ages 0-14, total",2014,
2500869,DK,Denmark,5140939,SP.POP.TOTL,"Population, total",1990,
2640913,FI,Finland,"",SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1977,
2978293,GB,United Kingdom,"",DT.DOD.DPPG.CD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",1980,
2750958,DK,Denmark,"",IC.BRE.BL.P2,B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,2007,
2563759,US,United States,3.06129234381941,BM.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net outflows (% of GDP)",2004,
2331145,SE,Sweden,"",EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)",1963,
2494105,DK,Denmark,"",SH.STA.ORTH,Diarrhea treatment (% of children under 5 who received ORS packet),1973,
2777928,DK,Denmark,7,PV.NO.SRC,Political Stability and Absence of Violence/Terrorism: Number of Sources,2007,
2800984,GB,United Kingdom,"",IC.BRE.TX.OS,B-READY: Taxation: Overall Score,2004,
2381297,SE,Sweden,99.1149041183548,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2007,
3024026,NO,Norway,"",IC.FRM.CO2.ZS,Firms monitoring own CO2 emissions (% of firms),1988,
2915897,FI,Finland,"",SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",1976,
2912011,FI,Finland,5.32985718609551,SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)",2017,
2980939,GB,United Kingdom,"",NE.GDI.STKB.CD,Changes in inventories (current US$),1970,
2568818,GB,United Kingdom,154.7031,EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),1975,
2665121,DK,Denmark,119310522147.248,NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure (constant 2015 US$),2000,
2774183,NO,Norway,13.0651986046754,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",1983,
2647579,DK,Denmark,548899728000,NV.SRV.TOTL.KN,"Services, value added (constant LCU)",1969,
2538456,SE,Sweden,10.975840709061,EG.GDP.PUSE.KO.PP.KD,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2013,
2851019,US,United States,29.1834,IT.MLT.MAIN.P2,Fixed telephone subscriptions (per 100 people),1966,
2925164,FI,Finland,48.1196493739482,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),2016,
2529578,SE,Sweden,511691.586939325,NY.GNP.PCAP.KN,GNI per capita (constant LCU),2019,
2352140,DK,Denmark,2.13621674724555,SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)",1967,
3008789,NO,Norway,"",DT.NFL.UNFP.CD,"Net official flows from UN agencies, UNFPA (current US$)",1971,
2340480,DK,Denmark,"",IC.BRE.P2.PS,B-READY: Pillar 2: Public Services,1992,
2815049,GB,United Kingdom,382506304000,NV.IND.TOTL.KN,"Industry (including construction), value added (constant LCU)",2003,
2677238,DK,Denmark,"",TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",1984,
2480471,SE,Sweden,21.9275742195031,BM.GSR.TRVL.ZS,"Travel services (% of service imports, BoP)",2009,
2963579,FI,Finland,38.88,SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)",2002,
2803273,NO,Norway,"",SH.HIV.0014,Children (0-14) living with HIV,2019,
2654496,DK,Denmark,"",SH.DYN.0509,"Probability of dying among children ages 5-9 years (per 1,000)",1982,
2682755,DK,Denmark,"",SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%),1968,
2782585,DK,Denmark,"",IQ.SPI.PIL3,Statistical performance indicators (SPI): Pillar 3 data products score (scale 0-100),1966,
2801284,NO,Norway,10,SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)",1972,
2795926,US,United States,"",FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",1986,
2314515,FI,Finland,"",EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions including LULUCF (Mt CO2e),1995,
2761576,DK,Denmark,"",SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",1988,
2962694,FI,Finland,"",per_si_allsi.ben_q1_tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),2024,
2763803,DK,Denmark,"",IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high),1996,
2962721,FI,Finland,"",per_si_allsi.ben_q1_tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),1997,
2433009,SE,Sweden,"",IT.NET.SECR.P6,Secure Internet servers (per 1 million people),1999,
2349197,FI,Finland,4.1774,EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),2017,
2395510,GB,United Kingdom,34.0485865664453,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),1982,
2356054,SE,Sweden,"",DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)",1976,
2422036,SE,Sweden,"",DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation),2020,
2558660,GB,United Kingdom,"",SE.TER.CUAT.MS.FE.ZS,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",1970,
2955700,FI,Finland,36396.5072711623,NY.GNP.PCAP.KN,GNI per capita (constant LCU),1999,
2486897,SE,Sweden,170020890000,NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU),1982,
2899156,US,United States,"",CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)",1965,
1034403,NO,Norway,"",HD_HCIP_EDUC_TO,"Human capital index plus (HCI+): education pillar score, total (scale 0–188)",2016,
2997862,GB,United Kingdom,"",SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)",1974,
2843573,GB,United Kingdom,"",IC.BRE.US.OS,B-READY: Utility Services: Overall Score,1972,
2886253,GB,United Kingdom,"",SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2008,
2674232,DK,Denmark,"",VC.IDP.NWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",1964,
2892239,US,United States,"",SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)",2003,
2583228,SE,Sweden,"",IQ.CPA.HRES.XQ,CPIA building human resources rating (1=low to 6=high),1970,
2611391,GB,United Kingdom,0.730127271498855,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",2008,
2832035,US,United States,29.57160963,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,2006,
2831445,NO,Norway,"",IC.FRM.BRIB.ZS,Bribery incidence (% of firms experiencing at least one bribe payment request),2011,
2946521,FI,Finland,"",DT.NFL.MIBR.CD,"Net financial flows, IBRD (NFL, current US$)",2023,
2390403,US,United States,5.96295,SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",1986,
2577738,GB,United Kingdom,"",SP.DYN.WFRT,Wanted fertility rate (births per woman),2015,
2360319,US,United States,0.205925846170308,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP),2012,
2652880,DK,Denmark,"",SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),1970,
2961047,FI,Finland,"",SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)",2020,
2989352,GB,United Kingdom,"",IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100),1995,
2774641,NO,Norway,"",per_allsp.cov_pop_tot,Coverage of social protection and labor programs (% of population),1980,
2967242,FI,Finland,"",IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",1985,
2708034,GB,United Kingdom,"",IC.BRE.DR.P1,B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,1993,
2633926,NO,Norway,"",DC.DAC.POLL.CD,"Net bilateral aid flows from DAC donors, Poland (current US$)",2007,
2821750,US,United States,-109802158000,NY.GDP.DISC.CN,Discrepancy in expenditure estimate of GDP (current LCU),2016,
2773004,DK,Denmark,41.4903619061219,SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",2021,
2872479,US,United States,51.4137,EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),2019,
2468306,SE,Sweden,20349.7491803579,NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),2005,
2715036,GB,United Kingdom,1.83432771771502,BN.CAB.XOKA.GD.ZS,Current account balance (% of GDP),1971,
2468060,NO,Norway,"",per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),2001,
3024367,NO,Norway,"",EG.ELC.ACCS.UR.ZS,"Access to electricity, urban (% of urban population)",1975,
2332189,DK,Denmark,"",CC.PER.RNK,Control of Corruption: Percentile Rank,1984,
2922019,FI,Finland,"",GE.EST,Government Effectiveness: Estimate,1960,
2981341,GB,United Kingdom,"",FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",1969,
2342209,NO,Norway,0,EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),1992,
2448076,SE,Sweden,69.205,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",1996,
2893227,NO,Norway,"",NE.CON.GOVT.KD,General government final consumption expenditure (constant 2015 US$),1964,
2416718,GB,United Kingdom,-418959113.05086,BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)",1999,
2832350,FI,Finland,"",DT.NFL.UNCR.CD,"Net official flows from UN agencies, UNHCR (current US$)",2018,
2937440,FI,Finland,"",SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",1960,
3000228,GB,United Kingdom,"",SE.ADT.1524.LT.MA.ZS,"Literacy rate, youth male (% of males ages 15-24)",1978,
1033745,NO,Norway,261.12819475158,HD_HCIP_OVRL_TO,"Human capital index plus (HCI+): overall score, total (scale 0–325)",2015,
2934889,FI,Finland,"",DT.NFL.UNAI.CD,"Net official flows from UN agencies, UNAIDS (current US$)",1970,
2750948,DK,Denmark,"",IC.BRE.BL.P2,B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,2017,
2834097,NO,Norway,"",SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)",1964,
2684943,DK,Denmark,80,SH.HIV.ARTC.ZS,Antiretroviral therapy coverage (% of people living with HIV),2014,
2334406,NO,Norway,"",SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%),2022,
2776927,DK,Denmark,4.12590980529785,SE.SEC.UNER.LO.ZS,Adolescents out of school (% of lower secondary school age),2002,
2801340,US,United States,909.7698,EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),1982,
2565931,SE,Sweden,"",SH_UHC_SCI_ID,UHC service coverage sub-index on infectious diseases,1997,
2509737,US,United States,"",DT.NFL.IMFC.CD,"Net financial flows, IMF concessional (NFL, current US$)",1973,
2616621,DK,Denmark,"",per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population),2009,
2636754,DK,Denmark,6.87046446290872,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),1970,
2495581,SE,Sweden,2.98991333890461,SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)",1970,
2324409,US,United States,21.6100594011482,NY.GNS.ICTR.GN.ZS,Gross savings (% of GNI),1982,
2336288,SE,Sweden,"",DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service),1986,
2556682,DK,Denmark,"",SE.SEC.ENRL.UP.TC.ZS,"Pupil-teacher ratio, upper secondary",1964,
2910586,NO,Norway,"",DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves),2012,
2791494,NO,Norway,"",SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),1961,
2975066,GB,United Kingdom,"",SH.HIV.INCD.YG,Young people (ages 15-24) newly infected with HIV,1978,
2536726,SE,Sweden,"",IC.BRE.BL.P1,B-READY: Business Location Pillar 1: Quality of Regulations for Business Location,2021,
2644021,FI,Finland,"",NY.TRF.NCTR.KN,Net secondary income (Net current transfers from abroad) (constant LCU),2018,
2793971,US,United States,86.4923782348633,SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",1993,
2493414,DK,Denmark,2.23791475846093,NY.GNP.MKTP.KD.ZG,GNI growth (annual %),1998,
2502574,SE,Sweden,0.701219975948334,SE.SEC.UNER.LO.MA.ZS,"Adolescents out of school, male (% of male lower secondary school age)",2015,
2871349,US,United States,175161000,IT.MLT.MAIN,Fixed telephone subscriptions,2005,
2802355,NO,Norway,7.411,SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education),1997,
2473934,SE,Sweden,"",SE.PRE.TCAQ.MA.ZS,"Trained teachers in preprimary education, male (% of male teachers)",2021,
2383907,FI,Finland,0.379140419702039,NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP),1973,
2751513,GB,United Kingdom,"",DT.NFL.PROP.CD,"PPG, other private creditors (NFL, current US$)",1986,
3381931,SE,Sweden,"",VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)",1978,
2814481,GB,United Kingdom,38.4,SI.DST.05TH.20,Income share held by highest 20%,1982,
2632074,NO,Norway,"",EG.ELC.RNWX.ZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1962,
2807250,US,United States,1.50298464298248,GE.EST,Government Effectiveness: Estimate,2009,
3009353,NO,Norway,10.42,SH.ALC.PCAP.MA.LI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",2000,
2508969,US,United States,626909,SM.POP.RHCR.EA,Refugees under the mandate of the UNHCR by country or territory of asylum,1984,
2497454,SE,Sweden,0.14,SH.STA.POIS.P5.FE,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",2017,
2383034,SE,Sweden,"",SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)",2005,
2530486,GB,United Kingdom,1.37608870940872,TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1965,
2565388,SE,Sweden,"",SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",1996,
2834474,US,United States,"",DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)",1982,
2336236,SE,Sweden,7290.6303239401,NY.GDP.PCAP.CD,GDP per capita (current US$),1973,
2937541,FI,Finland,"",SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%),1991,
2723573,FI,Finland,99.93988,SE.SEC.PROG.ZS,Progression to secondary school (%),2009,
2320195,DK,Denmark,"",SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",1983,
2925511,FI,Finland,99674000000,NY.GNP.MKTP.CN,GNI (current LCU),1996,
2785734,DK,Denmark,10.0170424207014,BM.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net outflows (% of GDP)",1999,
2525842,SE,Sweden,"",SE.SEC.TCAQ.FE.ZS,"Trained teachers in secondary education, female (% of female teachers)",1972,
2829588,NO,Norway,0.702702868062827,ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)",2020,
2505047,NO,Norway,7.09125815315434,NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),1983,
2477128,SE,Sweden,"",per_si_allsi.cov_q4_tot,Coverage of social insurance programs in 4th quintile (% of population),1986,
2875495,US,United States,565.626,EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),2015,
2641813,GB,United Kingdom,"",SL.WAG.0714.MA.ZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",1977,
2484509,SE,Sweden,"",EN.GHG.TOT.ZG.AR5,Total greenhouse gas emissions excluding LULUCF (% change from 1990),1972,
2795145,NO,Norway,"",SE.PRM.TCHR,"Primary education, teachers",1968,
2360564,SE,Sweden,5495100000,TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),1969,
2393321,US,United States,"",RL.NO.SRC,Rule of Law: Number of Sources,1984,
2786277,NO,Norway,"",SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",1976,
2714633,NO,Norway,9365042718.23684,FI.RES.XGLD.CD,Total reserves minus gold (current US$),1984,
2954249,FI,Finland,"",SH_UHC_SCI_NCD,UHC service coverage sub-index on non-communicable diseases,2024,
2553676,NO,Norway,50.976627824273,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2008,
2952618,FI,Finland,52315548.70377,BN.GSR.GNFS.CD,"Net trade in goods and services (BoP, current US$)",2023,
2855857,FI,Finland,5.55205075194686,SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)",1993,
2709025,DK,Denmark,"",SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",1976,
3009321,NO,Norway,"",SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1967,
2880007,US,United States,"",SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",1983,
2674595,NO,Norway,"",DT.NFL.BLAT.CD,"Net financial flows, bilateral (NFL, current US$)",1966,
2782452,DK,Denmark,"",NY.ADJ.ICTR.GN.ZS,Adjusted savings: gross savings (% of GNI),1969,
2884374,US,United States,"",GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1966,
2959176,FI,Finland,"",SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)",1984,
2424094,US,United States,"",SH.STA.WASH.P5,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",2001,
2715573,DK,Denmark,"",SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",1964,
2987795,GB,United Kingdom,"",SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),1991,
2369634,US,United States,"",NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1965,
2841691,US,United States,"",SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",1964,
2807683,US,United States,"",EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output),1966,
2496824,SE,Sweden,5.9,SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)",2002,
2837458,US,United States,"",TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports),1963,
2763761,DK,Denmark,"",IQ.CPA.STRC.XQ,CPIA structural policies cluster average (1=low to 6=high),1973,
2477680,SE,Sweden,13.7785619416781,NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)",2009,
2937415,FI,Finland,"",SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",1985,
2983889,GB,United Kingdom,"",SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),1998,
2405239,SE,Sweden,20.8498312342254,EN.POP.DNST,Population density (people per sq. km of land area),1989,
3015879,NO,Norway,"",IC.FRM.BNKL.ZS,Firms with a bank loan/line of credit (% of firms),1995,
2811390,FI,Finland,8.90308919481896,SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)",1981,
2836754,GB,United Kingdom,"",per_si_allsi.cov_q1_tot,Coverage of social insurance programs in poorest quintile (% of population),2017,
2931176,FI,Finland,"",SH.STA.STNT.MA.ZS,"Prevalence of stunting, height for age, male (% of children under 5)",1985,
2346552,SE,Sweden,"",CC.PER.RNK.UPPER,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",1991,
