ministry_code,committee,decision_type,decision_quarter,decision_year,quarter_num,total_proposals,approved_proposals,rejected_proposals,referred_back_proposals,committee_referral_proposals,other_decisions,approval_rate,rejection_rate,committee_referral_rate,earliest_proposal_date,latest_proposal_date
JU,Delvis bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-02-27,2002-02-27
N, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,8,8,0,0,0,0,100.00,0.00,0.00,2012-01-23,2012-03-27
FI, Bifall,Röstning,2004-10-01 00:00:00+00,2004,4,2,2,0,0,0,0,100.00,0.00,0.00,2004-10-13,2004-10-25
FI, Avslag,Röstning,2012-07-01 00:00:00+00,2012,3,1,1,0,0,0,0,100.00,0.00,0.00,2012-07-04,2012-07-04
FI, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,3,3,0,0,0,0,100.00,0.00,0.00,2011-10-18,2011-12-20
M, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,2,2,0,0,0,0,100.00,0.00,0.00,2014-01-21,2014-03-18
Ju, Bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,2,2,0,0,0,0,100.00,0.00,0.00,2012-11-15,2012-12-03
N, Bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,7,7,0,0,0,0,100.00,0.00,0.00,2013-01-03,2013-03-27
U, Bifall,Röstning,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-10-11,2012-10-11
UD, Delvis bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-11-14,2008-11-14
FI, Bifall,Acklamation,2007-07-01 00:00:00+00,2007,3,1,1,0,0,0,0,100.00,0.00,0.00,2007-09-19,2007-09-19
Finansdepartementet,Bifall,"",2020-04-01 00:00:00+00,2020,2,1,1,0,0,0,0,100.00,0.00,0.00,2020-06-23,2020-06-23
Fö, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-11-30,2005-11-30
U, Delvis bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-03-18,2014-03-18
Socialdepartementet,Bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
A, Bifall,Röstning,2012-04-01 00:00:00+00,2012,2,2,2,0,0,0,0,100.00,0.00,0.00,2012-04-02,2012-06-20
FI, Bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-09-30,2008-09-30
JO," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-01-20,2005-01-20
S, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,1,1,0,0,0,0,100.00,0.00,0.00,2009-05-28,2009-05-28
Fö, Bifall,Röstning,2003-01-01 00:00:00+00,2003,1,2,2,0,0,0,0,100.00,0.00,0.00,2003-01-27,2003-03-20
UD, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,5,5,0,0,0,0,100.00,0.00,0.00,2011-02-03,2011-03-22
Socialdepartementet,"","",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
M, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,2,2,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-23
U," Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-17,2010-03-17
N," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-14,2005-03-14
JU, Delvis bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-05-28,2004-05-28
Utbildningsdepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,1,1,0,0,0,0,100.00,0.00,0.00,2025-09-11,2025-09-11
IJ, Bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,2,2,0,0,0,0,100.00,0.00,0.00,2008-03-13,2008-03-18
JU, Bifall,Acklamation,2004-01-01 00:00:00+00,2004,1,11,11,0,0,0,0,100.00,0.00,0.00,2004-03-02,2004-03-16
FI, Bifall,Röstning,2008-07-01 00:00:00+00,2008,3,4,4,0,0,0,0,100.00,0.00,0.00,2008-09-22,2008-09-30
UD, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,3,3,0,0,0,0,100.00,0.00,0.00,2012-03-19,2012-03-27
Justitiedepartementet,Bifall,"",2022-07-01 00:00:00+00,2022,3,1,1,0,0,0,0,100.00,0.00,0.00,2022-09-06,2022-09-06
S," Bifall,  Bifall",Acklamation,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-10-01,2013-10-01
JU," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-28,2003-05-28
Kulturdepartementet,Bifall,"",2024-01-01 00:00:00+00,2024,1,1,1,0,0,0,0,100.00,0.00,0.00,2024-03-19,2024-03-19
Fö,Bifall,"",2001-07-01 00:00:00+00,2001,3,2,0,0,0,2,0,0.00,0.00,100.00,2001-09-27,2001-09-27
UD, Bifall,Röstning,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-11-08,2012-11-08
Utrikesdepartementet,Bifall,"",2017-10-01 00:00:00+00,2017,4,6,6,0,0,0,0,100.00,0.00,0.00,2017-10-24,2017-12-12
S," Bifall,  Bifall",Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-12-20,2011-12-20
FI, Bifall,Acklamation,2011-04-01 00:00:00+00,2011,2,8,8,0,0,0,0,100.00,0.00,0.00,2011-04-06,2011-06-21
Justitiedepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,11,11,0,0,0,0,100.00,0.00,0.00,2025-04-24,2025-06-24
N, Bifall,Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-02,2007-10-02
Försvarsdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,4,4,0,0,0,0,100.00,0.00,0.00,2016-03-08,2016-03-22
JU, Delvis bifall,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-06-10,2004-06-10
Integrations- och jämställdhetsdepartementet, Bifall,Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-02-01,2007-02-01
L, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-12,2012-03-12
JO," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-06-20,2007-06-20
FI, Delvis bifall,Röstning,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-25,2004-10-25
A, Delvis bifall,Röstning,2012-07-01 00:00:00+00,2012,3,1,1,0,0,0,0,100.00,0.00,0.00,2012-09-18,2012-09-18
M, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-12-02,2013-12-02
Finansdepartementet,Bifall,"",2016-10-01 00:00:00+00,2016,4,11,11,0,0,0,0,100.00,0.00,0.00,2016-10-10,2016-12-19
Socialdepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,6,6,0,0,0,0,100.00,0.00,0.00,2025-04-01,2025-06-10
JU, Bifall,Röstning,2008-04-01 00:00:00+00,2008,2,2,2,0,0,0,0,100.00,0.00,0.00,2008-04-21,2008-05-20
Finansdepartementet,Delvis bifall,"",2016-01-01 00:00:00+00,2016,1,2,2,0,0,0,0,100.00,0.00,0.00,2016-02-09,2016-03-15
Justitiedepartementet,Bifall,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
S, Bifall,Röstning,2008-01-01 00:00:00+00,2008,1,4,4,0,0,0,0,100.00,0.00,0.00,2008-03-13,2008-03-18
JU, Delvis bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-21,2007-03-21
M, Bifall,Acklamation,2008-04-01 00:00:00+00,2008,2,3,3,0,0,0,0,100.00,0.00,0.00,2008-04-01,2008-05-26
FI," Bifall,  Bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-21,2007-03-21
N, Bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-09-25,2008-09-25
Ju, Bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,8,8,0,0,0,0,100.00,0.00,0.00,2013-01-03,2013-03-26
Försvarsdepartementet,"","",2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-03,2005-03-03
JO, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-03-09,2009-03-19
M  t.o.m. 1 jan-07, Bifall,Acklamation,2005-07-01 00:00:00+00,2005,3,1,1,0,0,0,0,100.00,0.00,0.00,2005-09-29,2005-09-29
SB, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-02-28,2012-02-28
Justitiedepartementet,Bifall,"",2023-10-01 00:00:00+00,2023,4,2,2,0,0,0,0,100.00,0.00,0.00,2023-11-28,2023-12-21
Ju, Delvis bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,2,2,0,0,0,0,100.00,0.00,0.00,2013-04-16,2013-04-16
S," Bifall,  Bifall",Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-11-24,2005-11-24
S, Delvis bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-12-16,2009-12-16
FI," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-07-01 00:00:00+00,2005,3,1,1,0,0,0,0,100.00,0.00,0.00,2005-09-20,2005-09-20
Finansdepartementet,Delvis bifall,"",2015-04-01 00:00:00+00,2015,2,1,1,0,0,0,0,100.00,0.00,0.00,2015-04-15,2015-04-15
N, Bifall,Acklamation,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-04-10,2007-04-10
JU," Bifall,  Bifall,  Bifall",Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-13,2003-05-13
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-23
M, Bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,2,2,0,0,0,0,100.00,0.00,0.00,2012-10-05,2012-10-23
FI,"",Acklamation,2011-07-01 00:00:00+00,2011,3,1,1,0,0,0,0,100.00,0.00,0.00,2011-09-20,2011-09-20
Utbildningsdepartementet,Bifall,"",2019-07-01 00:00:00+00,2019,3,2,2,0,0,0,0,100.00,0.00,0.00,2019-09-09,2019-09-09
Utbildningsdepartementet,Bifall,"",2015-04-01 00:00:00+00,2015,2,3,3,0,0,0,0,100.00,0.00,0.00,2015-04-09,2015-06-25
UD, Bifall,Röstning,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-20,2012-03-20
JU, Delvis bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-01-21,2003-01-21
N, Bifall,Röstning,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-10-14,2013-10-14
S, Delvis bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-06-09,2010-06-09
Justitiedepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,19,19,0,0,0,0,100.00,0.00,0.00,2017-01-10,2017-03-30
Fö,Bifall,"",2002-01-01 00:00:00+00,2002,1,3,0,0,0,3,0,0.00,0.00,100.00,2002-03-14,2002-03-19
N," Bifall,  Bifall",Röstning,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-01-20,2004-01-20
Fö, Bifall,Röstning,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-23
IJ,"","",2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-11-26,2009-11-26
JU," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-01,2006-03-01
Ju, Bifall,Röstning,2011-04-01 00:00:00+00,2011,2,1,1,0,0,0,0,100.00,0.00,0.00,2011-04-14,2011-04-14
N, Bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,4,4,0,0,0,0,100.00,0.00,0.00,2009-10-01,2009-12-21
FI, Bifall,Röstning,2008-04-01 00:00:00+00,2008,2,2,2,0,0,0,0,100.00,0.00,0.00,2008-04-15,2008-05-21
FI," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-06-28,2003-06-28
S," Bifall,  Bifall",Röstning,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-11-14,2008-11-14
S, Bifall,Röstning,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-06-05,2003-06-05
JU, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,7,7,0,0,0,0,100.00,0.00,0.00,2010-04-06,2010-06-28
M, Bifall,Röstning,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-01-28,2009-01-28
IJ, Bifall,Röstning,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-12-01,2009-12-01
Justitiedepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,1,1,0,0,0,0,100.00,0.00,0.00,2025-08-26,2025-08-26
""," Bifall,  Delvis bifall",Acklamation,2012-07-01 00:00:00+00,2012,3,1,1,0,0,0,0,100.00,0.00,0.00,2012-07-05,2012-07-05
FI, Delvis bifall,Röstning,2006-04-01 00:00:00+00,2006,2,2,2,0,0,0,0,100.00,0.00,0.00,2006-04-06,2006-04-18
Utbildningsdepartementet,Bifall,"",2016-04-01 00:00:00+00,2016,2,1,1,0,0,0,0,100.00,0.00,0.00,2016-04-28,2016-04-28
JU," Bifall,  Bifall,  Bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,2,2,0,0,0,0,100.00,0.00,0.00,2006-03-07,2006-03-20
FI," Bifall,  Bifall",Röstning,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-04-03,2013-04-03
M t.o.m. -04," Bifall,  Bifall,  Bifall",Acklamation,2003-07-01 00:00:00+00,2003,3,1,1,0,0,0,0,100.00,0.00,0.00,2003-09-30,2003-09-30
JO," Bifall,  Bifall,  Delvis bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-17,2004-03-17
FI, Bifall,Röstning,2004-04-01 00:00:00+00,2004,2,2,2,0,0,0,0,100.00,0.00,0.00,2004-04-14,2004-06-02
JU, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,3,3,0,0,0,0,100.00,0.00,0.00,2009-06-03,2009-06-30
N, Bifall,Röstning,2011-04-01 00:00:00+00,2011,2,3,3,0,0,0,0,100.00,0.00,0.00,2011-04-06,2011-06-28
M, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,2,2,0,0,0,0,100.00,0.00,0.00,2009-06-03,2009-06-04
FI, Avslag,Röstning,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0,0.00,100.00,0.00,2014-03-18,2014-03-18
Socialdepartementet,Delvis bifall,"",2000-01-01 00:00:00+00,2000,1,1,0,0,0,1,0,0.00,0.00,100.00,2000-01-01,2000-01-01
FI, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,8,8,0,0,0,0,100.00,0.00,0.00,2009-01-01,2009-03-19
JO," Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-10,2004-03-10
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall,  Delvis bifall,  Delvis bifall,  Delvis bifall,  Delvis bifall,  Bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-13,2003-11-13
JU," Bifall,  Bifall",Röstning,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-23,2005-03-23
UD, Bifall,Acklamation,2006-04-01 00:00:00+00,2006,2,1,1,0,0,0,0,100.00,0.00,0.00,2006-05-11,2006-05-11
Finansdepartementet,Bifall,"",2021-04-01 00:00:00+00,2021,2,8,8,0,0,0,0,100.00,0.00,0.00,2021-04-06,2021-05-06
FI," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-10-06,2003-10-06
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-15,2005-03-15
Ku, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,2,2,0,0,0,0,100.00,0.00,0.00,2010-03-23,2010-03-31
Landsbygds- och infrastrukturdepartementet,Bifall,"",2024-07-01 00:00:00+00,2024,3,1,1,0,0,0,0,100.00,0.00,0.00,2024-09-19,2024-09-19
Finansdepartementet,Bifall,"",2023-01-01 00:00:00+00,2023,1,2,2,0,0,0,0,100.00,0.00,0.00,2023-03-14,2023-03-16
JU, Bifall,Acklamation,2007-10-01 00:00:00+00,2007,4,4,4,0,0,0,0,100.00,0.00,0.00,2007-10-01,2007-12-20
Miljödepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,3,0,0,0,3,0,0.00,0.00,100.00,2000-01-01,2000-01-01
JU, Bifall,Acklamation,2003-04-01 00:00:00+00,2003,2,5,5,0,0,0,0,100.00,0.00,0.00,2003-05-13,2003-06-25
JU,Bifall,"",2001-10-01 00:00:00+00,2001,4,2,0,0,0,2,0,0.00,0.00,100.00,2001-10-23,2001-11-28
Klimat- och näringslivsdepartementet,Bifall,"",2024-07-01 00:00:00+00,2024,3,1,1,0,0,0,0,100.00,0.00,0.00,2024-09-17,2024-09-17
UD, Delvis bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
Socialdepartementet,Bifall,"",2014-10-01 00:00:00+00,2014,4,1,1,0,0,0,0,100.00,0.00,0.00,2014-12-09,2014-12-09
S, Bifall,Röstning,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-06-20,2007-06-20
N, Bifall,Röstning,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-10-15,2012-10-15
JO, Avslag,Röstning,2006-01-01 00:00:00+00,2006,1,1,0,1,0,0,0,0.00,100.00,0.00,2006-03-22,2006-03-22
S, Bifall,Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-12-16,2002-12-16
Kulturdepartementet,Delvis bifall,"",2015-01-01 00:00:00+00,2015,1,1,1,0,0,0,0,100.00,0.00,0.00,2015-03-10,2015-03-10
S," Bifall,  Bifall,  Delvis bifall",Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-06,2007-03-06
Fö, Bifall,Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
N, Bifall,Acklamation,2004-01-01 00:00:00+00,2004,1,5,5,0,0,0,0,100.00,0.00,0.00,2004-01-21,2004-03-24
S, Bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,2,2,0,0,0,0,100.00,0.00,0.00,2004-05-27,2004-06-02
U, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,3,3,0,0,0,0,100.00,0.00,0.00,2012-02-27,2012-03-29
N, Bifall,Acklamation,2006-04-01 00:00:00+00,2006,2,3,3,0,0,0,0,100.00,0.00,0.00,2006-05-24,2006-06-07
M  t.o.m. 1 jan-07," Bifall,  Bifall,  Delvis bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-01,2005-03-01
Finansdepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,15,0,0,0,15,0,0.00,0.00,100.00,2000-01-01,2000-01-01
S," Delvis bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
JU," Bifall,  Bifall,  Bifall",Acklamation,2003-07-01 00:00:00+00,2003,3,1,1,0,0,0,0,100.00,0.00,0.00,2003-09-30,2003-09-30
S, Delvis bifall,Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-27,2003-11-27
JU, Bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,3,3,0,0,0,0,100.00,0.00,0.00,2004-05-05,2004-06-29
Näringsdepartementet,Bifall,"",2001-10-01 00:00:00+00,2001,4,1,0,0,0,1,0,0.00,0.00,100.00,2001-10-18,2001-10-18
N, Bifall,Acklamation,2008-04-01 00:00:00+00,2008,2,3,3,0,0,0,0,100.00,0.00,0.00,2008-04-02,2008-05-26
JU, Bifall,Röstning,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-04-10,2003-04-10
S, Bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,4,4,0,0,0,0,100.00,0.00,0.00,2008-02-18,2008-03-17
FI, Bifall,Röstning,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-17,2004-03-17
FI," Bifall,  Bifall",Röstning,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-05-06,2010-05-06
Justitiedepartementet,Bifall,"",2024-04-01 00:00:00+00,2024,2,2,2,0,0,0,0,100.00,0.00,0.00,2024-04-16,2024-04-16
FI, Delvis bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-07,2006-11-07
S, Bifall,Röstning,2013-04-01 00:00:00+00,2013,2,2,2,0,0,0,0,100.00,0.00,0.00,2013-04-05,2013-04-05
Näringsdepartementet,Bifall,"",2022-10-01 00:00:00+00,2022,4,1,1,0,0,0,0,100.00,0.00,0.00,2022-12-13,2022-12-13
Fö, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-02-11,2010-02-11
Utbildningsdepartementet,Bifall,"",2015-07-01 00:00:00+00,2015,3,1,1,0,0,0,0,100.00,0.00,0.00,2015-09-29,2015-09-29
UD,Bifall,"",2002-01-01 00:00:00+00,2002,1,3,0,0,0,3,0,0.00,0.00,100.00,2002-01-22,2002-03-21
M, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,7,7,0,0,0,0,100.00,0.00,0.00,2009-01-28,2009-03-17
M, Bifall,Acklamation,2011-04-01 00:00:00+00,2011,2,2,2,0,0,0,0,100.00,0.00,0.00,2011-04-19,2011-06-07
S, Delvis bifall,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-06-01,2004-06-01
JU, Delvis bifall,Röstning,2010-01-01 00:00:00+00,2010,1,1,1,0,0,0,0,100.00,0.00,0.00,2010-03-22,2010-03-22
JU," Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-11-16,2004-11-16
FI, Delvis bifall,Acklamation,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-12-14,2010-12-14
FI, Delvis bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,2,2,0,0,0,0,100.00,0.00,0.00,2009-04-28,2009-06-23
Finansdepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,10,10,0,0,0,0,100.00,0.00,0.00,2016-01-19,2016-03-30
Justitiedepartementet,Bifall,"",2021-01-01 00:00:00+00,2021,1,3,3,0,0,0,0,100.00,0.00,0.00,2021-03-16,2021-03-16
Finansdepartementet,Bifall,"",2021-07-01 00:00:00+00,2021,3,1,1,0,0,0,0,100.00,0.00,0.00,2021-09-28,2021-09-28
N,Delvis bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-03-19,2002-03-19
JU, Bifall,Acklamation,2007-04-01 00:00:00+00,2007,2,2,2,0,0,0,0,100.00,0.00,0.00,2007-05-15,2007-05-28
FI," Bifall,  Bifall",Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-16,2004-09-16
Utbildningsdepartementet,Delvis bifall,"",2015-10-01 00:00:00+00,2015,4,1,1,0,0,0,0,100.00,0.00,0.00,2015-11-05,2015-11-05
Kulturdepartementet,Bifall,"",2018-07-01 00:00:00+00,2018,3,1,1,0,0,0,0,100.00,0.00,0.00,2018-08-28,2018-08-28
JU, Bifall,Röstning,2004-10-01 00:00:00+00,2004,4,2,2,0,0,0,0,100.00,0.00,0.00,2004-10-11,2004-10-12
S, Bifall,Röstning,2005-04-01 00:00:00+00,2005,2,1,1,0,0,0,0,100.00,0.00,0.00,2005-04-25,2005-04-25
FI, Bifall,Röstning,2009-10-01 00:00:00+00,2009,4,4,4,0,0,0,0,100.00,0.00,0.00,2009-10-14,2009-11-12
FI, Bifall,Röstning,2006-01-01 00:00:00+00,2006,1,4,4,0,0,0,0,100.00,0.00,0.00,2006-03-20,2006-03-27
Näringsdepartementet,Bifall,"",2021-01-01 00:00:00+00,2021,1,1,1,0,0,0,0,100.00,0.00,0.00,2021-03-16,2021-03-16
FI, Avslag,Acklamation,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0,0.00,100.00,0.00,2014-03-18,2014-03-18
