embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
GQ01SFU1,37,2227251,SFU1,2002/03,"Anslag        inom        socialförsäkringsområdet(utgiftsområdena 10, 11 och 12)",Bostadstillägg vid särskilt boende,0,SFU,2002-12-03,2006-03-15,D08CFEDE-0B4B-11D7-AEAF-000475504757,röstning,"""m"",""c"",""fp""",51,utskottet,SAKFRÅGAN,HUVUD,SFU1,2002-12-03,1954,349,204,113,0,32,t,f,58.45,32.38,9.17,0.00,54.73
GU01NU1,6,2287804,NU1,2006/07,Utgiftsområde 24 Näringsliv,Införande av krav på typgodkända kassaregister,0,NU,2006-12-11,2006-11-20,F5CC5420-CF50-41DF-9893-1348A456BD55,röstning,"""s"",""v""",2,utskottet,SAKFRÅGAN,HUVUD,NU1,2006-12-11,1958,349,160,125,0,64,t,f,45.85,35.82,18.34,0.00,52.72
GW01FiU34,1,2222274,FiU34,2008/09,Kredit till Island,Kredit till Island,0,FIU,2009-02-19,2009-02-19,24A04114-8D7F-4E55-A21A-71424B48185B,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,FiU34,2009-02-19,1959,349,269,20,0,60,t,f,77.08,5.73,17.19,0.00,52.72
H101NU14,3,2903026,NU14,2013/14,Mineralpolitiska frågor,Avgifter och ersättningar,0,NU,2014-03-11,2014-03-11,8B06F024-BD1E-4A3D-8423-BB9BBC26C9D2,röstning,"""S""",8,utskottet,SAKFRÅGAN,HUVUD,NU14,2014-03-26,1963,349,156,18,140,35,t,f,44.70,5.16,10.03,40.11,56.45
GV01SkU1,4,2286534,SkU1,2007/08,"Anslagen till Skatteverket, Kronofogdemyndigheten och Tullverket",Tullverkets resurser och verksamhet,0,SKU,2007-11-15,2007-11-15,4F7173F0-76D4-4F7F-8EB4-28CAF6B16D73,röstning,"""s""",3,utskottet,SAKFRÅGAN,HUVUD,SkU1,2007-11-15,1958,349,157,101,16,75,t,f,44.99,28.94,21.49,4.58,52.72
GS01BOU3,3,2289276,BOU3,2004/05,Herrelösa fastigheter samt ansvar för konkurskostnader,Herrelösa fastigheter med visst värde,0,BOU,2005-03-15,2006-03-15,6DC6E848-601A-4C37-A70F-0FD2A7C1EBFC,röstning,"""m"",""c""",3,utskottet,SAKFRÅGAN,HUVUD,BOU3,2005-03-15,1954,349,205,54,0,90,t,f,58.74,15.47,25.79,0.00,54.15
GT01BoU1,6,2284078,BoU1,2005/06,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande",Bostadspolitikens allmänna utformning,0,BOU,2005-11-29,2012-06-26,DD34DB38-15A1-4AB4-A60D-001A6232F60A,röstning,"""mp""",12,utskottet,SAKFRÅGAN,HUVUD,BoU1,2005-11-29,1954,349,143,16,128,62,t,f,40.97,4.58,17.77,36.68,53.87
GX01NU14,1,2305695,NU14,2009/10,Vissa mineralpolitiska frågor,Minerallagen (utom frågor om uran),0,NU,2010-03-17,2010-03-17,F469D577-D9F6-486B-A8EF-8E19D1185B5A,röstning,"""mp""",1,utskottet,MOTIVFRÅGAN,HUVUD,NU14,2010-03-17,1959,349,226,13,19,91,t,f,64.76,3.72,26.07,5.44,53.01
GQ01SKU8,16,2287398,SKU8,2002/03,Allmänna motioner om företags- och kapitalbeskattning,Generationsskiften i familjeföretag,0,SKU,2003-03-04,2006-03-15,FA4D81E5-32CC-11D7-AE54-0004755053CC,röstning,"""m"",""c"",""fp"",""kd""",15,utskottet,SAKFRÅGAN,HUVUD,SKU8,2003-03-04,1954,349,165,137,0,47,t,f,47.28,39.26,13.47,0.00,53.87
GR01SKU11,3,2232784,SKU11,2003/04,Vissa skattefrågor rörande fastigheter och bostadsrätter (prop. 2003/04:19och 2002/03:99 delvis),Installationer som skall berättiga till skattereduktion,0,SKU,2003-12-02,2006-03-15,51661A72-2D9E-4967-8C9F-670499A20EF4,röstning,"""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,SKU11,2003-12-02,1954,349,170,68,68,43,t,f,48.71,19.48,12.32,19.48,54.73
GR01UBU12,6,2290953,UBU12,2003/04,Allmänna skolfrågor,Stödundervisning,0,UBU,2004-04-01,2006-03-15,FFAB3D3A-7EFA-11D8-AFA5-0004755048D1,röstning,"""m"",""c"",""fp"",""kd""",10,utskottet,SAKFRÅGAN,HUVUD,UBU12,2004-04-01,1954,349,151,122,0,76,t,f,43.27,34.96,21.78,0.00,55.01
GT01SoU31,16,2224939,SoU31,2005/06,"Socialtjänst
(förnyad behandling)",Utformningen av stöd till brottsoffer,0,SOU,2006-05-16,2006-05-23,2ED2C879-B469-429C-A67F-F1196F6A1CA1,röstning,"""v"",""mp""",18,utskottet,SAKFRÅGAN,HUVUD,SoU31,2006-05-16,1954,349,125,37,126,61,t,f,35.82,10.60,17.48,36.10,53.30
GX01CU1,18,2291489,CU1,2009/10,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik    ",Konsumentvägledning,0,CU,2009-12-04,2009-12-04,4C2795A9-B09F-4BEB-98FF-580D52821642,röstning,"""s"",""v"",""mp""",19,utskottet,SAKFRÅGAN,HUVUD,CU1,2009-12-04,1959,349,153,144,0,52,t,f,43.84,41.26,14.90,0.00,53.58
GQ01SOU12,5,2228291,SOU12,2002/03,Samverkan mellan kommuner och landsting inom vård-och omsorgsområdet,"Lagen (1991:1136) om försöksverksamhet med kommunal primärvård, m.m.",0,SOU,2003-04-08,2006-03-15,01091DB9-68E1-11D7-AE6D-00010313F932,röstning,"""m"",""c"",""fp""",6,utskottet,SAKFRÅGAN,HUVUD,SOU12,2003-04-08,1954,349,201,110,0,38,t,f,57.59,31.52,10.89,0.00,55.30
H001KU17,4,2828164,KU17,2012/13,Riksdagens arbetsformer m.m.,Riksdagsledamöternas placering i kammaren,0,KU,2013-04-16,2013-04-16,3DA8DB3D-FFFE-4961-ABE8-610CB7399E67,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,KU17,2013-04-16,1963,349,289,19,0,41,t,f,82.81,5.44,11.75,0.00,56.45
GT01UbU1,17,2223150,UbU1,2005/06,Utgiftsområde 16 Utbildning och universitetsforskning,Framtida ökning av anslagen till universitet och högskolor,0,UBU,2005-11-22,2005-12-16,B6586D72-B348-4453-9D2A-C5A3D2689FE8,röstning,"""m"",""c"",""fp"",""kd""",15,utskottet,SAKFRÅGAN,HUVUD,UbU1,2005-11-22,1954,349,163,132,0,54,t,f,46.70,37.82,15.47,0.00,53.87
GS01LU11,2,2303170,LU11,2004/05,Vissa   frågor   rörande   2003   års   reform  avförmånsrättslagstiftningen,Ändringar i övergångsbestämmelserna,0,LU,2004-11-16,2006-03-15,92EC248B-E4F9-43A4-9B53-E102A3120EAB,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,LU11,2004-11-16,1954,349,148,140,0,61,t,f,42.41,40.11,17.48,0.00,53.30
GS01BOU10,7,2294920,BOU10,2004/05,Bostadsförsörjningsfrågor,Bostäder åt utsatta kvinnor,0,BOU,2005-05-12,2006-03-15,3B70BAA9-9464-4814-B5C4-063401E67304,röstning,"""mp""",12,utskottet,SAKFRÅGAN,HUVUD,BOU10,2005-05-12,1954,349,253,14,38,44,t,f,72.49,4.01,12.61,10.89,54.44
GZ01UbU18,9,2768646,UbU18,2011/12,"Forskning, forskarutbildning och rymdfrågor",Forskare och utbildning på forskarnivå,0,UBU,2012-03-28,2012-06-28,0D7A720D-F699-4920-9FF6-3661BA448383,röstning,"""S"",""V""",10,utskottet,SAKFRÅGAN,HUVUD,UbU18,2012-03-28,1963,349,188,109,0,52,t,f,53.87,31.23,14.90,0.00,57.02
H101SfU22,1,2902972,SfU22,2013/14,Uppehållstillstånd för vissa vårdnadshavare som sammanbor med barn i Sverige,Uppehållstillstånd för vissa vårdnadshavare m.m.,0,SFU,2014-06-09,2014-06-09,C456F0CF-F3C1-4AC0-903D-FC002E6EEC10,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU22,2014-06-17,1963,349,297,18,0,34,t,f,85.10,5.16,9.74,0.00,56.45
GR01KU11,8,2287393,KU11,2003/04,Statlig förvaltning,HBT-kompetens inom offentlig sektor,0,KU,2004-03-16,2006-03-15,B347ABA0-54B4-4304-AD26-9E3DDAF649C8,röstning,"""c"",""fp"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,KU11,2004-03-16,1954,349,177,78,0,94,t,f,50.72,22.35,26.93,0.00,54.73
GV01MJU17,2,2245859,MJU17,2007/08,Djurskyddskontroll m.m. i statlig regi,Finansiering av djurskyddskontroll m.m.,0,MJU,2008-05-14,2008-05-14,C078DD51-112E-464C-A735-754A82585E9F,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,MJU17,2008-05-14,1958,349,265,20,15,49,t,f,75.93,5.73,14.04,4.30,53.30
H001UbU7,6,2832846,UbU7,2012/13,Skolväsendet,Förutsättningar för fristående skolor,0,UBU,2013-05-31,2013-05-31,241CC08B-74A8-42CE-950E-B2332CA412FD,röstning,"""S"",""SD""",7,utskottet,SAKFRÅGAN,HUVUD,UbU7,2013-05-31,1963,349,180,120,17,32,t,f,51.58,34.38,9.17,4.87,56.45
GX01MJU28,1,2313602,MJU28,2009/10,Gränser i skog,Lagförslagen,0,MJU,2010-06-08,2010-06-08,26688478-D171-485D-BD4A-AFABC80C4E53,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU28,2010-06-08,1959,349,160,154,0,35,t,f,45.85,44.13,10.03,0.00,53.01
GS01UU2,11,2242203,UU2,2004/05,Utgiftsområde 7 Internationellt bistånd,Ökning av de hiv/aidsrelaterade insatserna  i biståndsbudgeten,0,UU,2004-11-18,2006-03-15,D9B07A5F-3C65-11D9-AEC4-000475504B20,röstning,"""kd""",11,utskottet,SAKFRÅGAN,HUVUD,UU2,2004-11-18,1954,349,266,30,2,51,t,f,76.22,8.60,14.61,0.57,53.30
GW01AU5,1,2222310,AU5,2008/09,Ränta vid återkrav inom arbetslöshetsförsäkringen m.m.,Ränta vid återkrav inom arbetslöshetsförsäkringen m.m.,0,AU,2008-11-04,2008-11-04,29AD0BED-32EC-4A8E-93D3-78825A4D5510,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,AU5,2008-11-04,1958,349,152,143,0,54,t,f,43.55,40.97,15.47,0.00,53.30
GT01UbU4,2,2228692,UbU4,2005/06,"Trygghet, respekt och ansvar - om förbud mot diskriminering och annan kränkande behandling av barn och elever",Behovet av en samlad diskrimineringslagstiftning,0,UBU,2006-01-26,2006-02-01,C56A9AC9-E457-4722-8307-E04B505E02BC,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,UbU4,2006-01-26,1954,349,160,128,0,61,t,f,45.85,36.68,17.48,0.00,53.58
GV01JuU30,8,2287993,JuU30,2007/08,Nationell strategi för att möta hotet från terrorism,Terrorismens grunder m.m.,0,JUU,2008-05-06,2008-05-06,5949DF35-D00B-4CC3-9332-B237F2535F46,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,JuU30,2008-05-06,1958,349,149,143,0,57,t,f,42.69,40.97,16.33,0.00,53.30
GV01SfU1,4,2287000,SfU1,2007/08,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Minskningsregeln,0,SFU,2007-12-03,2007-12-03,4A43BADA-8456-4486-8AB5-62B61F4BD6B9,röstning,"""s"",""v"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,SfU1,2007-12-03,1958,349,149,140,0,60,t,f,42.69,40.11,17.19,0.00,53.01
GQ01UMJU1,8,2289341,UMJU1,2002/03,Johannesburg  -  FN:s  världstoppmöte  om  hållbarutveckling,Skuldavskrivningar och demokratiska respektive ekonomiska reformer,0,UMJU,2003-04-29,2006-03-15,818980B9-7987-11D7-AF13-000475505303,röstning,"""c"",""fp"",""kd""",19,utskottet,SAKFRÅGAN,HUVUD,UMJU1,2003-04-29,1954,349,217,91,0,41,t,f,62.18,26.07,11.75,0.00,55.30
GW01JuU7,2,2222245,JuU7,2008/09,Dataskyddsrambeslutet,Vissa förändringar av dataskyddsrambeslutet,0,JUU,2008-10-30,2008-10-30,D7593F4D-6919-40EC-A102-2EE555EDDF46,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JuU7,2008-10-30,1958,349,147,139,0,63,t,f,42.12,39.83,18.05,0.00,53.30
H101JuU11,4,2862430,JuU11,2013/14,Redovisning av användningen av vissa hemliga tvångsmedel under år 2012  ,Digitalt system för ärenden om hemliga tvångsmedel,0,JUU,2014-03-19,2014-03-19,5E2E3790-AE69-4BE6-98B7-58301A91B8DE,röstning,"""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,JuU11,2014-04-02,1963,349,265,35,0,49,t,f,75.93,10.03,14.04,0.00,56.73
GV01CU14,1,2242214,CU14,2007/08,Barn och föräldrar,Utvärdering av de nya vårdnadsreglerna,0,CU,2008-04-09,2008-04-09,1302F72C-A0C1-42B9-8E49-53D272A11E17,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,CU14,2008-04-09,1958,349,255,18,0,76,t,f,73.07,5.16,21.78,0.00,53.30
GU01SoU1,7,2224643,SoU1,2006/07,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg m.m.",Reformerad tandvårdsförsäkring,0,SOU,2006-12-06,2006-12-06,0BE7D685-D256-4424-8594-8946A09A9048,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,SoU1,2006-12-06,1958,349,148,110,28,63,t,f,42.41,31.52,18.05,8.02,52.72
GW01SfU4,3,2222143,SfU4,2008/09,bet 2008/09 SfU4 ,Utvärdering m.m.,0,SFU,2008-10-23,2008-10-23,7C8AA337-610F-4CE3-A24C-882C39FB2356,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,SfU4,2008-10-23,1958,349,136,131,0,82,t,f,38.97,37.54,23.50,0.00,53.87
GQ01KRU6,6,2290775,KRU6,2002/03,Radio- och TV-frågor,SVT:s programtextning,0,KRU,2003-03-13,2006-03-15,121856BB-4B1D-11D7-AE1E-0004755010CE,röstning,"""c"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,KRU6,2003-03-13,1954,349,244,63,1,41,t,f,69.91,18.05,11.75,0.29,54.44
GQ01FIU19,5,2232864,FIU19,2002/03,Utvecklingen inom den kommunala sektorn,Utjämningssystemet,0,FIU,2003-05-27,2006-03-15,17CAB36D-8607-11D7-AE93-0004755052C8,röstning,"""fp""",4,utskottet,SAKFRÅGAN,HUVUD,FIU19,2003-05-27,1954,349,170,42,95,42,t,f,48.71,12.03,12.03,27.22,55.01
H001FiU21,4,2820674,FiU21,2012/13,Vårändringsbudget för 2013,Användningen av anslaget 4:1 Personligt ombud,0,FIU,2013-06-05,2013-06-07,5CFF81D4-B8CC-46B8-B7B6-D12670850327,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,FiU21,2013-06-05,1963,349,184,22,116,27,t,f,52.72,6.30,7.74,33.24,56.45
GQ01MJU8,9,2283906,MJU8,2002/03,Försöksdjur,Internationellt arbete på försöksdjursområdet,0,MJU,2003-02-06,2006-03-15,25C8C110-34FB-11D7-AED0-000475505303,röstning,"""kd"",""v""",4,utskottet,SAKFRÅGAN,HUVUD,MJU8,2003-02-06,1954,349,235,69,1,44,t,f,67.34,19.77,12.61,0.29,53.87
GS01FIU2,17,2284633,FIU2,2004/05,Utgiftsområde 2 Samhällsekonomi och finansförvaltning (prop. 2004/05:1),Kostnaden för mäns våld mot kvinnor,0,FIU,2004-12-02,2006-03-15,62E0091D-3AF4-475E-B799-549068E33E40,röstning,"""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,FIU2,2004-12-02,1954,349,270,39,1,39,t,f,77.36,11.17,11.17,0.29,53.30
H001SfU7,19,2832110,SfU7,2012/13,Migration och asylpolitik,Identitetskrav,0,SFU,2013-04-16,2013-04-16,051ED567-8182-4024-BD31-5D25CFD3C612,röstning,"""SD""",32,utskottet,SAKFRÅGAN,HUVUD,SfU7,2013-04-16,1963,349,181,19,108,41,t,f,51.86,5.44,11.75,30.95,56.45
GQ01UBU18,4,2228817,UBU18,2002/03,Etikprövning av forskning,Utgångspunkter för etikprövningen,0,UBU,2003-05-15,2006-03-15,2D7B2615-81DE-11D7-AED7-0004755048D1,röstning,"""kd""",8,utskottet,SAKFRÅGAN,HUVUD,UBU18,2003-05-15,1954,349,221,24,45,59,t,f,63.32,6.88,16.91,12.89,55.01
GT01KU19,4,2288296,KU19,2005/06,Minoritetsfrågor,Stöd,0,KU,2006-05-02,2006-05-04,C16DCA01-AA8B-4D6A-9C6D-640BBA3D9185,röstning,"""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,KU19,2006-05-02,1954,349,195,36,34,84,t,f,55.87,10.32,24.07,9.74,53.87
GT01AU3,1,2286114,AU3,2005/06,Arbetsrätt,En översyn av arbetsrätten,0,AU,2006-02-16,2006-03-13,30C08764-6515-4078-A7DC-550A415173DE,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,AU3,2006-02-16,1954,349,157,126,0,66,t,f,44.99,36.10,18.91,0.00,54.44
GR01MJU3,22,2286929,MJU3,2003/04,Naturvård,Svensk politik på valfångstområdet,0,MJU,2003-09-18,2006-03-15,40A4971E-26A3-42A0-AD68-6DD727F83638,röstning,"""m"",""c"",""fp"",""kd"",""mp""",9,reservation 9,SAKFRÅGAN,HUVUD,MJU3,2003-09-18,1954,349,134,137,0,78,f,f,38.40,39.26,22.35,0.00,55.30
GX01KU9,1,2292772,KU9,2009/10,Obligatoriskt utgiftstak,Obligatoriskt utgiftstak för en treårsperiod,0,KU,2009-11-18,2009-11-18,C6AA11EA-D0AC-4649-A216-5297652C0660,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,KU9,2009-11-18,1959,349,144,138,0,67,t,f,41.26,39.54,19.20,0.00,53.87
GZ01UbU14,21,2768642,UbU14,2011/12,Grundskolan,Mobbning,0,UBU,2012-04-23,2012-04-23,1F185A09-0833-462E-9629-CEC7F0BFCF8A,röstning,"""SD""",32,utskottet,SAKFRÅGAN,HUVUD,UbU14,2012-04-23,1963,349,175,19,123,32,t,f,50.14,5.44,9.17,35.24,57.02
GX01SkU31,1,2305697,SkU31,2009/10,Enhetstillstånd för förenklade förfaranden – nya bestämmelser i EG:s tullagstiftning,Enhetstillstånd för förenklade förfaranden - kontrollåtgärder i en annan medlemsstat för svensk räkning,0,SKU,2010-02-11,2010-02-11,50A51E7B-3F83-433D-9DD5-FCD13E6E20FB,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,SkU31,2010-02-11,1959,349,275,0,0,74,t,f,78.80,0.00,21.20,0.00,53.30
GW01SoU22,2,2222125,SoU22,2008/09,Samordnad och tydlig tillsyn av socialtjänsten m.m.,Riksrevisionens styrelses framställning angående statens styrning av kvalitet i privat äldreomsorg (2008/09:RRS13),0,SOU,2009-05-11,2009-05-11,A9DF6E95-32B0-4C9C-8AC7-B34514CD5651,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU22,2009-05-11,1959,349,143,134,0,72,t,f,40.97,38.40,20.63,0.00,52.44
GS01UU10,12,2290358,UU10,2004/05,Verksamheten i Europeiska unionen 2004,Rättsliga och inrikes frågor,0,UU,2005-04-26,2006-03-15,2D786938-2826-43C9-BE79-B092CEE10F1E,röstning,"""kd""",6,utskottet,SAKFRÅGAN,HUVUD,UU10,2005-04-26,1954,349,262,24,0,63,t,f,75.07,6.88,18.05,0.00,54.73
GX01UbU10,2,2303839,UbU10,2009/10,Forskning och forskarutbildning,Prioriterade strategiska forskningsområden,0,UBU,2010-02-08,2010-02-08,7AD3A2AA-25CD-42C4-99E0-792CF8C53F0D,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UbU10,2010-02-08,1959,349,143,134,0,72,t,f,40.97,38.40,20.63,0.00,53.30
GR01MJU21,5,2286497,MJU21,2003/04,Miljöbedömningar av planer och program,Kommunalt stöd till ideella organisationer m.m.,0,MJU,2004-05-06,2006-03-15,05C2D742-8E94-42EE-8240-AB2EC4147D64,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,MJU21,2004-05-06,1954,349,263,27,16,43,t,f,75.36,7.74,12.32,4.58,55.01
GS01JUU16,14,2242184,JUU16,2004/05,Sexualbrotten,Förbud mot sexköp inom EU m.m.,0,JUU,2005-02-15,2006-03-15,7056265D-49F7-11D9-8906-000475500EF8,röstning,"""v""",13,utskottet,SAKFRÅGAN,HUVUD,JUU16,2005-02-15,1954,349,264,29,1,55,t,f,75.64,8.31,15.76,0.29,54.44
H101KrU9,15,2903028,KrU9,2013/14,Fokus på unga,Ungdomars tillgång till bostad,0,KRU,2014-06-09,2014-06-10,A7E014EE-0675-4C1B-BB31-518056C6CE47,röstning,"""S""",15,utskottet,SAKFRÅGAN,HUVUD,KrU9,2014-06-17,1963,349,198,100,17,34,t,f,56.73,28.65,9.74,4.87,56.45
GX01SkU7,1,2291845,SkU7,2009/10,Informationsutbytesavtal och partiella skatteavtal med Brittiska Jungfruöarna,Informationsutbytesavtal och partiella skatteavtal med Brittiska Jungfruöarna,0,SKU,2009-11-04,2009-11-05,F46F0530-04E9-4EF9-B273-A0AB17F29852,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SkU7,2009-11-04,1958,349,147,137,0,65,t,f,42.12,39.26,18.62,0.00,54.15
GU01CU9,5,2230512,CU9,2006/07,Bostadsförsörjningsfrågor,Boende för ungdomar,0,CU,2007-03-02,2007-03-02,366DD19C-DD9A-49BC-9585-49178A5AAF5F,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,CU9,2007-03-02,1958,349,151,141,0,57,t,f,43.27,40.40,16.33,0.00,51.29
GT01TU5,1,2223483,TU5,2005/06,Moderna transporter,Transportpolitikens mål,0,TU,2006-05-16,2006-05-22,A90B1161-2E49-46A1-85DF-E23AA415515B,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,TU5,2006-05-16,1954,349,163,129,0,57,t,f,46.70,36.96,16.33,0.00,53.58
GZ01CU13,11,2752551,CU13,2011/12,Hyresrätt m.m.,Förvärv av hyresfastigheter,0,CU,2012-03-05,2012-03-06,E5183305-2413-43A0-9A8F-A8CA3EA9E8D1,röstning,"""SD""",10,utskottet,MOTIVFRÅGAN,HUVUD,CU13,2012-03-05,1963,349,151,17,137,44,t,f,43.27,4.87,12.61,39.26,55.59
H001KrU11,1,2833027,KrU11,2012/13,Kulturskaparnas villkor och kultur i den offentliga miljön,Strategi för kulturskaparnas villkor,0,KRU,2013-05-15,2013-05-15,8B08C327-3081-4EA1-A44A-5E9065AF8E84,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,KrU11,2013-05-15,1963,349,192,116,0,41,t,f,55.01,33.24,11.75,0.00,56.16
GR01UU12,3,2292787,UU12,2003/04,Internationella miljöfrågor,En internationell miljödomstol,0,UU,2004-04-01,2006-03-15,C6D67D56-83D2-11D8-AF51-0004755038F6,röstning,"""fp"",""kd"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,UU12,2004-04-01,1954,349,227,87,0,35,t,f,65.04,24.93,10.03,0.00,55.01
GV01SoU19,3,2285337,SoU19,2007/08,Alkoholfrågor med EG-rättslig anknytning,Skatte- och ålderskontroll,0,SOU,2008-05-14,2008-05-14,D3F523CF-A6E2-4ECE-8579-7B468B59B5BF,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,SoU19,2008-05-14,1958,349,154,147,0,48,t,f,44.13,42.12,13.75,0.00,53.30
GQ01JUU18,1,2285928,JUU18,2002/03,Ändringar i Schengenkonventionen m.m.,Godkännande av ändring i Schengenkonventionen,0,JUU,2003-01-01,2006-03-15,5AE97324-9100-11D7-AEA9-000475504C4C,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JUU18,2003-01-01,1954,349,258,13,2,76,t,f,73.93,3.72,21.78,0.57,55.01
GZ01JuU8,9,2728434,JuU8,2011/12,De brottsbekämpande myndigheternas tillgång till uppgifter om elektronisk kommunikation,En samlad integritetsskyddsmyndighet,0,JUU,2012-04-26,2012-04-26,CE6E3E83-8CF1-489B-A4A2-23CD4C092306,röstning,"""MP"",""V""",9,utskottet,SAKFRÅGAN,HUVUD,JuU8,2012-04-26,1963,349,262,37,1,49,t,f,75.07,10.60,14.04,0.29,57.02
GS01KRU5,12,2285688,KRU5,2004/05,Idrottsfrågor,Idrottsledare och funktionärer,0,KRU,2005-03-08,2006-03-15,1F19FDC7-2EF1-40CD-987A-906E7940B822,röstning,"""m"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,KRU5,2005-03-08,1954,349,197,61,0,91,t,f,56.45,17.48,26.07,0.00,54.15
GU01AU6,8,2228132,AU6,2006/07,Integrationsfrågor,Insatser i arbetet mot främlingsfientlighet,0,AU,2007-02-13,2007-02-14,DC38F006-88AD-441F-9C4B-4FE75E224912,röstning,"""s""",8,utskottet,SAKFRÅGAN,HUVUD,AU6,2007-02-13,1958,349,172,113,21,43,t,f,49.28,32.38,12.32,6.02,52.15
GU01SfU1,26,2222477,SfU1,2006/07,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Läkarintyg från första dagen,0,SFU,2006-12-12,2006-11-21,17678708-6C94-4F3A-9850-D797F7908675,röstning,"""s"",""v"",""mp""",22,utskottet,SAKFRÅGAN,HUVUD,SfU1,2006-12-12,1958,349,155,142,0,52,t,f,44.41,40.69,14.90,0.00,52.72
GU01AU5,3,2285576,AU5,2006/07,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv (förnyad behandling),Ett reformerat arbetsmarknadsverk,0,AU,2006-12-21,2006-12-21,A878752F-349B-4141-93C1-7D479EEAA67D,röstning,"""s""",5,utskottet,SAKFRÅGAN,HUVUD,AU5,2006-12-21,1958,349,179,119,13,38,t,f,51.29,34.10,10.89,3.72,52.72
GX01TU23,2,2311488,TU23,2009/10,Ålderskrav vid buss- och taxitransporter m.m.,Åtgärder mot svarttaxi m.m.,0,TU,2010-05-20,2010-05-20,BCFDE0ED-32AF-4A35-A89C-E8C86A08AB3F,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,TU23,2010-05-20,1959,349,136,131,0,82,t,f,38.97,37.54,23.50,0.00,53.01
GV01MJU12,4,2283975,MJU12,2007/08,Säkra livsmedel,Livsmedelshantering m.m.,0,MJU,2008-03-13,2008-03-13,93EE8D76-B564-4838-9977-02C53FFBB063,röstning,"""s"",""v""",5,utskottet,SAKFRÅGAN,HUVUD,MJU12,2008-03-13,1958,349,146,118,16,69,t,f,41.83,33.81,19.77,4.58,53.01
GX01MJU12,15,2291699,MJU12,2009/10,Djurskydd,Sexuella övergrepp mot djur,0,MJU,2010-02-22,2010-02-23,7B35351F-8B05-4455-9D58-E8DE9819B8D1,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,MJU12,2010-02-22,1959,349,152,144,0,53,t,f,43.55,41.26,15.19,0.00,53.01
