embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
M,GW01KrU7,2,2222209,KrU7,2008/09,Folkbildning och friluftsliv,Ansvar för amatörkulturen,0,KRU,2009-04-03,2009-04-03,775760A4-4BA4-4595-8501-82BD3206590B,röstning,"""v""",3,utskottet,SAKFRÅGAN,HUVUD,KrU7,2009-04-03,1959,349,158,20,93,78,t,f,45.27,5.73,22.35,26.65,51.86,1959,97,79,0,0,18,t,f,81.44,0.00,18.56,0.00,56.70
MP,GR01SKU26,2,2228028,SKU26,2003/04,"En begränsningsregel för förmögenhetsskatten, m.m. (prop. 2003/04:64)",Avveckling av förmögenhetsskatten m.m.,0,SKU,2004-03-04,2006-03-15,FC0AC763-84FE-4873-B17B-E7B629E164F1,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SKU26,2004-03-04,1954,349,163,131,1,54,t,f,46.70,37.54,15.47,0.29,54.73,1957,17,14,0,0,3,t,f,82.35,0.00,17.65,0.00,41.18
V,GR01AU4,9,2223681,AU4,2003/04,Arbetstagarinflytande   i  europabolag  och  övrigarbetsrätt m.m.,Skydd för gravida och föräldralediga,0,AU,2004-04-27,2006-03-15,AED12C60-EFA7-484F-BF87-DE5689D67D73,röstning,"""c"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,AU4,2004-04-27,1954,349,196,42,34,77,t,f,56.16,12.03,22.06,9.74,55.01,1952,30,25,0,0,5,t,f,83.33,0.00,16.67,0.00,50.00
V,H001UU2,2,2794505,UU2,2012/13,Utgiftsområde 7 Internationellt bistånd,Internationella insatser för bistånd och millenniemålen,0,UU,2012-11-28,2012-11-28,B4646ABC-2C97-4697-8F97-D4879426485A,röstning,"""MP"",""SD"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,UU2,2012-11-28,1963,349,243,38,18,50,t,f,69.63,10.89,14.33,5.16,57.02,1960,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,42.11
S,GR01JUU18,12,2303017,JUU18,2003/04,Kriminalvårdsfrågor,Kostnaden för utvisades hemresor,0,JUU,2004-04-01,2006-03-15,5E0705E3-D7F1-455D-84F1-8F314B5749ED,röstning,"""m"",""c"",""fp"",""kd""",17,utskottet,SAKFRÅGAN,HUVUD,JUU18,2004-04-01,1954,349,166,137,0,46,t,f,47.56,39.26,13.18,0.00,55.01,1954,144,130,0,0,14,t,f,90.28,0.00,9.72,0.00,52.08
M,GT01MJU5,11,2230106,MJU5,2005/06,Etisk prövning av djurförsök m.m.,Utveckling av alternativa metoder,0,MJU,2005-11-08,2005-11-10,06841C63-0338-48CC-B97C-CF5CE79B8909,röstning,"""v""",10,utskottet,SAKFRÅGAN,HUVUD,MJU5,2005-11-08,1954,349,181,22,78,68,t,f,51.86,6.30,19.48,22.35,54.73,1954,55,44,0,0,11,t,f,80.00,0.00,20.00,0.00,58.18
M,GZ01JuU23,4,2768202,JuU23,2011/12,En reformerad mutbrottslagstiftning,Behov av utbildning om mutbrottslagstiftningen,0,JUU,2012-05-10,2012-05-10,931D83B8-DB18-468F-8801-56B54BE9C445,röstning,"""S"",""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,JuU23,2012-05-10,1963,349,177,140,0,32,t,f,50.72,40.11,9.17,0.00,57.02,1965,107,102,0,0,5,t,f,95.33,0.00,4.67,0.00,58.88
L,GS01SOU15,1,2284744,SOU15,2004/05,Stärkt rättssäkerhet och vårdinnehåll i LVM-vården m.m.,Ansvaret för missbrukarvården,0,SOU,2005-05-10,2006-03-15,2BAED878-E835-43C7-A471-5AAF8953D966,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,SOU15,2005-05-10,1954,349,187,49,67,46,t,f,53.58,14.04,13.18,19.20,54.44,1956,48,0,0,38,10,f,t,0.00,0.00,20.83,79.17,52.08
C,GT01JuU23,8,2230157,JuU23,2005/06,Trafikbrott,Eftersupning,0,JUU,2006-03-23,2006-03-27,C8FBE6A6-A2EE-452B-B153-2142897E11D3,röstning,"""m"",""c"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,JuU23,2006-03-23,1954,349,158,126,0,65,t,f,45.27,36.10,18.62,0.00,54.44,1954,22,0,15,0,7,f,f,0.00,68.18,31.82,0.00,54.55
M,GW01JuU20,1,2222234,JuU20,2008/09,Våldsbrott och brottsoffer,Handlingsplan för ökad uppmärksamhet på våldsutvecklingen i samhället,0,JUU,2009-03-26,2009-03-26,8BD4492F-14BB-4E6E-9097-967C7B545C28,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JuU20,2009-03-26,1959,349,154,147,0,48,t,f,44.13,42.12,13.75,0.00,51.86,1959,97,87,0,0,10,t,f,89.69,0.00,10.31,0.00,56.70
C,H001MJU12,21,2826021,MJU12,2012/13, Naturvård och biologisk mångfald m.m.,Kebnekaise nationalpark m.m.,0,MJU,2013-03-25,2013-03-25,C3DDFADE-F606-43F0-AC06-1D0AB555273C,röstning,"""MP"",""SD""",26,utskottet,SAKFRÅGAN,HUVUD,MJU12,2013-03-25,1963,349,255,40,1,53,t,f,73.07,11.46,15.19,0.29,56.16,1963,23,18,0,0,5,t,f,78.26,0.00,21.74,0.00,60.87
MP,GR01SOU2,43,2284214,SOU2,2003/04,Uppföljning  av den nationella handlingsplanen förhandikappolitiken,Elöverkänslighet m.m.,0,SOU,2003-11-13,2006-03-15,E44F888F-27F0-47D8-96D0-EF3ACDAA743C,röstning,"""mp""",46,utskottet,SAKFRÅGAN,HUVUD,SOU2,2003-11-13,1954,349,287,18,1,43,t,f,82.23,5.16,12.32,0.29,54.73,1955,17,0,15,0,2,f,f,0.00,88.24,11.76,0.00,47.06
S,GW01TU3,2,2210526,TU3,2008/09,Transportstyrelsen och dess verksamhet,Finansiering av Transportstyrelsen,0,TU,2008-11-20,2008-11-20,81C1F3B6-C496-474D-B579-AFC745CF7348,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,TU3,2008-11-20,1958,349,155,150,0,44,t,f,44.41,42.98,12.61,0.00,53.01,1959,130,0,115,0,15,f,f,0.00,88.46,11.54,0.00,52.31
M,GX01SoU6,2,2305590,SoU6,2009/10,Behovsbedömning av annat än ekonomiskt bistånd enligt socialtjänstlagen,Riksnormen,0,SOU,2010-01-19,2010-01-22,55445C78-7E5E-4F9E-A023-D551CAE863AB,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SoU6,2010-01-19,1959,349,264,20,1,64,t,f,75.64,5.73,18.34,0.29,53.30,1959,97,83,0,1,13,t,f,85.57,0.00,13.40,1.03,56.70
-,GT01SfU1,63,2222509,SfU1,2005/06,"Anslag inom socialförsäkringsområdet (utgiftsområdena 10, 11 och 12)",Missbruk och oegentligheter,0,SFU,2005-11-29,2005-12-02,3C788BA0-F488-4C2D-86DB-90C473CE4EF8,röstning,"""m"",""c"",""fp"",""kd""",66,utskottet,SAKFRÅGAN,HUVUD,SfU1,2005-11-29,1954,349,160,129,0,60,t,f,45.85,36.96,17.19,0.00,53.87,1952,2,1,0,0,1,t,f,50.00,0.00,50.00,0.00,0.00
M,GV01CU14,1,2242214,CU14,2007/08,Barn och föräldrar,Utvärdering av de nya vårdnadsreglerna,0,CU,2008-04-09,2008-04-09,1302F72C-A0C1-42B9-8E49-53D272A11E17,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,CU14,2008-04-09,1958,349,255,18,0,76,t,f,73.07,5.16,21.78,0.00,53.30,1959,97,80,0,0,17,t,f,82.47,0.00,17.53,0.00,57.73
V,GX01UU10,4,2298232,UU10,2009/10,"Verksamheten i Europeiska unionen under 2009, inklusive det svenska ordförandeskapet ",EU:s gemensamma utrikes- och säkerhetspolitik samt bilaterala och regionala förbindelser,0,UU,2010-05-25,2010-05-25,A0379018-E721-40E0-8F48-7842592F3233,röstning,"""s""",2,utskottet,SAKFRÅGAN,HUVUD,UU10,2010-05-25,1959,349,153,110,35,51,t,f,43.84,31.52,14.61,10.03,53.01,1958,22,0,0,19,3,f,t,0.00,0.00,13.64,86.36,36.36
V,H001SkU16,12,2824859,SkU16,2012/13,Inkomstskatt,Fackföreningsavgift och a-kasseavgift,0,SKU,2013-03-19,2013-03-19,A9A5CAF5-34F2-4A67-A7F7-B76D729ABD48,röstning,"""V""",12,utskottet,SAKFRÅGAN,HUVUD,SkU16,2013-03-19,1963,349,198,16,101,34,t,f,56.73,4.58,9.74,28.94,56.45,1961,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,47.37
MP,GY01SfU6,17,2380123,SfU6,2010/11,Migration och asylpolitik,Bärplockare,0,SFU,2011-04-11,2011-04-11,57570CD9-0E5C-44B4-8C57-9AA7FA3FF8FD,röstning,"""SD""",18,utskottet,SAKFRÅGAN,HUVUD,SfU6,2011-04-11,1963,349,179,20,118,32,t,f,51.29,5.73,9.17,33.81,54.15,1965,25,22,0,0,3,t,f,88.00,0.00,12.00,0.00,44.00
KD,GR01SOU7,10,2227823,SOU7,2003/04,Genomförande    av   EG-direktivet   om   kliniskaprövningar    av    humanläkemedel     samt    andraläkemedelsfrågor,En säker och rationell förskrivning och användning av läkemedel,0,SOU,2004-03-09,2006-03-15,BCDCD7B9-68F6-4110-8FF9-AD99088630C8,röstning,"""fp""",9,utskottet,SAKFRÅGAN,HUVUD,SOU7,2004-03-09,1954,349,217,50,19,63,t,f,62.18,14.33,18.05,5.44,54.73,1951,33,27,0,0,6,t,f,81.82,0.00,18.18,0.00,69.70
C,H101JuU27,2,2903009,JuU27,2013/14,Skärpt straff för dataintrång,Förmildrande omständigheter,0,JUU,2014-04-29,2014-04-29,616A940B-89AF-4A9D-BEC8-571E6B7526CD,röstning,"""MP"",""SD"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,JuU27,2014-05-08,1963,349,230,53,0,66,t,f,65.90,15.19,18.91,0.00,56.73,1964,23,20,0,0,3,t,f,86.96,0.00,13.04,0.00,65.22
M,GQ01KRU5,8,2289349,KRU5,2002/03,Ungdomsfrågor,Statsbidrag till de politiska ungdomsförbunden,0,KRU,2003-02-18,2006-03-15,5A0DB0C1-3DCF-11D7-AE24-0004755010CE,röstning,"""fp""",8,utskottet,SAKFRÅGAN,HUVUD,KRU5,2003-02-18,1954,349,260,54,0,35,t,f,74.50,15.47,10.03,0.00,53.87,1954,55,50,0,0,5,t,f,90.91,0.00,9.09,0.00,60.00
S,GV01UU10,1,2252967,UU10,2007/08,Berättelse om verksamheten i Europeiska unionen under 2007 ,Europas framtidsfrågor och EU:s s.k. reflektionsgrupp,0,UU,2008-04-25,2008-04-28,CAA1CD6E-B979-4EA3-9CCC-3DEF318BBEB4,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UU10,2008-04-25,1958,349,152,35,101,61,t,f,43.55,10.03,17.48,28.94,53.30,1958,130,6,4,101,19,t,f,4.62,3.08,14.62,77.69,52.31
M,GU01AU5,3,2285576,AU5,2006/07,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv (förnyad behandling),Ett reformerat arbetsmarknadsverk,0,AU,2006-12-21,2006-12-21,A878752F-349B-4141-93C1-7D479EEAA67D,röstning,"""s""",5,utskottet,SAKFRÅGAN,HUVUD,AU5,2006-12-21,1958,349,179,119,13,38,t,f,51.29,34.10,10.89,3.72,52.72,1959,97,93,0,0,4,t,f,95.88,0.00,4.12,0.00,57.73
M,H101MJU17,3,2897234,MJU17,2013/14,Landsbygdspolitik,Betesresursinventering,0,MJU,2014-05-13,2014-05-13,3A521D07-EE79-42B7-8491-929C78209A70,röstning,"""SD""",3,utskottet,SAKFRÅGAN,HUVUD,MJU17,2014-06-10,1963,349,296,17,0,36,t,f,84.81,4.87,10.32,0.00,56.45,1964,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,57.01
-,GX01CU8,3,2300198,CU8,2009/10,Familjerättsliga frågor,Beslutsfattandet vid gemensam vårdnad,0,CU,2010-02-03,2010-02-03,E30C0E53-5263-4673-8668-3BA14CABEB05,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,CU8,2010-02-03,1959,349,142,133,0,74,t,f,40.69,38.11,21.20,0.00,53.30,1944,1,1,0,0,0,t,f,100.00,0.00,0.00,0.00,100.00
M,GT01MJU2,6,2284340,MJU2,2005/06,"Utgiftsområde 23 Jord- och skogsbruk, fiske med anslutande näringar",WTO-förhandlingarna m.m.,0,MJU,2005-12-01,2005-12-06,DF4BD4E1-7A6F-4BFC-884C-6F9B68404ADD,röstning,"""fp""",3,utskottet,SAKFRÅGAN,HUVUD,MJU2,2005-12-01,1954,349,182,40,73,54,t,f,52.15,11.46,15.47,20.92,53.87,1954,55,0,0,46,9,f,t,0.00,0.00,16.36,83.64,58.18
V,GZ01SkU13,2,2753193,SkU13,2011/12,Allmänna motioner om inkomstskatter,Pensionsförsäkringar,0,SKU,2012-03-20,2012-03-20,C964327A-9078-4A6C-BE8D-A10432D9BDDE,röstning,"""SD""",4,utskottet,SAKFRÅGAN,HUVUD,SkU13,2012-03-20,1963,349,290,19,0,40,t,f,83.09,5.44,11.46,0.00,55.87,1962,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,36.84
KD,GR01SOU3,1,2286921,SOU3,2003/04,Allmänna arvsfonden och Arvsfondsdelegationens organisation m.m.,Organisatoriska frågor,0,SOU,2003-11-11,2006-03-15,C4850236-4497-4D8C-9EF5-C38E4DC03E3F,röstning,"""m"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SOU3,2003-11-11,1954,349,225,49,33,42,t,f,64.47,14.04,12.03,9.46,54.73,1951,33,0,0,27,6,f,t,0.00,0.00,18.18,81.82,66.67
-,GT01UbU8,1,2227090,UbU8,2005/06,Vuxenutbildning,Rätt till gymnasial vuxenutbildning,0,UBU,2006-02-09,2006-02-17,BC81CDD8-E3E7-4B0E-863C-CF3707707C8B,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,UbU8,2006-02-09,1954,349,137,105,1,106,t,f,39.26,30.09,30.37,0.29,54.44,1952,2,1,0,0,1,t,f,50.00,0.00,50.00,0.00,0.00
C,GZ01UU2,5,2728731,UU2,2011/12,Utgiftsområde 7 Internationellt bistånd,"Styrning, kontroll och öppenhet",0,UU,2011-12-05,2011-12-05,8422C7AF-2099-4B2D-B35E-6547DB1FC571,röstning,"""S"",""MP"",""V""",6,utskottet,SAKFRÅGAN,HUVUD,UU2,2011-12-05,1963,349,174,141,0,34,t,f,49.86,40.40,9.74,0.00,55.59,1964,23,18,0,0,5,t,f,78.26,0.00,21.74,0.00,60.87
M,GU01SoU9,1,2232725,SoU9,2006/07,Registerkontroll av personal vid sådana hem för vård eller boende som tar emot barn,Avslag på propositionen,0,SOU,2007-03-16,2007-03-16,9301BDCA-39BA-4544-AC9B-E956E959FFB9,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SoU9,2007-03-16,1958,349,263,18,0,68,t,f,75.36,5.16,19.48,0.00,51.29,1959,97,78,0,0,19,t,f,80.41,0.00,19.59,0.00,57.73
L,GU01TU16,1,2228903,TU16,2006/07,Statens ansvar för vissa betaltjänster m.m.,Statens ansvar för grundläggande betaltjänster,0,TU,2007-05-30,2007-05-30,7786670F-3A0C-4805-B3B2-F56F1F4D762B,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,TU16,2007-05-30,1958,349,148,141,0,60,t,f,42.41,40.40,17.19,0.00,51.58,1960,28,20,0,0,8,t,f,71.43,0.00,28.57,0.00,46.43
S,GS01BOU5,5,2292482,BOU5,2004/05,Byggfrågor,Allergiframkallande ämnen i byggprodukter,0,BOU,2005-02-17,2006-03-15,6F9755CE-33D3-4842-83A1-CCC4C6758398,röstning,"""c"",""fp""",6,utskottet,SAKFRÅGAN,HUVUD,BOU5,2005-02-17,1954,349,237,57,0,55,t,f,67.91,16.33,15.76,0.00,54.15,1954,144,125,0,0,19,t,f,86.81,0.00,13.19,0.00,52.08
MP,GS01FIU2,11,2284633,FIU2,2004/05,Utgiftsområde 2 Samhällsekonomi och finansförvaltning (prop. 2004/05:1),SCB:s uppdragsverksamhet,0,FIU,2004-12-02,2006-03-15,CA9D9747-B37C-4C8C-A104-5AE88174E77E,röstning,"""m"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,FIU2,2004-12-02,1954,349,219,91,0,39,t,f,62.75,26.07,11.17,0.00,53.30,1957,17,13,0,0,4,t,f,76.47,0.00,23.53,0.00,47.06
MP,H001FiU6,2,2793101,FiU6,2012/13,Redovisning av AP-fondernas verksamhet t.o.m. 2011,Placeringsregler och miljö och etik i AP-fonderna,0,FIU,2012-11-27,2012-11-28,C45D452D-7F31-464A-A489-810F934AF192,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU6,2012-11-27,1963,349,265,36,0,48,t,f,75.93,10.32,13.75,0.00,57.02,1963,25,0,19,0,6,f,f,0.00,76.00,24.00,0.00,52.00
S,GT01SoU5,6,2230457,SoU5,2005/06,Arbetet med att förverkliga FN:s barnkonvention i Sverige och andra barnfrågor,"Barnombud och barnbalk, m.m.",0,SOU,2005-11-22,2005-12-21,E2284BE3-8FDE-44A7-845C-BFD2207A5307,röstning,"""fp""",5,utskottet,SAKFRÅGAN,HUVUD,SoU5,2005-11-22,1954,349,196,38,38,77,t,f,56.16,10.89,22.06,10.89,53.58,1954,144,111,0,0,33,t,f,77.08,0.00,22.92,0.00,51.39
L,GV01TU9,1,2285191,TU9,2007/08,Kör- och vilotid vid internationell järnvägstrafik,Lag om kör- och vilotid vid internationell järnvägstrafik,0,TU,2008-04-28,2008-04-28,1021494E-DC57-423A-AD7D-BE19AF4C1005,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,TU9,2008-04-28,1958,349,258,19,14,58,t,f,73.93,5.44,16.62,4.01,53.30,1960,28,24,0,0,4,t,f,85.71,0.00,14.29,0.00,46.43
MP,GW01FiU33,8,2222280,FiU33,2008/09,Bank- och försäkringsfrågor,Statliga sociala lån och saneringslån,0,FIU,2009-02-19,2009-02-19,F1EACB61-6FED-4C5E-811F-C85925B361C5,röstning,"""v""",4,utskottet,SAKFRÅGAN,HUVUD,FiU33,2009-02-19,1959,349,242,17,0,90,t,f,69.34,4.87,25.79,0.00,52.72,1964,19,11,0,0,8,t,f,57.89,0.00,42.11,0.00,57.89
V,GT01SkU18,7,2222382,SkU18,2005/06,Motioner om fastighets- och förmögenhetsbeskattning,Byggnader för äldreboende,0,SKU,2006-04-06,2006-04-26,BD12597C-011F-40E9-A52C-644D77264387,röstning,"""v""",6,utskottet,SAKFRÅGAN,HUVUD,SkU18,2006-04-06,1954,349,240,21,4,84,t,f,68.77,6.02,24.07,1.15,53.87,1953,28,0,20,0,8,f,f,0.00,71.43,28.57,0.00,53.57
V,H001JuU12,10,2808246,JuU12,2012/13,Kriminalvårdsfrågor,Villkor för häktade m.m.,0,JUU,2013-01-31,2013-01-31,1E58B138-57A7-4968-8F65-021143182F98,röstning,"""V""",10,utskottet,SAKFRÅGAN,HUVUD,JuU12,2013-01-31,1963,349,279,16,0,54,t,f,79.94,4.58,15.47,0.00,56.73,1961,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,47.37
S,GX01KU9,1,2292772,KU9,2009/10,Obligatoriskt utgiftstak,Obligatoriskt utgiftstak för en treårsperiod,0,KU,2009-11-18,2009-11-18,C6AA11EA-D0AC-4649-A216-5297652C0660,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,KU9,2009-11-18,1959,349,144,138,0,67,t,f,41.26,39.54,19.20,0.00,53.87,1958,130,0,105,0,25,f,f,0.00,80.77,19.23,0.00,53.85
V,GT01UbU7,15,2228973,UbU7,2005/06,Särskolan och specialskolan,Parlamentarisk utredning,0,UBU,2006-01-26,2006-02-01,15CA23D3-31F1-4304-8DDC-195AFCC81DFA,röstning,"""m"",""c"",""fp"",""kd""",14,utskottet,SAKFRÅGAN,HUVUD,UbU7,2006-01-26,1954,349,159,130,0,60,t,f,45.56,37.25,17.19,0.00,53.58,1953,28,22,0,0,6,t,f,78.57,0.00,21.43,0.00,53.57
C,H001UFöU3,1,2850839,UFöU3,2012/13,"Nordiskt utrikes-, säkerhets- och försvarspolitiskt samarbete inklusive krisberedskap",Utrikes- och säkerhetspolitiskt samarbete,0,UFÖU,2013-05-28,2013-05-28,4E409FDF-4272-408F-94F3-65921CD8DF11,röstning,"""V""",4,utskottet,MOTIVFRÅGAN,HUVUD,UFöU3,2013-05-28,1963,349,147,16,134,52,t,f,42.12,4.58,14.90,38.40,56.45,1963,23,16,0,0,7,t,f,69.57,0.00,30.43,0.00,65.22
S,GR01LU3,5,2229395,LU3,2003/04,Lag om finansiell rådgivning till konsumenter,Varning,0,LU,2004-01-01,2006-03-15,23A9E193-F323-11D7-AE78-000475530032,röstning,"""c"",""fp"",""v""",5,utskottet,SAKFRÅGAN,HUVUD,LU3,2004-01-01,1954,349,211,102,0,36,t,f,60.46,29.23,10.32,0.00,55.01,1954,144,131,0,0,13,t,f,90.97,0.00,9.03,0.00,52.78
KD,H001UbU3,49,2804790,UbU3,2012/13,Forskning och innovation,Instrument för ökad innovation,0,UBU,2013-02-14,2013-02-14,C6DF46C4-3162-4C53-A05D-D55A27EE87FD,röstning,"""S""",58,utskottet,SAKFRÅGAN,HUVUD,UbU3,2013-02-14,1963,349,174,101,39,35,t,f,49.86,28.94,10.03,11.17,56.73,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
V,GR01FIU3,3,2230430,FIU3,2003/04,Utgiftsområde 25 Allmänna bidrag till kommuner,Utjämningssystemet,0,FIU,2003-12-02,2006-03-15,5DB96391-BE9B-481E-BCBD-59BE9DE3D0D1,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,FIU3,2003-12-02,1954,349,165,47,85,52,t,f,47.28,13.47,14.90,24.36,54.73,1953,30,25,0,0,5,t,f,83.33,0.00,16.67,0.00,50.00
MP,GW01UU11,36,2222081,UU11,2008/09,Vissa säkerhetspolitiska frågor ,Den svenska ratificeringen av konventionen om klustervapen (CCW),0,UU,2009-06-02,2009-06-03,8C655ADE-07D9-41D2-81DE-594A4FCBCF7B,röstning,"""s""",30,utskottet,SAKFRÅGAN,HUVUD,UU11,2009-06-02,1958,349,154,113,37,45,t,f,44.13,32.38,12.89,10.60,52.72,1964,19,0,1,18,0,f,f,0.00,5.26,0.00,94.74,57.89
MP,H101AU6,17,2901411,AU6,2013/14,Arbetsrätt,"Arbetstidens förläggning, övertid m.m.",0,AU,2014-03-20,2014-03-20,E0A86B09-F67E-4E3B-AA3F-A873B2C9A1C7,röstning,"""SD""",23,utskottet,SAKFRÅGAN,HUVUD,AU6,2014-04-02,1963,349,247,18,35,49,t,f,70.77,5.16,14.04,10.03,56.73,1964,25,0,0,18,7,f,t,0.00,0.00,28.00,72.00,52.00
KD,GZ01KrU3,2,2761642,KrU3,2011/12,Kultur och fritid för barn och unga,Maxtaxesystem för avgifter till kultur- och musikskolor,0,KRU,2012-03-07,2012-03-07,3B55D106-5222-4E52-A14C-3739712C45DC,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,KrU3,2012-03-07,1963,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,55.87,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
S,GX01KrU10,11,2305881,KrU10,2009/10,Museer och utställningar,Uppmärksammande av Harald Edelstams insatser,0,KRU,2010-03-05,2010-03-05,00CA61D3-EB42-46A7-9E99-3699C0EC6659,röstning,"""s"",""v""",2,utskottet,SAKFRÅGAN,HUVUD,KrU10,2010-03-05,1959,349,159,122,1,67,t,f,45.56,34.96,19.20,0.29,53.01,1959,130,0,102,0,28,f,f,0.00,78.46,21.54,0.00,53.08
C,GQ01MJU8,2,2283906,MJU8,2002/03,Försöksdjur,Handlingsplaner för begränsning av djurförsök,0,MJU,2003-02-06,2006-03-15,25C8C109-34FB-11D7-AED0-000475505303,röstning,"""mp""",2,utskottet,SAKFRÅGAN,HUVUD,MJU8,2003-02-06,1954,349,288,16,0,45,t,f,82.52,4.58,12.89,0.00,53.87,1955,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,50.00
V,GU01MJU5,13,2296172,MJU5,2006/07,Klimatpolitik m.m.,Nytt miljökvalitetsmål Begränsad miljöpåverkan i andra länder,0,MJU,2007-03-05,2007-03-06,FCBB69FE-56C6-403B-8CEA-CA349EA2D236,röstning,"""v""",16,utskottet,SAKFRÅGAN,HUVUD,MJU5,2007-03-05,1958,349,280,19,0,50,t,f,80.23,5.44,14.33,0.00,52.15,1958,22,0,19,0,3,f,f,0.00,86.36,13.64,0.00,36.36
V,GX01SoU18,7,2313632,SoU18,2009/10,Värdigt liv i äldreomsorgen,Investeringsstöd till trygghetsbostäder m.m.,0,SOU,2010-05-06,2010-05-06,AD4EB39B-3BA0-45EB-A677-FDFC25E25D8D,röstning,"""s"",""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,SoU18,2010-05-06,1959,349,147,139,0,63,t,f,42.12,39.83,18.05,0.00,53.01,1958,22,0,16,0,6,f,f,0.00,72.73,27.27,0.00,36.36
C,GW01TU2,11,2210484,TU2,2008/09,Framtidens resor och transporter – infrastruktur för hållbar tillväxt,SJ AB:s mål,0,TU,2008-12-11,2008-12-11,D7D39C42-7912-4BA8-BF2E-4E4CCA642EF2,röstning,"""s"",""v"",""mp""",16,utskottet,SAKFRÅGAN,HUVUD,TU2,2008-12-11,1958,349,152,144,0,53,t,f,43.55,41.26,15.19,0.00,53.30,1956,29,25,0,0,4,t,f,86.21,0.00,13.79,0.00,58.62
M,GQ01MJU8,5,2283906,MJU8,2002/03,Försöksdjur,Den försöksdjursetiska prövningen,0,MJU,2003-02-06,2006-03-15,25C8C10C-34FB-11D7-AED0-000475505303,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,MJU8,2003-02-06,1954,349,290,15,0,44,t,f,83.09,4.30,12.61,0.00,53.87,1954,55,46,0,0,9,t,f,83.64,0.00,16.36,0.00,60.00
MP,GR01FIU21,2,2230050,FIU21,2003/04,Tilläggsbudget 1 för 2004,En förbättrad kapitalstruktur i statliga bolag,0,FIU,2004-05-27,2006-03-15,AAFAC7F5-AFCD-11D8-AE5D-0004755038D1,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,FIU21,2004-05-27,1954,349,175,142,0,32,t,f,50.14,40.69,9.17,0.00,55.01,1955,17,14,0,0,3,t,f,82.35,0.00,17.65,0.00,47.06
-,GS01UBU11,7,2299380,UBU11,2004/05,Särskolan och specialskolan,Statens ansvar för specialskolans elever,0,UBU,2005-03-22,2006-03-15,A46B0AAA-5E94-41D6-8E0F-D09ECD66486C,röstning,"""m"",""c"",""fp"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,UBU11,2005-03-22,1954,349,153,124,1,71,t,f,43.84,35.53,20.34,0.29,54.73,1948,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,0.00
