hjid,against_proposal_number,against_proposal_parties,ballot_id,ballot_summary_item,ballot_url_xml,committee_report,decision_type,header,issue_number,proposal,rm,winner,committee_proposal_list_comm_0
1313887,1,"""m"",""c"",""fp""",F0B2C0C5-7103-11D9-AE37-000475530052,166121,http://data.riksdagen.se/votering/F0B2C0C5-7103-11D9-AE37-000475530052,LU4,röstning,En ny försäkringsavtalslag m.m.,1,"Riksdagen bifaller delvis proposition 2003/04:150 och avslår motionerna 2004/05:L2 yrkandena 1-10, 2004/05:L3 yrkandena 1-3, 2004/05:L4 yrkandena 1-6, 2004/05:L348 och 2004/05:L393.
",2004/05,utskottet,1313886
234132,0,"","",43520,"",MJU4,acklamation,Styrmedel,7,"Riksdagen avslår motion 2004/05:MJ4 yrkande 4.
",2004/05,utskottet,234125
1653084,0,"","",217691,"",FiU21,acklamation,Bemyndigande för anslaget 43:8 Från EG-budgeten finansierade strukturstöd till fisket m.m.,21,"Riksdagen bemyndigar regeringen att under 2008 för det under utgiftsområde 23 Jord- och skogsbruk, fiske med anslutande näringar uppförda anslaget 43:8 Från EG-budgeten finansierade strukturstöd till fisket m.m. ingå ekonomiska förpliktelser som inklusive tidigare gjorda åtaganden medför behov av framtida anslag på högst 35 000 000 kr under 2009 och högst 35 000 000 kr under 2010.
Därmed bifaller riksdagen proposition 2007/08:99 punkt 22.
",2007/08,utskottet,1653063
1807995,0,"","",243339,"",TU12,acklamation,Användning av säkerhetsbälte,6,"Riksdagen avslår motion 
2011/12:T293 av Krister Örnfjäder (S).
",2011/12,utskottet,1807989
2772574,0,"","",484458,"",KrU4,acklamation,Riksdagens tidigare ställningstagande i frågor om biblioteksersättningens utformning,14,"Riksdagen godkänner vad regeringen föreslår om att riksdagens tidigare ställningstagande i frågor om biblioteksersättningens utformning inte längre ska gälla samt om ersättningens framtida inriktning.
Därmed bifaller riksdagen proposition 2013/14:3 punkt 2 och avslår motion 
2013/14:Kr5 av Bengt Berg m.fl. (V) yrkande 7.
",2013/14,utskottet,2772560
2081288,0,"","",330293,"",KrU8,acklamation,"Bildkonst, arkitektur, form och design",15,"<BR/>Riksdagen avslår motionerna 

2022/23:2054 av Lawen Redar m.fl. (S) yrkande 11 och 

2022/23:2176 av Amanda Lind (MP) yrkande 15.<BR/><BR/>",2022/23,utskottet,2081244
2792276,0,"","",493406,"",SkU20,acklamation,Skatteflyktslagen,8,"Riksdagen avslår motionerna 
2012/13:Sk231 av Jacob Johnson m.fl. (V) yrkande 2 och 
2012/13:Sk343 av Staffan Anger (M).
",2012/13,utskottet,2792268
606020,0,"","",68008,"",KU15,acklamation,Skattefridag som helgdag,2,"Riksdagen avslår motion 2003/04:K244.
",2003/04,utskottet,606018
1309386,0,"","",165012,"",FIU8,acklamation,Mål och riktlinjer för god ekonomisk hushållning,1,"Riksdagen godkänner vad regeringen förordar om mål och riktlinjer för god ekonomisk hushållning.
Därmed bifaller riksdagen proposition 2003/04:105 i denna del och avslår motion 2003/04:Fi43 yrkandena 3 och 5.
",2004/05,utskottet,1309385
1801612,5,"""V""",A9A8A119-6398-470A-AC31-FDE7D3403AF0,241755,http://data.riksdagen.se/votering/A9A8A119-6398-470A-AC31-FDE7D3403AF0,KU17,röstning,Arvode m.m.,14,"Riksdagen avslår motionerna 
2011/12:K242 av Lise Nordin m.fl. (MP) yrkandena 1 och 3, 
2011/12:K319 av Mia Sydow Mölleby m.fl. (V) yrkandena 1 och 2, 
2011/12:K381 av Anti Avsan (M), 
2012/13:K202 av Mia Sydow Mölleby m.fl. (V) yrkandena 1 och 2, 
2012/13:K218 av Lise Nordin m.fl. (MP) yrkandena 1 och 3, 
2012/13:K291 av Eliza Roszkowska Öberg (M), 
2012/13:K292 av Per Lodenius och Ulrika Carlsson i Skövde (båda C) och 
2012/13:K337 av Johnny Skalin (SD).
",2012/13,utskottet,1801598
243491,0,"","",45417,"",UU2,acklamation,Bistånd till energisektorn i Eritrea ,17,"Riksdagen förklarar motion 2001/02:U245 besvarad med vad utskottet anfört. 
",2001/02,utskottet,243474
1909684,0,"","",257548,"",SoU1,acklamation,Stiftelsen Metallbiologiskt Centrum,9,"Riksdagen avslår motion 2005/06:So651.
",2005/06,utskottet,1909675
2781047,0,"","",488129,"",UbU6,acklamation,Studie- och yrkesvägledning,8,"Riksdagen avslår motionerna 2012/13:Ub295 och 2012/13:Ub494 yrkande 15.
",2012/13,utskottet,2781039
1664631,0,"","",221028,"",BoU13,acklamation,Uppskov med behandlingen av vissa ärenden,1,"Riksdagen medger att behandlingen av 
dels regeringens skrivelse 2005/06:202 Omstruktureringen av kommunala bostadsföretag - resultatredovisning,
dels övriga ärenden som kan komma att hänvisas till utskottet under återstoden av innevarande riksmöte
får uppskjutas till 2006/07 års riksmöte.
",2005/06,utskottet,1664630
2077380,0,"","",328936,"",SoU7,acklamation,Insatser inom området psykisk ohälsa,15,"<BR/>Riksdagen avslår motionerna 

2014/15:85 av Jonas Sjöstedt m.fl. (V) yrkandena 9, 10 och 14, 

2014/15:771 av Shadiye Heydari och Gunilla Carlsson (S) yrkandena 2 och 3, 

2014/15:1052 av Bengt Eliasson (FP) yrkandena 1 och 2, 

2014/15:1055 av Betty Malmberg (M) yrkandena 1 och 2, 

2014/15:2359 av Ann-Charlotte Hammar Johnsson (M) yrkande 2, 

2014/15:2887 av Finn Bengtsson m.fl. (M, FP) och 

2014/15:2942 av Jennie Åfeldt m.fl. (SD) yrkandena 2 och 3.<BR/><BR/>",2014/15,utskottet,2077365
2282048,0,"","",472444,"",UU15,acklamation,Hbtq-personers rättigheter,8,"För mer information om förslagspunkten, se ärendets PDF-dokument",2014/15,utskottet,2282040
1803896,0,"","",242362,"",MJU25,acklamation,Säkerhetskrav vid koldioxidlagring,8,"Riksdagen avslår motion 
2011/12:MJ6 av Matilda Ernkrans m.fl. (S) yrkande 3.
",2011/12,utskottet,1803888
1673431,0,"","",223439,"",FiU35,acklamation,Riksrevisorernas chefspensioner,2,"
a) Ansvaret för riksrevisorernas chefspensioner
Riksdagen tillkännager för riksdagsstyrelsen som sin mening vad utskottet anför om att låta kommittén för en översyn av det ekonomiadministrativa regelverket för riksdagens myndigheter ta fram författningsförslag som tydliggör att det är Riksrevisionen som har arbetsgivaransvaret och det ekonomiska ansvaret för riksrevisorernas chefspensioner.

b) Anslagsavräkning av avsättningar för riksrevisorernas chefspensioner
Riksdagen beslutar att avsättningar för chefspensioner för riksrevisorer fr.o.m. räkenskapsåret 2015 ska redovisas mot anslag på utgiftsmässig grund.
",2013/14,utskottet,1673429
1327961,0,"","",169757,"",FIU22,-,Riksgäldskontorets beslut om statens upplåning och skuldförvaltning ,2,"Riksdagen godkänner vad utskottet anför om Riksgäldskontorets beslut om statens upplåning och skuldförvaltning samt lägger regeringens skrivelse 2001/02:104 i denna del till handlingarna. 
",2001/02,uppgift saknas,1327959
1804787,0,"","",242583,"",KRU1,acklamation,Bemyndigande för regeringen att besluta om bidrag till kulturmiljövård,31,"",2002/03,utskottet,1804755
1661869,1,"""s"",""v"",""mp""",2977F77C-4755-4DF6-9497-458C2B2B4FAE,220225,http://data.riksdagen.se/votering/2977F77C-4755-4DF6-9497-458C2B2B4FAE,UU5,röstning,Prioritering av politiken för global utveckling (PGU) m.m.,1,"Riksdagen avslår motionerna 2007/08:U345 yrkande 5 och 2007/08:U359 yrkande 17.
",2007/08,utskottet,1661867
622190,0,"","",72703,"",AU3,acklamation,"Utredningar, uppdrag till myndigheter m.m. ",16,"Riksdagen avslår motionerna 2000/01:A812 yrkande 6, 2001/02:A357, 2001/02:A358 och 2001/02:A379. 
",2001/02,utskottet,622173
2782910,1,"""s"",""v"",""mp""",757F3E22-B678-4A13-AD0C-90EE0F5F532C,488997,http://data.riksdagen.se/votering/757F3E22-B678-4A13-AD0C-90EE0F5F532C,SfU3,röstning,Avveckling av försäkringsdelegationer m.m.,1,"Riksdagen antar regeringens förslag till 
a) lag om ändring i lagen (1962:381) om allmän försäkring, 
b) lag om ändring i lagen (1988:360) om handläggning av ärenden om bilstöd till personer med funktionshinder, 
c) lag om ändring i lagen (2003:1210) om finansiell samordning av rehabiliteringsinsatser.
Därmed bifaller riksdagen proposition 2006/07:10 och avslår motionerna 
2006/07:Fi244 av Göran Persson i Stjärnhov  m.fl. (s) yrkande 34, 
2006/07:Sf1 av LiseLotte Olsson m.fl. (v) yrkande 1, 
2006/07:Sf2 av Tomas Eneroth m.fl. (s) yrkande 1, 
2006/07:Sf3 av Gunvor G Ericson m.fl. (mp) yrkande 1, 
2006/07:Sf295 av Berit Högman och Ann-Kristine Johansson (båda s) i denna del och 
2006/07:Sf296 av Gunvor G Ericson m.fl. (mp) yrkande 10.
",2006/07,utskottet,2782909
2076850,4,"""M"",""C""",ce818094-f729-4b7f-b5c6-32aad3d8313b,328791,http://data.riksdagen.se/votering/CE818094-F729-4B7F-B5C6-32AAD3D8313B,SoU6,röstning,Gårdsförsäljning,10,"<BR/>Riksdagen avslår motionerna 

2014/15:94 av Maria Malmer Stenergard och Åsa Coenraads (M), 

2014/15:352 av Lotta Finstorp och Lotta Olsson (M), 

2014/15:614 av Helena Bouveng och Mats Green (M), 

2014/15:665 av Jan Ericson (M) yrkande 1, 

2014/15:844 av Cecilia Widegren m.fl. (M, FP, C, KD), 

2014/15:974 av Ann-Charlotte Hammar Johnsson m.fl. (M), 

2014/15:976 av Ann-Charlotte Hammar Johnsson m.fl. (M) yrkande 3, 

2014/15:1015 av Björn Söder och Sven-Olof Sällström (SD), 

2014/15:1230 av Sten Bergheden (M), 

2014/15:1327 av Betty Malmberg och Lars-Arne Staxäng (M) yrkandena 1 och 2, 

2014/15:1477 av Margareta Cederfelt och Christian Holm (M), 

2014/15:2469 av Eva Lohman och Lars-Arne Staxäng (M), 

2014/15:2553 av Per Bill (M), 

2014/15:2554 av Per Bill (M), 

2014/15:2556 av Per Bill (M), 

2014/15:2557 av Per Bill (M), 

2014/15:453 av Boriana Åberg (M), 

2014/15:542 av Eskil Erlandsson och Per-Ingvar Johnsson (C), 

2014/15:896 av Michael Svensson (M), 

2014/15:1249 av Sten Bergheden (M) yrkande 2, 

2014/15:1287 av Sten Bergheden (M), 

2014/15:1349 av Kristina Yngwe (C), 

2014/15:1759 av Lars Hjälmered (M), 

2014/15:1987 av Saila Quicklund och Gunilla Nordgren (M), 

2014/15:2504 av Gustaf Hoffstedt (M) och 

2014/15:2573 av Annie Lööf m.fl. (C) yrkande 8.<BR/><BR/>",2014/15,utskottet,2076840
2777532,0,"","",486659,"",MJU18,acklamation,Tvärvillkorskontroller i EU:s jordbruksstöd,1,"Riksdagen avslår framställning 2008/09:RRS6.
",2008/09,utskottet,2777531
1657403,1,"""v"",""mp""",0853AF96-9BB7-4651-BE4E-F2FC12586F7C,218838,http://data.riksdagen.se/votering/0853AF96-9BB7-4651-BE4E-F2FC12586F7C,UU15,röstning,Inriktningsfrågor,1,"Riksdagen avslår motionerna 2009/10:K355 yrkande 2, 2009/10:U273 yrkande 5, 2009/10:U276 yrkande 3 och 2009/10:U340 yrkande 26.
",2009/10,utskottet,1657402
608083,0,"","",68396,"",KRU3,acklamation,Fördelning av vinst till välgörande ändamål ,3,"Riksdagen avslår motionerna 1999/2000:So483 yrkande 3 och 2000/01: So302 yrkande 3. 
",2001/02,utskottet,608080
2790902,0,"","",492765,"",UbU11,acklamation,Svenska för invandrare (sfi) m.m.,5,"Riksdagen avslår motionerna 2009/10:Sf320 yrkande 19, 2009/10:Sf348 yrkande 2, 2009/10:Ub332, 2009/10:Ub360 yrkande 1, 2009/10:Ub531, 2009/10:Ub551 yrkandena 4 och 5 samt 2009/10:A379 yrkande 2.
",2009/10,utskottet,2790897
2770835,0,"","",483738,"",NU5,acklamation,Ändringar i lagen om tillämpning av Europeiska unionens statsstödsregler,2,"Riksdagen antar regeringens förslag till lag om ändring i lagen (2013:388) om tillämpning av Europeiska unionens statsstödsregler med den ändringen att det ska införas en ikraftträdandebestämmelse av följande lydelse: ""Denna lag träder i kraft den 1 januari 2018"".<BR/>Därmed bifaller riksdagen proposition 2017/18:15 punkt 3.<BR/><BR/>",2017/18,utskottet,2770833
2081681,1,"""V""",441f036b-e602-4577-98de-c1225b694b24,330397,http://data.riksdagen.se/votering/441F036B-E602-4577-98DE-C1225B694B24,FöU14,röstning,Avslag på propositionen,1,"<BR/>Riksdagen avslår motion 

2015/16:3350 av Stig Henriksson m.fl. (V).<BR/><BR/>",2015/16,utskottet,2081680
1309779,0,"","",165199,"",SOU1,acklamation,Bilstödet,27,"Riksdagen avslår motionerna 2004/05:So226, 2004/05:So309, 2004/05:So324 och 2004/05:So403.
",2004/05,utskottet,1309752
2774505,1,"""SD"",""V""",bf756a6b-5b58-4609-b12a-b436bd1d88b8,485371,http://data.riksdagen.se/votering/BF756A6B-5B58-4609-B12A-B436BD1D88B8,UFöU1,röstning,Avslag på propositionen,1,"<BR/>Riksdagen avslår motionerna 

2016/17:3525 av Stig Henriksson m.fl. (V) yrkande 1 och 

2016/17:3529 av Mikael Jansson m.fl. (SD).<BR/><BR/>",2016/17,utskottet,2774504
237828,0,"","",44343,"",MJU20,acklamation,Användande av djur i pornografiska sammanhang ,20,"Riksdagen avslår motion 2001/02:MJ34 yrkande 9. 
",2001/02,utskottet,237808
2076174,0,"","",328533,"",CU16,acklamation,Specialiserad världsutställning om hållbar samhällsbyggnad,10,"<BR/>Riksdagen avslår motion 

2017/18:2778 av Emma Hult (MP) yrkandena 1 och 2.<BR/><BR/>",2017/18,utskottet,2076164
2135851,0,"","",379772,"",SoU23,acklamation,Insatser för ekonomiska behov,10,"<BR/>Riksdagen avslår motionerna 

2024/25:3339 av Nils Seye Larsen m.fl. (MP) yrkande 5 och 

2024/25:3341 av Martina Johansson m.fl. (C) yrkande 6.<BR/><BR/>",2024/25,utskottet,2135841
2782671,0,"","",488846,"",MJU13,acklamation,Hästnäringens del av vall- och betesmarksstöd m.m.,8,"Riksdagen avslår motionerna 2004/05:MJ505 yrkande 11 och 2005/06:MJ17 yrkande 19.
",2005/06,utskottet,2782663
2770972,1,"""V""",56b9f774-0755-4fba-9f72-a19332589f67,483802,http://data.riksdagen.se/votering/56B9F774-0755-4FBA-9F72-A19332589F67,UbU4,röstning,Obligatoriska bedömningsstöd i årskurs 1,1,"Riksdagen antar regeringens förslag till lag om ändring i skollagen (2010:800).&nbsp; <BR/>Därmed avslår riksdagen motion 

2015/16:130 av Daniel Riazat m.fl. (V) och 

bifaller proposition 2014/15:137.<BR/><BR/>",2015/16,utskottet,2770971
620802,0,"","",72221,"",SFU1,acklamation,Möjlighet att bedriva studier under tid med aktivitets- och sjukersättning,36,"Riksdagen avslår motion 2003/04:Kr330 yrkande 2.
",2003/04,utskottet,620766
2773310,0,"","",484836,"",UbU9,"",Studentombudsmän,28,"Riksdagen avslår motion 2005/06:Ub427 yrkande 2.
",2005/06,uppgift saknas,2773282
2789279,0,"","",491983,"",KrU7,acklamation,Ombyggnaden av Kungliga Operan,10,"Riksdagen avslår motion 
2013/14:Kr339 av Gunilla Carlsson i Hisings Backa m.fl. (S) yrkande 20.
",2013/14,utskottet,2789269
2793937,4,"""SD""",0C8ADBE7-0F17-4A00-A2E8-B7AA798C45AC,494097,http://data.riksdagen.se/votering/0C8ADBE7-0F17-4A00-A2E8-B7AA798C45AC,UbU13,röstning,Värdegrund i förskolan,6,"Riksdagen avslår motion 2011/12:Ub489.
",2011/12,utskottet,2793931
221430,1,"""m"",""c"",""fp"",""kd""","",41333,http://data.riksdagen.se/votering/07B48322-933F-479D-B947-66573989D071,NU13,röstning,Övergripande om statliga företag ,1,"Riksdagen lägger regeringens skrivelse 2000/01:120 till handlingarna och avslår motionerna 2001/02:So497 yrkande 7, 2001/02:T409 yrkande 10, 2001/02:N2 yrkandena 1-3, 2001/02:N3, 2001/02:N4 yrkandena 1-3 och 5, 2001/02:N208 yrkandena 1, 2 och 4, 2001/02:N267 yrkande 19, 2001/02:N344, 2001/02:N365 yrkandena 11, 12 och 19 och 2001/02: N370 yrkande 16.
",2001/02,utskottet,221429
225440,1,"""m"",""c"",""fp"",""kd""","",41951,http://data.riksdagen.se/votering/63A67CAE-0097-4533-B861-D91DA5B2AC96,TU1,röstning,Enskilda vägar ,5,"Riksdagen avslår motionerna 1999/2000:T209 yrkande 15, 1999/2000: T213 yrkande 8, 1999/2000:T320 yrkande 2, 1999/2000:T340, 1999/2000:N214 yrkande 26, 2000/01:Sk1025 yrkande 9, 2001/02:T15 yrkande 17, 2001/02:T238 yrkandena 1-5, 2001/02:T257, 2001/02:T267, 2001/02:T317, 2001/02:T321, 2001/02:T380, 2001/02:T447 yrkande 2, 2001/02:T450 yrkande 3, 2001/02:T463 yrkande 19, 2001/02:MJ338 yrkandena 12 och 14, 2001/02:Sk288 yrkande 11 samt 2001/02:Sk433 yrkande 9.
",2001/02,utskottet,225436
607536,0,"","",68170,"",MJU16,acklamation,Fiskeriverkets roller m.m.,5,"Riksdagen avslår motion 2002/03:MJ291.
",2002/03,utskottet,607531
1671757,0,"","",223006,"",TU13,acklamation,Utsläpp av olja,9,"Riksdagen avslår motion 
2009/10:T426 av Lars Ohly m.fl. (v) yrkande 70.
",2009/10,utskottet,1671748
1812127,0,"","",244339,"",UU12,acklamation,Övriga yrkanden,15,"Riksdagen avslår de motionsyrkanden som finns upptagna under denna punkt i utskottets förteckning över avstyrkta motionsyrkanden.
",2012/13,utskottet,1812112
1661093,0,"","",219985,"",MJU24,acklamation,Förnybara bränslen inom flygsektorn,32,"<BR/>Riksdagen avslår motionerna 

2016/17:1141 av Mathias Tegnér (S) i denna del och 

2016/17:3167 av Jonas Jacobsson Gjörtler m.fl. (M) yrkande 6.<BR/><BR/>",2016/17,utskottet,1661061
601236,0,"","",66885,"",LU18,acklamation,Märkning av fisk ,12,"Riksdagen avslår motionerna 2001/02:L13 yrkande 3 och 2001/02:L14 yrkande 5. 
",2001/02,utskottet,601224
2796097,1,"""S""",FF85E4F7-A281-4D7D-80E3-353B4B6BD133,495037,http://data.riksdagen.se/votering/FF85E4F7-A281-4D7D-80E3-353B4B6BD133,SkU17,röstning,Skatte- och avgiftskontroll,1,"Riksdagen avslår motionerna 
2011/12:Sk206 av Hans Linde m.fl. (V) yrkandena 1 och 3, 
2011/12:Sk212 av Billy Gustafsson (S), 
2011/12:Sk301 av Raimo Pärssinen (S) yrkandena 1-5, 
2011/12:Sk302 av Raimo Pärssinen (S), 
2011/12:Sk336 av Finn Bengtsson m.fl. (M) yrkandena 1-3, 
2011/12:Sk347 av Betty Malmberg (M), 
2011/12:Sk355 av Hans Olsson (S) yrkandena 1 och 2, 
2011/12:Sk359 av Jennie Nilsson m.fl. (S) yrkandena 1-5, 7 och 8, 
2011/12:Sk361 av Jennie Nilsson m.fl. (S) yrkandena 29 och 30, 
2011/12:Sk377 av Penilla Gunther (KD), 
2011/12:Sk390 av Karin Nilsson och Helena Lindahl (båda C), 
2011/12:Sk399 av Jacob Johnson m.fl. (V) yrkandena 5-9, 
2011/12:Sk414 av Edward Riedl (M) och 
2011/12:Sk419 av Sven-Olof Sällström och Erik Almqvist (båda SD).
",2011/12,utskottet,2796096
1796930,0,"","",240592,"",NU4,acklamation,Ekonomiska mål för SJ AB,5,"<BR/>Riksdagen avslår motionerna 

2016/17:153 av Mattias Bäckström Johansson m.fl. (SD), 

2016/17:1199 av Birger Lahti m.fl. (V) yrkande 11 och 

2016/17:2536 av Stina Bergström m.fl. (MP) yrkande 2.<BR/><BR/>",2016/17,utskottet,1796925
1671085,110,"""m"",""c"",""fp"",""kd"",""mp""",6B3FAFAD-E8CF-4EBF-BB25-5FB935000650,222755,http://data.riksdagen.se/votering/6B3FAFAD-E8CF-4EBF-BB25-5FB935000650,UbU14,röstning,Utökade sanktionsmöjligheter för Statens skolverk,104,"Riksdagen avslår motionerna 2005/06:Ub238 yrkande 28, 2005/06:Ub428 yrkande 10 och 2005/06:Ub516 yrkande 12.
",2005/06,reservation 110,1670978
2798616,2,"""SD""",6a323315-8a5c-4dc3-8297-2ff8e847a84c,496171,http://data.riksdagen.se/votering/6A323315-8A5C-4DC3-8297-2FF8E847A84C,KrU1,röstning,Mål för kulturpolitiken,8,"<BR/>Riksdagen avslår motionerna 

2016/17:2212 av Aron Emilsson m.fl. (SD) yrkande 2 och 

2016/17:3390 av Bengt Eliasson m.fl. (L) yrkande 1.<BR/><BR/>",2016/17,utskottet,2798608
2797961,0,"","",495878,"",MJU8,acklamation,Uttjänta fordon m.m.,10,"Riksdagen avslår motionerna 
2012/13:T449 av Josef Fransson och Thoralf Alfsson (båda SD) yrkande 4, 
2012/13:T477 av Anders Ygeman m.fl. (S) yrkande 42, 
2012/13:MJ274 av Leif Pagrotsky och Sven-Erik Bucht (båda S), 
2012/13:MJ284 av Jan Lindholm (MP), 
2012/13:MJ307 av Rune Wikström (M), 
2012/13:MJ328 av Isak From m.fl. (S) yrkandena 1 och 2, 
2012/13:MJ337 av Lars Gustafsson (KD) och 
2012/13:MJ473 av Cecilia Widegren (M).
",2012/13,utskottet,2797951
2789759,10,"""FP""",d059da36-609b-480a-83cc-d593391a2b5d,492203,http://data.riksdagen.se/votering/D059DA36-609B-480A-83CC-D593391A2B5D,FöU11,röstning,Gotland,6,"<BR/>Riksdagen avslår motionerna 

2014/15:3094 av Jan Björklund m.fl. (FP) yrkandena 6, 7 och 9, 

2014/15:2841 av Allan Widman m.fl. (FP, M, C, KD) yrkande 4 och 

2014/15:1192 av Christer Engelhardt (S).<BR/><BR/>",2014/15,utskottet,2789753
1811472,0,"","",244169,"",JuU29,acklamation,Skärpning av vapenlagstiftningen,9,"Riksdagen avslår motionerna 2005/06:Ju304 yrkande 1, 2005/06:Ju385 yrkande 1, 2005/06:Ju387 yrkande 1 och 2005/06:Ju423 yrkande 1.
",2005/06,utskottet,1811463
1653685,0,"","",217839,"",KrU28,acklamation,Överföring av medel till och från distributionskontot,31,"Riksdagen godkänner regeringens förslag till ekonomiska förutsättningar i vad avser överföring av medel till och från distributionskontot.
Därmed bifaller riksdagen proposition 2005/06:112 punkt 9 i denna del.
",2005/06,utskottet,1653654
2787834,0,"","",491298,"",UbU14,acklamation,Studentbostäder,17,"<BR/>Riksdagen avslår motionerna 

2023/24:371 av Patrick Reslow m.fl. (SD) yrkande 14 och 

2023/24:686 av Katarina Luhr m.fl. (MP) yrkande 5.<BR/><BR/>",2023/24,utskottet,2787817
2779584,1,"""s"",""v"",""mp""",DF73B33A-8CA0-4BE8-A8AF-A1500E48DB99,487557,http://data.riksdagen.se/votering/DF73B33A-8CA0-4BE8-A8AF-A1500E48DB99,NU26,röstning,Avslag på proposition 2009/10:172,1,"Riksdagen avslår motionerna 2009/10:N15 och 2009/10:N16.
",2009/10,utskottet,2779583
1810775,1,"""s"",""v"",""mp""",104F6C19-8E3E-4485-B8C2-4F591B1B3F49,243922,http://data.riksdagen.se/votering/104F6C19-8E3E-4485-B8C2-4F591B1B3F49,CU26,röstning,Så kallade bilmålvakter,1,"Riksdagen avslår motionerna 2008/09:C204, 2008/09:C205, 2008/09:C220, 2008/09:C248, 2008/09:C293, 2008/09:C294, 2008/09:C304, 2008/09:C330, 2008/09:C384, 2008/09:C386 och 2008/09:C394.
",2008/09,utskottet,1810773
1655334,0,"","",218204,"",UU14,acklamation,Israel,22,"Riksdagen avslår motion 2008/09:U357 yrkande 8.
",2008/09,utskottet,1655312
2791420,0,"","",492991,"",AU7,acklamation,Provanställning m.m.,3,"<BR/>Riksdagen avslår motionerna 

2015/16:2277 av Elisabeth Svantesson m.fl. (M) yrkande 11, 

2015/16:2508 av Elisabeth Svantesson m.fl. (M, C, FP, KD) yrkande 3, 

2015/16:2690 av Andreas Carlson (KD) yrkande 2 och 

2015/16:3241 av Anna Kinberg Batra m.fl. (M) yrkande 43.<BR/><BR/>",2015/16,utskottet,2791417
1670568,0,"","",222551,"",UbU12,acklamation,Information om alternativ inom förskola och barnomsorg,18,"Riksdagen avslår motion 2005/06:Ub233 yrkande 11.
",2005/06,utskottet,1670550
234517,0,"","",43688,"",MJU3,acklamation,Skötselavtal,61,"Riksdagen avslår motionerna 
2003/04:MJ287 av Annika Qarlsson och Birgitta Carlsson (båda c) yrkande 3 och 
2003/04:MJ349 av Åsa Torstensson (c) yrkande 1.
",2004/05,utskottet,234456
2278379,2,"""M"",""KD""",20e90728-ddf4-4b5f-b60c-ecbce1a0b60b,471376,http://data.riksdagen.se/votering/20E90728-DDF4-4B5F-B60C-ECBCE1A0B60B,MJU10,röstning,Enskilda avlopps miljöpåverkan,2,"<BR/>Riksdagen avslår motionerna 

2019/20:78 av Alexander Christiansson och Runar Filper (båda SD) yrkandena 1 och 2, 

2019/20:446 av Fredrik Christensson och Annika Qarlsson (båda C), 

2019/20:597 av Martin Kinnunen m.fl. (SD) yrkande 6, 

2019/20:1326 av Sten Bergheden (M) yrkandena 1 och 2, 

2019/20:1765 av Helena Lindahl och Peter Helander (båda C) yrkande 2 och 

2019/20:2662 av Louise Meijer m.fl. (M) yrkande 12.<BR/><BR/>",2019/20,utskottet,2278377
609042,0,"","",68808,"",TU1,acklamation,Slottidssystemet,29,"Riksdagen avslår motionerna 2003/04:T213 och 2003/04:T562 yrkande 20.
",2003/04,utskottet,609013
1663164,0,"","",220616,"",SfU3,acklamation,Lagförslaget,1,"Riksdagen antar regeringens förslag till lag om ändring i socialförsäkringsbalken.
Därmed bifaller riksdagen proposition 2012/13:16.
",2012/13,utskottet,1663163
1307477,0,"","",164670,"",MJU27,"",Terrängkörning,30,"",2013/14,"",1307418
1913846,0,"","",259315,"",KrU10,acklamation,Skyddsområde för marin arkeologi,14,"För mer information om förslagspunkten, se ärendets PDF-dokument",2014/15,utskottet,1913832
2771753,2,"""s""",F228A1B3-870F-4AAA-92DC-47CA53ED6D29,484131,http://data.riksdagen.se/votering/F228A1B3-870F-4AAA-92DC-47CA53ED6D29,CU10,röstning,Hyressättning m.m.,2,"Riksdagen avslår motionerna 2006/07:C286 yrkandena 8 och 9, 2006/07:C314 och 2006/07:C365 yrkande 6.
",2006/07,utskottet,2771751
1317758,1,"""m"",""c"",""fp"",""kd""",65C6EFF0-7C0C-11D9-AE2C-0004755053BD,167118,http://data.riksdagen.se/votering/65C6EFF0-7C0C-11D9-AE2C-0004755053BD,TU7,röstning,Sjösäkerheten i Östersjöområdet,3,"Riksdagen avslår motionerna 
2003/04:T280 av Tuve Skånberg (kd), 
2003/04:T389 av Kent Olsson (m), 
2003/04:MJ408 av Sven Gunnar Persson m.fl. (kd) yrkande 4, 
2003/04:MJ472 av Lars Leijonborg m.fl. (fp) yrkandena 8 och 11, 
2004/05:T395 av Sven Bergström m.fl. (c) yrkandena 1, 4, 5 och 7, 
2004/05:T414 av Kent Härstedt (s), 
2004/05:T415 av Göran Persson i Simrishamn m.fl. (s), 
2004/05:T438 av Kenneth Lantz (kd) yrkandena 1 och 2, 
2004/05:T464 av Elizabeth Nyström m.fl. (m) yrkande 18, 
2004/05:MJ369 av Lars Leijonborg m.fl. (fp) yrkandena 11 och 12, 
2004/05:MJ371 av Åsa Domeij och Sverker Thorén (mp, fp) yrkandena 14, 15 och 17 samt 
2004/05:MJ500 av Sven Gunnar Persson m.fl. (kd) yrkandena 8, 9 och 18.
",2004/05,utskottet,1317755
1319595,0,"","",167638,"",JUU20,acklamation,Särreglering av människohandel rörande barn,5,"Riksdagen godkänner vad utskottet anfört om särreglering av människohandel rörande barn.
Riksdagen godkänner vad utskottet anfört om särreglering av människohandel rörande barn.
Därmed avslår riksdagen motion 2003/04:Ju20 yrkandena 1 och 2.
",2003/04,utskottet,1319590
