person_id,first_name,last_name,party,role_code,status,assignment_type,org_code,role_tier,role_weight,role_start,role_end,role_start_year,role_end_year,role_instances,total_days_in_role,is_current_role,role_sequence,peak_role_weight,career_first_year,career_last_year,years_in_role,progression_pattern,career_level,advancement_velocity,time_bucket,rn
0390912778804,Peter,Althin,KD,Ledamot,"",uppdrag,JuU,OTHER,350,2004-04-29,2007-11-04,2004,2007,2,1276,f,4,400,2002,2007,4,CAREER_PEAK,JUNIOR,125.00,2007-11-01 00:00:00+01,1
09812885803,Jan,Ertsborn,FP,Suppleant,"",uppdrag,NU,SUBSTITUTE,100,2002-10-08,2007-10-03,2002,2007,2,1051,f,3,750,2002,2014,6,DESCENDING,ENTRY_LEVEL,,2007-10-01 00:00:00+02,1
0980725315516,Lars,Leijonborg,FP,Utbildningsminister,"",Departement,U,MINISTER,850,2007-01-01,2007-09-10,2007,2007,1,252,f,15,900,1979,2009,1,LATERAL,TOP_LEADERSHIP,0.00,2007-09-01 00:00:00+02,1
0874331493311,Helena,Frisk,S,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,2006-10-11,2007-08-28,2006,2007,1,321,f,10,400,1994,2007,2,LATERAL,ENTRY_LEVEL,,2007-08-01 00:00:00+02,1
0273732267214,Jan,Andersson,C,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2007-02-13,2007-07-15,2007,2007,1,152,f,7,400,2002,2010,1,PEAK_ROLE,MID_LEVEL,300.00,2007-07-01 00:00:00+02,1
0784309503313,Ewa,Björling,M,Deputerad,"",uppdrag,UFöU,OTHER,50,2004-02-05,2007-06-01,2004,2007,5,159,f,7,900,2002,2014,4,LATERAL,ENTRY_LEVEL,0.00,2007-06-01 00:00:00+02,1
0906365922712,Anne-Marie,Pålsson,M,Ledamot,"",uppdrag,NU,OTHER,350,2003-11-24,2007-05-21,2003,2007,2,1266,f,7,400,2002,2010,5,LATERAL,JUNIOR,,2007-05-01 00:00:00+02,1
0319703582208,Björn,Hamilton,M,Ordförande,"",uppdrag,EUN,COMMITTEE_CHAIR,600,2006-11-17,2007-04-12,2006,2007,1,146,f,18,600,2002,2010,2,PEAK_ROLE,SENIOR_LEADERSHIP,,2007-04-01 00:00:00+02,1
082139988919,Kerstin,Hermansson,C,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2007-01-01,2007-03-31,2007,2007,1,89,f,1,100,2007,2007,1,PEAK_ROLE,ENTRY_LEVEL,,2007-03-01 00:00:00+01,1
0251564185908,Kerstin,Engle,S,Ledamot,"",uppdrag,TU,OTHER,350,2002-10-08,2007-02-13,2002,2007,2,1581,f,3,550,2002,2014,6,CAREER_PEAK,JUNIOR,,2007-02-01 00:00:00+01,1
0388920259006,Inger,René,M,Ledamot,"",Riksdagsorgan,IPU,OTHER,350,2006-12-13,2007-01-30,2006,2007,1,48,f,21,600,1988,2010,2,DESCENDING,JUNIOR,,2007-01-01 00:00:00+01,1
0427127522211,Lena,Adelsohn Liljeroth,M,Statsråd,"",Departement,U t.o.m. 1 jan-07,MINISTER,900,2006-10-24,2006-12-31,2006,2006,1,68,f,8,900,2002,2014,1,PEAK_ROLE,TOP_LEADERSHIP,,2006-12-01 00:00:00+01,1
0797642182211,Mats G,Nilsson,M,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,2006-10-10,2006-11-30,2006,2006,1,51,f,2,400,2006,2010,1,DESCENDING,ENTRY_LEVEL,,2006-11-01 00:00:00+01,1
0449003924218,Kalle,Larsson,V,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,1998-10-13,2006-10-02,1998,2006,3,2527,f,3,400,1998,2010,9,LATERAL,ENTRY_LEVEL,,2006-10-01 00:00:00+02,1
0992604658114,Cecilia,Wigström,FP,Ledamot,"",uppdrag,UU,OTHER,350,2002-10-08,2006-09-25,2002,2006,2,2896,f,2,400,2002,2010,5,DESCENDING,JUNIOR,,2006-09-01 00:00:00+02,1
0924947945722,Maryam,Yazdanfar,S,Statsrådsersättare,Ersättare,kammaruppdrag,kam,OTHER,50,2006-05-31,2006-08-31,2006,2006,1,92,f,4,600,2004,2013,1,DESCENDING,ENTRY_LEVEL,,2006-08-01 00:00:00+02,1
0271495844814,Sonja,Fransson,S,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,1994-10-11,2006-07-31,1994,2006,3,4139,f,4,400,1994,2006,13,DESCENDING,ENTRY_LEVEL,,2006-07-01 00:00:00+02,1
0599736947819,Ola,Sundell,M,Deputerad,"",uppdrag,UFöU,OTHER,50,2003-06-11,2006-06-14,2003,2006,4,56,f,10,400,1994,2015,4,DESCENDING,ENTRY_LEVEL,,2006-06-01 00:00:00+02,1
0575745085214,Paavo,Vallius,S,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,2002-10-15,2006-05-18,2002,2006,1,1311,f,8,400,1994,2006,5,LATERAL,ENTRY_LEVEL,,2006-05-01 00:00:00+02,1
0213183979300,Margareta,Persson,S,Suppleant,"",uppdrag,JuSoU,SUBSTITUTE,100,2006-02-09,2006-04-26,2006,2006,1,76,f,6,400,1994,2010,1,LATERAL,ENTRY_LEVEL,0.00,2006-04-01 00:00:00+02,1
0227924728814,Anna,Grönlund Krantz,FP,Suppleant,"",uppdrag,TU,SUBSTITUTE,100,2002-10-08,2006-03-09,2002,2006,1,1248,f,3,550,2002,2006,5,DESCENDING,ENTRY_LEVEL,,2006-03-01 00:00:00+01,1
0577400273410,Ameer,Sachet,S,Suppleant,"",uppdrag,JuU,SUBSTITUTE,100,2005-07-18,2006-02-20,2005,2006,1,217,f,5,400,2002,2010,2,LATERAL,ENTRY_LEVEL,0.00,2006-02-01 00:00:00+01,1
0591055036519,Mauricio,Rojas,L,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2002-10-15,2006-01-17,2002,2006,1,1190,f,3,400,2002,2026,5,LATERAL,ENTRY_LEVEL,,2006-01-01 00:00:00+01,1
0837501934208,Ola,Rask,S,Suppleant,"",uppdrag,UFöU,SUBSTITUTE,100,1995-10-26,2005-12-07,1995,2005,7,1775,f,6,400,1994,2006,11,LATERAL,ENTRY_LEVEL,,2005-12-01 00:00:00+01,1
0185680273604,Åke,Bergbäck,FP,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2005-07-13,2005-11-30,2005,2005,2,109,f,1,100,2005,2005,1,PEAK_ROLE,ENTRY_LEVEL,,2005-11-01 00:00:00+01,1
0634917636517,Margareta,Israelsson,S,Ledamot,"",Riksdagsorgan,NR,OTHER,350,1995-11-08,2005-10-20,1995,2005,3,3604,f,11,400,1982,2010,11,ASCENDING,JUNIOR,250.00,2005-10-01 00:00:00+02,1
042839539117,Alice,Åström,V,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,2002-02-01,2005-09-13,2002,2005,2,758,f,6,650,1994,2010,4,LATERAL,ENTRY_LEVEL,0.00,2005-09-01 00:00:00+02,1
0488772415405,Ingrid,Hammarberg,FP,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2005-07-04,2005-08-17,2005,2005,1,44,f,1,100,2005,2005,1,PEAK_ROLE,ENTRY_LEVEL,,2005-08-01 00:00:00+02,1
0442872782509,Harald,Nordlund,FP,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2005-01-15,2005-07-15,2005,2005,1,181,f,5,400,1998,2005,1,LATERAL,ENTRY_LEVEL,0.00,2005-07-01 00:00:00+02,1
0517869568019,Mikael,Johansson,MP,Ledamot,"",uppdrag,TU,OTHER,350,1998-10-13,2005-06-15,1998,2005,2,2429,f,3,400,1998,2010,8,CAREER_PEAK,JUNIOR,,2005-06-01 00:00:00+02,1
0427321850912,Lars Mejern,Larsson,S,Riksdagsledamot,Ersättare,kammaruppdrag,kam,MP,400,2005-03-01,2005-05-26,2005,2005,1,86,f,2,400,2005,2026,1,PEAK_ROLE,MID_LEVEL,,2005-05-01 00:00:00+02,1
0393171737407,Anita,Sidén,M,Ledamot,"",uppdrag,SfU,OTHER,350,2002-10-08,2005-04-05,2002,2005,1,910,f,7,400,1992,2006,4,LATERAL,JUNIOR,,2005-04-01 00:00:00+02,1
0541785328823,Jonas,Wikström,V,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2005-02-02,2005-03-06,2005,2005,1,32,f,1,100,2005,2005,1,PEAK_ROLE,ENTRY_LEVEL,,2005-03-01 00:00:00+01,1
087735695612,Anders,Karlsson,S,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,2002-10-08,2005-02-28,2002,2005,1,874,f,5,600,1998,2018,4,DESCENDING,ENTRY_LEVEL,,2005-02-01 00:00:00+01,1
0928223863802,Berit,Jóhannesson,V,Ledamot,"",Riksdagsorgan,VB,OTHER,350,2003-02-20,2005-01-27,2003,2005,1,707,f,8,400,1998,2006,3,CAREER_PEAK,JUNIOR,250.00,2005-01-01 00:00:00+01,1
0149554070404,Birgitta,Gidblom,S,Suppleant,"",uppdrag,SoU,SUBSTITUTE,100,2004-09-23,2004-12-31,2004,2004,1,99,f,7,400,1994,2004,1,LATERAL,ENTRY_LEVEL,,2004-12-01 00:00:00+01,1
0235974887200,Susanne,Eberstein,S,Ledamot,"",uppdrag,SkU,OTHER,350,2004-11-18,2004-11-22,2004,2004,1,4,f,15,750,1994,2026,1,DESCENDING,JUNIOR,-100.00,2004-11-01 00:00:00+01,1
0138450838510,Pär,Nuder,S,Statsråd,"",Departement,SB,MINISTER,900,2002-10-21,2004-10-31,2002,2004,1,741,f,8,900,1994,2010,3,PEAK_ROLE,TOP_LEADERSHIP,,2004-10-01 00:00:00+02,1
0739152363302,Göran,Lennmarker,M,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,1994-10-18,2004-09-23,1994,2004,3,3598,f,10,600,1991,2012,11,DESCENDING,ENTRY_LEVEL,,2004-09-01 00:00:00+02,1
0905755961314,Lars,Elinderson,M,Suppleant,"",uppdrag,MJU,SUBSTITUTE,100,2004-04-13,2004-08-06,2004,2004,1,115,f,6,400,1998,2014,1,LATERAL,ENTRY_LEVEL,,2004-08-01 00:00:00+02,1
0438928446810,Lena,Ek,C,Ledamot,"",uppdrag,FiU,OTHER,350,1998-10-13,2004-07-19,1998,2004,2,2098,f,2,850,1998,2015,7,DESCENDING,JUNIOR,,2004-07-01 00:00:00+02,1
0181942435301,Ingela,Thalén,S,Ledamot,"",Riksdagsorgan,KD,COMMITTEE_MEMBER,350,1990-05-31,2004-06-14,1990,2004,4,3998,f,4,900,1987,2004,15,DESCENDING,JUNIOR,,2004-06-01 00:00:00+02,1
0959236354417,Anders,Sundström,S,Suppleant,"",uppdrag,UFöU,SUBSTITUTE,100,2002-12-03,2004-05-26,2002,2004,4,44,f,5,850,1994,2004,3,DESCENDING,ENTRY_LEVEL,,2004-05-01 00:00:00+02,1
0584183916016,Ulf,Holm,MP,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2003-10-03,2004-04-13,2003,2004,1,193,f,6,750,2002,2026,2,LATERAL,ENTRY_LEVEL,0.00,2004-04-01 00:00:00+02,1
0114065053815,Rolf,Olsson,V,Ledamot,"",uppdrag,JuU,OTHER,350,2004-03-17,2004-03-23,2004,2004,1,6,f,8,400,1998,2006,1,CAREER_PEAK,JUNIOR,250.00,2004-03-01 00:00:00+01,1
0739152363302,Göran,Lennmarker,M,Suppleant,"",uppdrag,UFöU,SUBSTITUTE,100,2004-02-05,2004-02-18,2004,2004,1,13,f,25,600,1991,2012,1,LATERAL,ENTRY_LEVEL,0.00,2004-02-01 00:00:00+01,1
0267143098400,Claes,Roxbergh,MP,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,1988-11-11,2004-01-30,1988,2004,2,1531,f,5,600,1988,2006,17,DESCENDING,ENTRY_LEVEL,,2004-01-01 00:00:00+01,1
0910241260018,Kent,Härstedt,S,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2003-10-28,2003-12-18,2003,2003,1,51,f,7,600,1998,2018,1,CAREER_PEAK,MID_LEVEL,,2003-12-01 00:00:00+01,1
0739152363302,Göran,Lennmarker,M,Tredje vice ordförande,"",uppdrag,KUU,OTHER,50,2003-02-18,2003-11-20,2003,2003,1,275,f,23,600,1991,2012,1,DESCENDING,ENTRY_LEVEL,-500.00,2003-11-01 00:00:00+01,1
0537484650407,Bo,Lundgren,M,Ledamot,"",Riksdagsorgan,KD,COMMITTEE_MEMBER,350,1997-09-23,2003-10-26,1997,2003,3,2208,f,10,900,1976,2004,7,DESCENDING,JUNIOR,-91.67,2003-10-01 00:00:00+02,1
0395613047500,Linnéa,Darell,FP,Suppleant,"",Riksdagsorgan,RS,SUBSTITUTE,100,2002-10-08,2003-09-22,2002,2003,1,349,f,3,400,2002,2006,2,DESCENDING,ENTRY_LEVEL,,2003-09-01 00:00:00+02,1
0976656359110,Kaj,Nordquist,S,Suppleant,"",uppdrag,KUU,SUBSTITUTE,100,2003-02-20,2003-08-01,2003,2003,1,162,f,1,350,2003,2006,1,ASCENDING,ENTRY_LEVEL,,2003-08-01 00:00:00+02,1
0388920259006,Inger,René,M,Suppleant,"",Riksdagsorgan,BN,SUBSTITUTE,100,2002-10-15,2003-07-01,2002,2003,1,259,f,18,600,1988,2010,2,DESCENDING,ENTRY_LEVEL,,2003-07-01 00:00:00+02,1
07776758016,Ewa,Larsson,MP,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2003-01-23,2003-06-30,2003,2003,1,158,f,10,400,1994,2003,1,DESCENDING,ENTRY_LEVEL,-83.33,2003-06-01 00:00:00+02,1
0667054859301,Alf,Eriksson,S,Deputerad,"",uppdrag,UMJU,OTHER,50,2003-02-18,2003-05-21,2003,2003,1,92,f,12,400,1989,2010,1,DESCENDING,ENTRY_LEVEL,-50.00,2003-05-01 00:00:00+02,1
0456373360003,Louise,Edlind-Friberg,FP,Suppleant,"",uppdrag,UU,SUBSTITUTE,100,2003-03-03,2003-04-06,2003,2003,1,34,f,2,400,2003,2006,1,LATERAL,ENTRY_LEVEL,,2003-04-01 00:00:00+02,1
0515990253512,Yilmaz,Kerimo,S,Suppleant,"",Riksdagsorgan,ER,SUBSTITUTE,100,2003-01-01,2003-03-12,2003,2003,1,70,f,7,400,1998,2018,1,DESCENDING,ENTRY_LEVEL,-250.00,2003-03-01 00:00:00+01,1
0236004923301,Gudrun,Schyman,-,Ledamot,"",Riksdagsorgan,UN,OTHER,350,1994-10-18,2003-02-19,1994,2003,2,3035,f,12,400,1988,2006,10,ASCENDING,JUNIOR,,2003-02-01 00:00:00+01,1
0279360042003,Gabriel,Romanus,FP,Ledamot,"",Riksdagsorgan,NR,OTHER,350,2002-10-15,2003-01-28,2002,2003,1,105,f,4,600,1976,2006,2,ASCENDING,JUNIOR,,2003-01-01 00:00:00+01,1
0544137999406,Björn,von der Esch,KD,Suppleant,"",Riksdagsorgan,ER,SUBSTITUTE,100,1998-12-02,2002-12-31,1998,2002,1,1490,f,6,400,1991,2006,5,DESCENDING,ENTRY_LEVEL,,2002-12-01 00:00:00+01,1
031005479013,Per,Westerberg,M,Suppleant,"",Riksdagsorgan,VB,SUBSTITUTE,100,1998-10-05,2002-11-13,1998,2002,1,1500,f,13,850,1977,2014,5,DESCENDING,ENTRY_LEVEL,-83.33,2002-11-01 00:00:00+01,1
0442872782509,Harald,Nordlund,FP,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,1998-10-20,2002-10-08,1998,2002,2,673,f,4,400,1998,2005,5,DESCENDING,ENTRY_LEVEL,,2002-10-01 00:00:00+02,1
0113077554312,Raimo,Pärssinen,S,Suppleant,"",uppdrag,LU,SUBSTITUTE,100,1998-10-13,2002-09-30,1998,2002,1,1448,f,6,600,1992,2018,5,LATERAL,ENTRY_LEVEL,,2002-09-01 00:00:00+02,1
0838210948212,Henrik,Landerholm,M,Ordförande,"",uppdrag,UFöU,COMMITTEE_CHAIR,600,2002-05-31,2002-06-12,2002,2002,1,12,f,14,600,1991,2002,1,PEAK_ROLE,SENIOR_LEADERSHIP,166.67,2002-06-01 00:00:00+02,1
0817472556307,Thomas,Julin,MP,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,1995-10-10,2002-05-21,1995,2002,4,340,f,5,400,1994,2002,8,PEAK_ROLE,MID_LEVEL,50.00,2002-05-01 00:00:00+02,1
0903751303011,Catherine,Persson,S,Suppleant,"",uppdrag,SoU,SUBSTITUTE,100,1996-09-26,2002-04-24,1996,2002,2,2027,f,4,400,1996,2007,7,LATERAL,ENTRY_LEVEL,,2002-04-01 00:00:00+02,1
0440497495914,Tomas,Högström,M,Suppleant,"",uppdrag,LU,SUBSTITUTE,100,1998-10-13,2002-03-21,1998,2002,1,1255,f,8,400,1993,2006,5,DESCENDING,ENTRY_LEVEL,,2002-03-01 00:00:00+01,1
0610573125306,Berndt,Ekholm,S,Ledamot,"",Riksdagsorgan,IPU,OTHER,350,1995-11-22,2002-02-21,1995,2002,2,2267,f,10,600,1985,2006,8,CAREER_PEAK,JUNIOR,,2002-02-01 00:00:00+01,1
0988598877109,Per-Richard,Molén,M,Ledamot,"",uppdrag,TU,OTHER,350,1998-10-13,2002-01-14,1998,2002,2,2378,f,3,400,1982,2002,5,LATERAL,JUNIOR,0.00,2002-01-01 00:00:00+01,1
0754692641206,Marianne,Andersson,C,Suppleant,"",uppdrag,KUU,SUBSTITUTE,100,2001-10-16,2001-12-06,2001,2001,1,51,f,19,400,1985,2006,1,LATERAL,ENTRY_LEVEL,,2001-12-01 00:00:00+01,1
0107123682905,Berndt,Sköldestig,S,Suppleant,"",uppdrag,FöU,SUBSTITUTE,100,1998-10-13,2001-11-22,1998,2001,1,1136,f,5,400,1996,2006,4,DESCENDING,ENTRY_LEVEL,,2001-11-01 00:00:00+01,1
0914133868703,Barbro,Hietala Nordlund,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1998-10-05,2001-10-25,1998,2001,1,1116,f,5,400,1994,2007,4,LATERAL,ENTRY_LEVEL,0.00,2001-10-01 00:00:00+02,1
0408672730600,Christel,Anderberg,M,Ledamot,"",uppdrag,AU,OTHER,350,1994-10-11,2001-09-18,1994,2001,3,3596,f,4,400,1991,2002,8,CAREER_PEAK,JUNIOR,83.33,2001-09-01 00:00:00+02,1
013322783509,Dag,Ericson,S,Suppleant,"",uppdrag,BoU,SUBSTITUTE,100,2000-10-13,2001-05-31,2000,2001,1,230,f,8,400,1990,2001,2,DESCENDING,ENTRY_LEVEL,-75.00,2001-05-01 00:00:00+02,1
0806172169007,Siw,Persson,-,Suppleant,"",Riksdagsorgan,IPU,SUBSTITUTE,100,1991-11-19,2001-04-05,1991,2001,2,3424,f,5,400,1985,2002,11,DESCENDING,ENTRY_LEVEL,-125.00,2001-04-01 00:00:00+02,1
0502770250503,Göran,Magnusson,S,Suppleant,"",Riksdagsorgan,RS,SUBSTITUTE,100,2000-07-01,2001-03-21,2000,2001,1,263,f,12,600,1982,2006,2,LATERAL,ENTRY_LEVEL,0.00,2001-03-01 00:00:00+01,1
0937372967816,Hanna,Broberg,M,Suppleant,"",uppdrag,UbU,SUBSTITUTE,100,2001-01-16,2001-02-16,2001,2001,1,31,f,2,100,2001,2001,1,PEAK_ROLE,ENTRY_LEVEL,,2001-02-01 00:00:00+01,1
0664794700308,Jerry,Martinger,M,Ledamot,"",uppdrag,KU,COMMITTEE_MEMBER,350,1994-10-11,2001-01-31,1994,2001,3,3136,f,7,400,1986,2001,8,ASCENDING,JUNIOR,,2001-01-01 00:00:00+01,1
0425392189902,Lennart,Degerliden,FP,Suppleant,"",uppdrag,UbU,SUBSTITUTE,100,2000-11-21,2000-12-18,2000,2000,1,27,f,4,100,2000,2000,1,PEAK_ROLE,ENTRY_LEVEL,,2000-12-01 00:00:00+01,1
0520793981601,Sonia,Karlsson,S,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,1998-10-13,2000-11-27,1998,2000,1,776,f,5,400,1988,2014,3,DESCENDING,ENTRY_LEVEL,-35.71,2000-11-01 00:00:00+01,1
07776758016,Ewa,Larsson,MP,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,1998-10-20,2000-10-18,1998,2000,1,729,f,7,400,1994,2003,3,LATERAL,ENTRY_LEVEL,,2000-10-01 00:00:00+02,1
0654974921901,Hans,Karlsson,S,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,1991-09-30,2000-09-19,1991,2000,3,3277,f,2,400,1991,2000,10,PEAK_ROLE,MID_LEVEL,,2000-09-01 00:00:00+02,1
0594584559201,Johnny,Ahlqvist,S,Ledamot,"",Riksdagsorgan,VB,OTHER,350,1998-10-05,2000-07-31,1998,2000,1,665,f,10,600,1985,2000,3,LATERAL,JUNIOR,0.00,2000-07-01 00:00:00+02,1
0277100069203,Knut,Billing,M,Ledamot,"",Riksdagsorgan,RFK,OTHER,350,1998-10-13,2000-06-30,1998,2000,1,626,f,12,600,1979,2002,3,CAREER_PEAK,JUNIOR,83.33,2000-06-01 00:00:00+02,1
0860429409414,Désirée,Pethrus,KD,Ledamot,"",uppdrag,SkU,OTHER,350,2000-02-01,2000-05-31,2000,2000,1,120,f,4,400,1999,2021,1,CAREER_PEAK,JUNIOR,250.00,2000-05-01 00:00:00+02,1
0464765884818,Bengt-Göran,Hansson,S,Suppleant,"",uppdrag,JuU,SUBSTITUTE,100,2000-01-26,2000-04-20,2000,2000,1,85,f,1,100,2000,2000,1,PEAK_ROLE,ENTRY_LEVEL,,2000-04-01 00:00:00+02,1
078822921217,Nalin,Pekgul,S,Suppleant,"",uppdrag,UbU,SUBSTITUTE,100,1994-10-11,2000-03-10,1994,2000,2,1968,f,3,400,1994,2002,7,LATERAL,ENTRY_LEVEL,,2000-03-01 00:00:00+01,1
0133282248705,Helena,Bargholtz,FP,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,1999-10-01,2000-02-15,1999,2000,1,137,f,5,400,1998,2010,2,LATERAL,ENTRY_LEVEL,0.00,2000-02-01 00:00:00+01,1
0841779272604,Ingrid,Näslund,KD,Ledamot,"",uppdrag,UU,OTHER,350,1994-10-11,2000-01-31,1994,2000,2,1929,f,4,400,1991,2000,7,LATERAL,JUNIOR,0.00,2000-01-01 00:00:00+01,1
02010491012,Bijan,Fahimi,FP,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1999-11-22,1999-12-28,1999,1999,1,36,f,1,100,1999,1999,1,PEAK_ROLE,ENTRY_LEVEL,,1999-12-01 00:00:00+01,1
0666473608905,Kjell,Dahlström,MP,Suppleant,"",Riksdagsorgan,VPN,SUBSTITUTE,100,1998-12-02,1999-11-16,1998,1999,1,349,f,6,400,1988,1999,2,LATERAL,ENTRY_LEVEL,0.00,1999-11-01 00:00:00+01,1
0805783144803,Jörgen,Andersson,S,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,1998-10-07,1999-10-15,1998,1999,1,373,f,4,900,1994,2002,2,LATERAL,MID_LEVEL,,1999-10-01 00:00:00+02,1
0584386800218,Gunnar,Hökmark,M,Ledamot,"",uppdrag,KrU,COMMITTEE_MEMBER,350,1996-10-24,1999-09-23,1996,1999,2,1055,f,14,600,1982,2019,4,ASCENDING,JUNIOR,125.00,1999-09-01 00:00:00+02,1
0115057914316,Lars,Lilja,S,Suppleant,"",uppdrag,SkU,SUBSTITUTE,100,1999-03-10,1999-06-14,1999,1999,1,96,f,5,400,1995,2011,1,LATERAL,ENTRY_LEVEL,,1999-06-01 00:00:00+02,1
0479155832315,Kenneth,Lantz,KD,Suppleant,"",uppdrag,SkU,SUBSTITUTE,100,1998-10-13,1999-05-04,1998,1999,1,203,f,4,400,1991,2006,2,LATERAL,ENTRY_LEVEL,0.00,1999-05-01 00:00:00+02,1
0997123540801,Agneta,Brendt,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1995-01-10,1999-04-12,1995,1999,4,1406,f,1,400,1995,2002,5,ASCENDING,ENTRY_LEVEL,,1999-04-01 00:00:00+02,1
0476457225115,Pär Axel,Sahlberg,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1998-10-05,1999-03-31,1998,1999,2,163,f,5,400,1994,2010,2,LATERAL,ENTRY_LEVEL,0.00,1999-03-01 00:00:00+01,1
0937572393290,Tullia,von Sydow,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1998-10-05,1999-02-02,1998,1999,1,120,f,1,400,1998,2002,2,ASCENDING,ENTRY_LEVEL,,1999-02-01 00:00:00+01,1
0476457225115,Pär Axel,Sahlberg,S,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,1998-10-27,1999-01-22,1998,1999,1,87,f,6,400,1994,2010,2,LATERAL,ENTRY_LEVEL,,1999-01-01 00:00:00+01,1
0213468747208,Birger,Hagård,M,Ledamot,"",Riksdagsorgan,VPN,OTHER,350,1991-12-18,1998-12-01,1991,1998,1,2540,f,8,600,1982,1998,8,LATERAL,JUNIOR,,1998-12-01 00:00:00+01,1
0815435847817,Lars-Erik,Lövdén,S,Vice ordförande,"",uppdrag,JuU,COMMITTEE_VICE_CHAIR,550,1986-10-07,1998-11-19,1986,1998,5,4405,f,7,550,1979,2004,13,PEAK_ROLE,MID_LEVEL,,1998-11-01 00:00:00+01,1
0405574090504,Per-Ola,Eriksson,C,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,1995-01-19,1998-10-05,1995,1998,1,1355,f,16,600,1982,1998,4,LATERAL,ENTRY_LEVEL,0.00,1998-10-01 00:00:00+02,1
0370034713503,Helena,Nilsson,C,Ledamot,"",Riksdagsorgan,IPU,OTHER,350,1994-12-08,1998-08-31,1994,1998,1,1362,f,6,550,1994,1998,5,DESCENDING,JUNIOR,,1998-08-01 00:00:00+02,1
0824721092613,Carina,Moberg,S,Suppleant,"",uppdrag,BoU,SUBSTITUTE,100,1994-10-11,1998-06-03,1994,1998,2,1065,f,3,650,1994,2012,5,LATERAL,ENTRY_LEVEL,,1998-06-01 00:00:00+02,1
0157844699102,Mona,Nyberg,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,1998-01-20,1998-05-31,1998,1998,1,131,f,2,100,1998,1998,1,PEAK_ROLE,ENTRY_LEVEL,,1998-05-01 00:00:00+02,1
0747552775209,Birgitta,Johansson,S,Ledamot,"",Riksdagsorgan,RB,OTHER,350,1989-01-11,1998-04-15,1989,1998,2,3366,f,8,600,1976,1998,10,ASCENDING,JUNIOR,83.33,1998-04-01 00:00:00+02,1
0161018662505,Ragnhild,Pohanka,MP,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,1998-01-23,1998-02-22,1998,1998,1,30,f,8,400,1988,1998,1,PEAK_ROLE,MID_LEVEL,75.00,1998-02-01 00:00:00+01,1
0466882162014,Jörgen,Persson,S,Riksdagsledamot,Ersättare,kammaruppdrag,kam,MP,400,1994-10-08,1998-01-19,1994,1998,1,1199,f,1,400,1994,1998,5,PEAK_ROLE,MID_LEVEL,,1998-01-01 00:00:00+01,1
0626451252310,Mikael,Janson,FP,Suppleant,"",uppdrag,NU,SUBSTITUTE,100,1997-10-22,1997-12-19,1997,1997,1,58,f,2,100,1997,2002,1,PEAK_ROLE,ENTRY_LEVEL,,1997-12-01 00:00:00+01,1
0303930476905,Isa,Halvarsson,FP,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,1995-01-01,1997-11-30,1995,1997,1,1064,f,11,400,1988,1998,3,DESCENDING,ENTRY_LEVEL,-250.00,1997-11-01 00:00:00+01,1
