election_cycle_id,cycle_year,calendar_year,semester,party,total_proposals,approved_proposals,rejected_proposals,avg_approval_rate,decision_effectiveness,temporal_approval_rate,temporal_decision_count,ministry_impact_score,ministries_with_decisions,rank_by_success_rate,rank_by_proposals,percent_rank_success,ntile_effectiveness,prev_semester_success,prev_semester_proposals,max_cycle_proposals,change_success_pct,change_proposals_pct,decision_trend,legislative_momentum
2014-2018,3,2016,autumn,SD,53206,814,52392,15.38,LOWLY_EFFECTIVE,,,100.00,10,39,10,0.5507246376811594,3,0.00,3362,155397,,1482.57,improving,22.92
1998-2002,3,2000,autumn,S,27568,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,9,0.02631578947368421,1,,,174979,,,baseline,6.30
2010-2014,2,2011,autumn,KD,19992,224,19768,5.17,LOWLY_EFFECTIVE,,,100.00,12,19,24,0.3103448275862069,2,0.00,73,237250,,27286.30,stable,6.47
1998-2002,3,2000,autumn,v,336,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,33,0.02631578947368421,4,,,174979,,,baseline,0.08
2014-2018,4,2017,autumn,L,41154,1444,39710,29.54,LOWLY_EFFECTIVE,,,97.37,10,32,13,0.4492753623188406,2,5.26,2812,155397,461.60,1363.51,improving,28.32
2014-2018,4,2017,spring,SD,4598,228,4370,6.45,LOWLY_EFFECTIVE,,,97.37,10,48,42,0.6811594202898551,3,12.07,43092,155397,-46.56,-89.33,stable,5.05
2022-2026,1,2022,autumn,V,3241856,99072,3142784,10.34,LOWLY_EFFECTIVE,41.53,3570161,88.01,11,33,12,0.47761194029850745,2,,,10435584,,,baseline,18.63
2010-2014,4,2013,spring,KD,372,0,372,0.00,LOWLY_EFFECTIVE,,,98.39,14,44,49,0.7413793103448276,4,1.32,12276,237250,-100.00,-96.97,stable,0.06
2018-2022,3,2020,autumn,-,578,68,510,15.38,LOWLY_EFFECTIVE,,,94.12,11,52,68,0.7285714285714285,3,0.00,512,13470240,,12.89,improving,9.23
2022-2026,3,2024,autumn,-,102176,0,102176,0.00,LOWLY_EFFECTIVE,38.68,1788416,100.00,10,43,56,0.6268656716417911,4,0.00,82400,10435584,,24.00,stable,0.39
2002-2006,3,2004,autumn,M,159788,2580,157208,12.62,LOWLY_EFFECTIVE,,,98.84,12,13,7,0.21052631578947367,1,2.86,20935,224374,341.26,663.26,stable,36.06
2018-2022,4,2021,spring,S,710752,693728,17024,93.75,HIGHLY_EFFECTIVE,44.76,5645888,94.74,11,6,13,0.07142857142857142,1,50.77,6805344,13470240,84.66,-89.56,improving,58.36
2006-2010,4,2009,autumn,KD,43360,400,42960,3.70,LOWLY_EFFECTIVE,,,99.38,13,10,17,0.1875,1,2.63,28125,362560,40.68,54.17,stable,7.00
2018-2022,3,2020,spring,MP,680,680,0,100.00,HIGHLY_EFFECTIVE,,,94.12,11,1,67,0,1,28.57,8874,13470240,250.02,-92.34,improving,60.00
2010-2014,1,2010,autumn,S,237250,8395,228855,21.74,LOWLY_EFFECTIVE,,,98.63,14,2,1,0.017241379310344827,1,,,237250,,,baseline,53.04
2018-2022,4,2021,spring,-,4256,0,4256,0.00,LOWLY_EFFECTIVE,44.76,176434,94.74,11,67,55,0.9428571428571428,4,14.29,85120,13470240,-100.00,-95.00,declining,0.01
2014-2018,1,2014,spring,C,255,0,255,0.00,LOWLY_EFFECTIVE,,,96.08,19,61,68,0.8695652173913043,4,32.83,32487,155397,-100.00,-99.22,declining,0.07
2006-2010,3,2008,spring,MP,14775,0,14775,0.00,LOWLY_EFFECTIVE,,,98.67,13,28,40,0.5625,4,4.23,67575,362560,-100.00,-78.14,stable,1.63
2002-2006,1,2002,spring,M,22722,0,3150,0.00,LOWLY_EFFECTIVE,,,41.27,16,40,35,0.6842105263157895,4,12.28,70098,224374,-100.00,-67.59,declining,4.05
2022-2026,2,2023,autumn,C,2580768,9888,2570880,3.57,LOWLY_EFFECTIVE,40.89,2670080,96.88,10,41,15,0.5970149253731343,3,32.14,880640,10435584,-88.89,193.06,declining,12.03
2022-2026,1,2022,autumn,S,10435584,401792,10033792,41.38,LOWLY_EFFECTIVE,41.53,3570161,88.01,11,16,1,0.22388059701492538,1,,,10435584,,,baseline,64.83
2002-2006,2,2003,autumn,M,159422,1264,158158,10.00,LOWLY_EFFECTIVE,,,100.00,13,21,8,0.3508771929824561,2,0.00,22722,224374,,601.62,stable,34.42
2022-2026,2,2023,spring,M,319712,319712,0,100.00,HIGHLY_EFFECTIVE,40.89,2574720,96.88,10,1,47,0,1,54.17,3190528,10435584,84.60,-89.98,improving,61.23
1998-2002,4,2001,spring,V,2891,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,20,0.02631578947368421,2,0.00,86975,174979,,-96.68,stable,0.66
2014-2018,2,2015,spring,C,1476,205,1271,41.67,LOWLY_EFFECTIVE,,,100.00,10,16,59,0.21739130434782608,1,34.88,27880,155397,19.47,-94.71,stable,25.38
2018-2022,1,2018,spring,C,3060,612,2448,41.94,LOWLY_EFFECTIVE,,,91.18,10,16,59,0.21428571428571427,1,21.74,19720,13470240,92.92,-84.48,improving,25.17
2014-2018,4,2017,autumn,KD,19988,1026,18962,32.80,LOWLY_EFFECTIVE,,,97.37,10,27,28,0.37681159420289856,2,5.56,1480,155397,489.93,1250.54,improving,24.83
2002-2006,1,2002,autumn,MP,28728,546,25494,13.04,LOWLY_EFFECTIVE,,,41.27,16,12,29,0.19298245614035087,1,,,224374,,,baseline,12.95
2018-2022,4,2021,autumn,L,4298560,421344,3877216,34.40,LOWLY_EFFECTIVE,44.76,8468832,94.74,11,19,5,0.2571428571428571,2,50.00,2482,13470240,-31.20,173089.36,declining,33.40
2014-2018,2,2015,spring,V,3649,287,3362,7.69,LOWLY_EFFECTIVE,,,100.00,10,47,47,0.6666666666666666,3,5.41,20008,155397,42.14,-81.76,stable,5.55
2010-2014,2,2011,autumn,L,20328,112,20216,3.28,LOWLY_EFFECTIVE,,,100.00,12,31,23,0.5172413793103449,3,6.06,27594,237250,-45.87,-26.33,stable,5.40
2002-2006,1,2002,autumn,V,61824,1302,59430,12.00,LOWLY_EFFECTIVE,,,41.27,16,16,22,0.2631578947368421,2,,,224374,,,baseline,18.22
1998-2002,3,2000,autumn,L,5872,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,16,0.02631578947368421,2,,,174979,,,baseline,1.34
2018-2022,3,2020,spring,M,7480,1292,6188,32.14,LOWLY_EFFECTIVE,,,94.12,11,24,43,0.32857142857142857,2,38.60,92480,13470240,-16.74,-91.91,stable,19.31
2002-2006,3,2004,autumn,L,134590,4128,130462,15.46,LOWLY_EFFECTIVE,,,98.84,12,6,11,0.08771929824561403,1,0.00,20540,224374,,555.26,improving,33.27
2010-2014,2,2011,spring,MP,5488,56,5432,5.00,LOWLY_EFFECTIVE,,,100.00,12,20,44,0.3275862068965517,2,7.81,56112,237250,-35.98,-90.22,stable,3.93
1998-2002,4,2001,spring,S,1127,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,25,0.02631578947368421,3,0.00,117355,174979,,-99.04,stable,0.26
2022-2026,3,2024,autumn,S,7659904,26368,7633536,4.55,LOWLY_EFFECTIVE,38.68,4918144,100.00,10,39,2,0.5671641791044776,3,0.00,339488,10435584,,2156.31,stable,32.09
1998-2002,4,2001,spring,L,3038,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,19,0.02631578947368421,2,0.00,31703,174979,,-90.42,stable,0.69
2006-2010,1,2006,spring,-,126,0,126,0.00,LOWLY_EFFECTIVE,,,98.41,10,28,47,0.5625,4,,,362560,,,baseline,0.01
2006-2010,1,2006,autumn,C,21798,504,21294,4.08,LOWLY_EFFECTIVE,,,98.41,10,9,32,0.16666666666666666,1,,,362560,,,baseline,4.85
2018-2022,4,2021,spring,KD,906528,97888,808640,18.75,LOWLY_EFFECTIVE,44.76,5645888,94.74,11,43,12,0.6,3,25.83,2779168,13470240,-27.41,-67.38,stable,13.94
2022-2026,1,2022,autumn,M,4315136,220160,4094976,34.29,LOWLY_EFFECTIVE,41.53,4308815,88.01,11,19,8,0.26865671641791045,2,,,10435584,,,baseline,37.11
2018-2022,3,2020,spring,-,68,0,68,0.00,LOWLY_EFFECTIVE,,,94.12,11,67,71,0.9428571428571428,4,15.38,578,13470240,-100.00,-88.24,declining,0.00
2022-2026,4,2025,autumn,C,454656,0,454656,0.00,LOWLY_EFFECTIVE,39.15,306240,96.88,10,43,41,0.6268656716417911,4,0.00,243904,10435584,,86.41,stable,1.74
2014-2018,4,2017,spring,M,3040,646,2394,41.94,LOWLY_EFFECTIVE,,,97.37,10,15,50,0.2028985507246377,1,37.54,99180,155397,11.72,-96.93,stable,25.95
2022-2026,3,2024,autumn,SD,5135168,32960,5102208,6.06,LOWLY_EFFECTIVE,38.68,3688608,100.00,10,38,6,0.5522388059701493,3,0.00,92288,10435584,,5464.29,stable,23.32
2018-2022,3,2020,autumn,V,26962,918,26044,10.00,LOWLY_EFFECTIVE,,,94.12,11,61,31,0.8571428571428571,4,11.76,6496,13470240,-14.97,315.06,stable,6.08
2002-2006,2,2003,autumn,MP,47005,869,46136,10.64,LOWLY_EFFECTIVE,,,100.00,13,20,25,0.3333333333333333,2,0.00,4956,224374,,848.45,improving,14.76
2014-2018,4,2017,spring,L,3952,988,2964,42.86,LOWLY_EFFECTIVE,,,97.37,10,14,46,0.18840579710144928,1,29.54,41154,155397,45.09,-90.40,improving,26.73
2018-2022,2,2019,autumn,MP,6432,736,5696,28.57,LOWLY_EFFECTIVE,,,93.75,12,28,46,0.38571428571428573,2,100.00,1462,13470240,-71.43,339.95,declining,17.16
2010-2014,1,2010,spring,M,292,0,292,0.00,LOWLY_EFFECTIVE,,,98.63,14,44,51,0.7413793103448276,4,13.33,104463,237250,-100.00,-99.72,declining,0.05
2002-2006,4,2005,autumn,L,135590,2100,133490,8.33,LOWLY_EFFECTIVE,,,100.00,13,27,10,0.45614035087719296,2,0.00,22274,224374,,508.74,stable,29.17
2022-2026,2,2023,spring,V,517472,0,484512,0.00,LOWLY_EFFECTIVE,40.89,2002560,96.88,10,43,36,0.6268656716417911,3,0.00,2013856,10435584,,-74.30,stable,1.98
2010-2014,3,2012,autumn,MP,63492,924,62568,2.53,LOWLY_EFFECTIVE,,,96.97,14,37,7,0.6206896551724138,3,5.00,5488,237250,-49.40,1056.92,stable,12.22
2014-2018,4,2017,autumn,C,29792,1254,28538,29.90,LOWLY_EFFECTIVE,,,97.37,10,31,18,0.43478260869565216,2,5.56,1887,155397,437.77,1478.80,improving,25.61
2002-2006,1,2002,autumn,C,44940,462,42252,9.80,LOWLY_EFFECTIVE,,,41.27,16,23,26,0.38596491228070173,2,,,224374,,,baseline,13.89
2002-2006,3,2004,autumn,MP,54696,1806,52890,13.33,LOWLY_EFFECTIVE,,,98.84,12,11,24,0.17543859649122806,1,0.00,2923,224374,,1771.23,improving,17.75
2006-2010,2,2007,spring,M,132,0,132,0.00,LOWLY_EFFECTIVE,,,100.00,14,28,46,0.5625,4,1.72,83886,362560,-100.00,-99.84,stable,0.01
2010-2014,1,2010,spring,V,14016,219,13797,3.10,LOWLY_EFFECTIVE,,,98.63,14,33,30,0.5517241379310345,3,9.43,53144,237250,-67.13,-73.63,stable,4.22
2006-2010,2,2007,autumn,C,26268,0,26268,0.00,LOWLY_EFFECTIVE,,,100.00,14,28,28,0.5625,3,2.63,17262,362560,-100.00,52.17,stable,2.90
2018-2022,3,2020,spring,SD,5644,612,4692,17.24,LOWLY_EFFECTIVE,,,94.12,11,48,48,0.6714285714285714,3,21.17,61744,13470240,-18.56,-90.86,stable,10.36
1998-2002,4,2001,spring,C,2401,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,21,0.02631578947368421,2,0.00,49980,174979,,-95.20,stable,0.55
2002-2006,4,2005,spring,L,18270,70,18200,2.22,LOWLY_EFFECTIVE,,,100.00,13,38,40,0.6491228070175439,3,8.33,135590,224374,-73.35,-86.53,stable,4.59
2014-2018,4,2017,autumn,S,72124,4864,67260,51.99,MODERATELY_EFFECTIVE,,,97.37,10,10,7,0.13043478260869565,1,100.00,5624,155397,-48.01,1182.43,declining,49.76
2018-2022,1,2018,autumn,L,27030,1462,25568,26.67,LOWLY_EFFECTIVE,,,91.18,10,33,30,0.45714285714285713,2,,,13470240,,,baseline,16.08
2022-2026,2,2023,autumn,S,7201760,56032,7152320,14.29,LOWLY_EFFECTIVE,40.89,3337600,96.88,10,30,3,0.43283582089552236,2,89.21,1651200,10435584,-83.98,336.15,declining,36.18
2018-2022,3,2020,autumn,L,28050,884,27166,18.75,LOWLY_EFFECTIVE,,,94.12,11,43,28,0.6,3,60.00,736,13470240,-68.75,3711.14,declining,11.33
2022-2026,4,2025,autumn,S,525312,0,525312,0.00,LOWLY_EFFECTIVE,39.15,264480,96.88,10,43,34,0.6268656716417911,3,0.00,500992,10435584,,4.85,stable,2.01
2002-2006,2,2003,autumn,L,123793,2133,121660,12.41,LOWLY_EFFECTIVE,,,100.00,13,14,13,0.22807017543859648,1,0.00,5208,224374,,2276.98,improving,29.52
2006-2010,4,2009,spring,S,35600,0,35600,0.00,LOWLY_EFFECTIVE,,,99.38,13,28,22,0.5625,3,2.15,362560,362560,-100.00,-90.18,stable,3.93
2010-2014,3,2012,autumn,V,57222,1320,55902,3.53,LOWLY_EFFECTIVE,,,96.97,14,29,12,0.4827586206896552,2,5.00,6776,237250,-29.40,744.48,stable,11.77
2006-2010,1,2006,spring,MP,3969,63,3906,5.00,LOWLY_EFFECTIVE,,,98.41,10,5,43,0.08333333333333333,1,0.00,31374,362560,,-87.35,stable,3.44
2010-2014,4,2013,spring,V,11966,372,11594,3.70,LOWLY_EFFECTIVE,,,98.39,14,28,36,0.46551724137931033,2,4.55,45880,237250,-18.68,-73.92,stable,4.24
2018-2022,2,2019,spring,SD,3712,128,3168,5.00,LOWLY_EFFECTIVE,,,93.75,12,65,56,0.9142857142857143,4,18.00,55520,13470240,-72.22,-93.31,declining,3.01
2014-2018,1,2014,autumn,S,155397,6120,149277,31.10,LOWLY_EFFECTIVE,,,96.08,19,30,1,0.42028985507246375,2,,,155397,,,baseline,58.66
2014-2018,3,2016,spring,SD,4403,0,4403,0.00,LOWLY_EFFECTIVE,,,100.00,10,61,43,0.8695652173913043,4,15.38,53206,155397,-100.00,-91.72,declining,1.13
2010-2014,4,2013,spring,C,186,0,186,0.00,LOWLY_EFFECTIVE,,,98.39,14,44,53,0.7413793103448276,4,5.48,12400,237250,-100.00,-98.50,stable,0.03
1998-2002,3,2000,autumn,kd,224,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,36,0.02631578947368421,4,,,174979,,,baseline,0.05
2018-2022,3,2020,autumn,MP,8874,578,8296,28.57,LOWLY_EFFECTIVE,,,94.12,11,28,40,0.38571428571428573,2,90.91,576,13470240,-68.57,1440.63,declining,17.17
2018-2022,2,2019,spring,L,736,384,352,60.00,MODERATELY_EFFECTIVE,,,93.75,12,9,66,0.11428571428571428,1,30.77,24640,13470240,95.00,-97.01,improving,36.00
1998-2002,3,2000,autumn,MP,8672,16,16,0.04,LOWLY_EFFECTIVE,,,0.00,10,1,14,0,1,,,174979,,,baseline,2.01
1998-2002,4,2001,spring,kd,1127,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,25,0.02631578947368421,3,0.00,224,174979,,403.13,stable,0.26
2022-2026,3,2024,autumn,V,2043520,0,2043520,0.00,LOWLY_EFFECTIVE,38.68,4471040,100.00,10,43,17,0.6268656716417911,4,0.00,517472,10435584,,294.90,stable,7.83
1998-2002,4,2001,autumn,-,196,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,37,0.02631578947368421,4,,,174979,,,baseline,0.04
1998-2002,3,2000,autumn,s,1040,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,27,0.02631578947368421,3,,,174979,,,baseline,0.24
1998-2002,4,2001,autumn,MP,46550,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,6,0.02631578947368421,1,0.00,272,174979,,17013.97,stable,10.64
2018-2022,1,2018,spring,M,4590,612,3978,34.29,LOWLY_EFFECTIVE,,,91.18,10,21,54,0.2857142857142857,2,50.00,52088,13470240,-31.42,-91.19,declining,20.59
2002-2006,4,2005,autumn,C,96180,1120,95060,6.60,LOWLY_EFFECTIVE,,,100.00,13,30,18,0.5087719298245614,2,3.13,19608,224374,110.86,390.51,stable,21.11
2022-2026,3,2024,spring,C,243904,0,243904,0.00,LOWLY_EFFECTIVE,38.68,1788416,100.00,10,43,51,0.6268656716417911,3,2.27,2567584,10435584,-100.00,-90.50,stable,0.93
2006-2010,2,2007,spring,L,264,0,264,0.00,LOWLY_EFFECTIVE,,,100.00,14,28,45,0.5625,4,0.00,36366,362560,,-99.27,stable,0.03
2018-2022,4,2021,spring,MP,89376,89376,0,100.00,HIGHLY_EFFECTIVE,44.76,1235038,94.74,11,1,17,0,1,27.27,1229984,13470240,266.70,-92.73,improving,60.27
2006-2010,3,2008,spring,V,21000,0,21000,0.00,LOWLY_EFFECTIVE,,,98.67,13,28,33,0.5625,4,2.35,71100,362560,-100.00,-70.46,stable,2.32
2010-2014,3,2012,autumn,C,15510,330,15180,5.00,LOWLY_EFFECTIVE,,,96.97,14,20,28,0.3275862068965517,2,6.98,13720,237250,-28.37,13.05,stable,5.61
2014-2018,3,2016,spring,KD,1480,37,1443,5.56,LOWLY_EFFECTIVE,,,100.00,10,51,58,0.7246376811594203,3,26.53,20424,155397,-79.04,-92.75,declining,3.72
2014-2018,3,2016,autumn,C,29452,1036,28416,25.45,LOWLY_EFFECTIVE,,,100.00,10,36,19,0.5072463768115942,2,41.67,1476,155397,-38.92,1895.39,declining,22.85
1998-2002,4,2001,autumn,M,174979,0,637,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,1,0.02631578947368421,4,0.00,4416,174979,,3862.39,stable,40.00
2022-2026,1,2022,spring,M,1997952,500864,1497088,26.48,LOWLY_EFFECTIVE,41.53,5416796,88.01,11,23,20,0.3283582089552239,2,34.29,4315136,10435584,-22.78,-53.70,stable,23.55
2014-2018,2,2015,autumn,KD,20295,943,19352,28.95,LOWLY_EFFECTIVE,,,100.00,10,33,25,0.463768115942029,2,0.00,153,155397,,13164.71,improving,22.59
2018-2022,1,2018,autumn,-,1802,68,1734,11.76,LOWLY_EFFECTIVE,,,91.18,10,57,61,0.8,4,,,13470240,,,baseline,7.06
2018-2022,2,2019,autumn,KD,17216,1312,15904,10.97,LOWLY_EFFECTIVE,,,93.75,12,59,36,0.8285714285714286,4,34.29,4692,13470240,-68.01,266.92,declining,6.63
2006-2010,1,2006,autumn,MP,31374,0,31374,0.00,LOWLY_EFFECTIVE,,,98.41,10,28,23,0.5625,3,,,362560,,,baseline,3.46
2010-2014,3,2012,spring,MP,5940,396,5544,10.53,LOWLY_EFFECTIVE,,,96.97,14,6,43,0.08620689655172414,1,2.53,63492,237250,316.21,-90.64,stable,7.32
2006-2010,2,2007,spring,-,66,0,66,0.00,LOWLY_EFFECTIVE,,,100.00,14,28,49,0.5625,3,0.00,126,362560,,-47.62,stable,0.01
2010-2014,4,2013,autumn,M,57784,310,57474,1.74,LOWLY_EFFECTIVE,,,98.39,14,40,11,0.6724137931034483,3,0.00,198,237250,,29083.84,stable,10.79
2014-2018,3,2016,autumn,V,19795,0,19795,0.00,LOWLY_EFFECTIVE,,,100.00,10,61,29,0.8695652173913043,4,7.69,3649,155397,-100.00,442.48,stable,5.10
2006-2010,2,2007,spring,S,24354,0,24354,0.00,LOWLY_EFFECTIVE,,,100.00,14,28,30,0.5625,3,1.15,268818,362560,-100.00,-90.94,stable,2.69
1998-2002,3,2000,autumn,V,16352,0,0,0.00,LOWLY_EFFECTIVE,,,0.00,10,2,11,0.02631578947368421,2,,,174979,,,baseline,3.74
2014-2018,1,2014,spring,L,816,0,816,0.00,LOWLY_EFFECTIVE,,,96.08,19,61,62,0.8695652173913043,4,34.80,23103,155397,-100.00,-96.47,declining,0.21
2002-2006,1,2002,spring,KD,22974,0,5166,0.00,LOWLY_EFFECTIVE,,,41.27,16,40,32,0.6842105263157895,3,7.02,69930,224374,-100.00,-67.15,stable,4.10
2022-2026,4,2025,spring,S,494592,0,494592,0.00,LOWLY_EFFECTIVE,39.15,222720,96.88,10,43,38,0.6268656716417911,3,0.00,525312,10435584,,-5.85,stable,1.90
2002-2006,2,2003,spring,C,13430,0,13430,0.00,LOWLY_EFFECTIVE,,,100.00,13,40,42,0.6842105263157895,4,16.07,98276,224374,-100.00,-86.33,declining,2.39
2018-2022,1,2018,spring,S,8874,8670,204,92.68,HIGHLY_EFFECTIVE,,,91.18,10,7,40,0.08571428571428572,1,54.55,45084,13470240,69.90,-80.32,improving,55.63
2002-2006,4,2005,autumn,KD,178150,1540,176610,6.97,LOWLY_EFFECTIVE,,,100.00,13,29,4,0.49122807017543857,2,2.78,27692,224374,150.72,543.33,stable,35.94
2010-2014,1,2010,autumn,C,19418,146,19272,3.33,LOWLY_EFFECTIVE,,,98.63,14,30,25,0.5,2,,,237250,,,baseline,5.27
1998-2002,4,2001,spring,KD,7938,0,0,0.00,LOWLY_EFFECTIVE,,,1.28,21,2,15,0.02631578947368421,2,0.00,147098,174979,,-94.60,stable,1.81
2018-2022,1,2018,autumn,C,19720,272,19448,21.74,LOWLY_EFFECTIVE,,,91.18,10,41,34,0.5714285714285714,3,,,13470240,,,baseline,13.10
